,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suma de CONTEO,,,,,,SEMANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COD_DPTO_O,NDEP_PROCE,COD_MUN_O,NMUN_PROCE,COD_EVE,NOM_EVE,SEMANA_01,SEMANA_02,SEMANA_03,SEMANA_04,SEMANA_05,SEMANA_06,SEMANA_07,SEMANA_08,SEMANA_09,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,SEMANA_17,SEMANA_18,SEMANA_19,SEMANA_20,SEMANA_21,SEMANA_22,SEMANA_23,SEMANA_24,SEMANA_25,SEMANA_26,SEMANA_27,SEMANA_28,SEMANA_29,SEMANA_30,SEMANA_31,SEMANA_32,SEMANA_33,SEMANA_34,SEMANA_35,SEMANA_36,SEMANA_37,SEMANA_38,SEMANA_39,SEMANA_40,SEMANA_41,SEMANA_42,SEMANA_43,SEMANA_44,SEMANA_45,SEMANA_46,SEMANA_47,SEMANA_48,SEMANA_49,SEMANA_50,SEMANA_51,SEMANA_52,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,495,MALARIA COMPLICADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,560,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,735,ANOMALIAS CONGENITAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,740,SIFILIS CONGENITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,750,SIFILIS GESTACIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,
00,PROCEDENCIA DESCONOCIDA,000,* PROCEDENCIA DESCONOCIDA,875,VCM VIF VSX,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,100,ACCIDENTE OFIDICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,110,BAJO PESO AL NACER,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,210,DENGUE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,228,EXPOSICIÓN A FLÚOR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,1,0,3,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,330,HEPATITIS A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,356,INTENTO DE SUICIDIO,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,370,INTOXICACION POR FARMACOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,414,INTOXICACION POR SUSTANCIAS PSICOACTIVAS,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,420,LEISHMANIASIS CUTANEA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,460,MALARIA ASOCIADA (FORMAS MIXTAS),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,470,MALARIA FALCIPARUM,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,490,MALARIA VIVAX,1,2,2,1,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,495,MALARIA COMPLICADA,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,549,MORBILIDAD MATERNA EXTREMA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,735,ANOMALIAS CONGENITAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,750,SIFILIS GESTACIONAL,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,831,VARICELA INDIVIDUAL,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,850,VIH/SIDA/MORTALIDAD POR SIDA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,000,* ANTIOQUIA. MUNICIPIO DESCONOCIDO,875,VCM VIF VSX,1,1,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,100,ACCIDENTE OFIDICO,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
05,ANTIOQUIA,001,MEDELLIN,110,BAJO PESO AL NACER,12,24,27,18,17,15,10,14,21,18,11,19,20,25,36,11,20,18,19,24,12,20,27,23,21,23,14,16,23,23,25,25,17,22,20,32,32,17,11,28,18,20,9,22,19,14,14,18,13,21,15,15,
05,ANTIOQUIA,001,MEDELLIN,113,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,13,16,13,17,9,16,12,10,12,24,13,8,11,15,6,7,12,11,10,11,6,8,7,8,13,12,8,5,12,7,13,11,8,17,10,14,15,9,16,15,5,12,9,12,9,9,6,14,13,10,7,
05,ANTIOQUIA,001,MEDELLIN,155,CÁNCER DE LA MAMA Y CUELLO UTERINO,1,1,6,6,4,25,18,28,27,19,18,11,25,25,18,26,21,28,21,31,16,12,18,15,11,18,21,26,23,25,17,31,16,9,30,9,23,21,37,14,23,16,21,17,11,13,17,22,18,29,21,11,
05,ANTIOQUIA,001,MEDELLIN,210,DENGUE,25,29,21,11,15,19,18,7,19,16,13,10,17,16,10,18,25,22,15,25,25,24,28,21,26,21,38,26,33,22,24,36,28,38,43,25,30,48,44,33,27,26,26,15,35,13,21,16,22,27,21,16,
05,ANTIOQUIA,001,MEDELLIN,217,CHIKUNGUNYA,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,220,DENGUE GRAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,
05,ANTIOQUIA,001,MEDELLIN,228,EXPOSICIÓN A FLÚOR,11,21,24,26,16,21,6,29,23,31,23,2,35,15,16,10,20,29,36,24,28,34,35,36,44,27,21,36,42,36,28,23,17,10,11,19,26,44,25,21,29,16,19,13,22,16,15,21,25,36,17,1,
05,ANTIOQUIA,001,MEDELLIN,298,EVENTO ADVERSO SEGUIDO A LA VACUNACION.,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,1,1,2,1,0,0,
05,ANTIOQUIA,001,MEDELLIN,300,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,123,121,98,106,123,109,117,100,101,100,112,101,105,116,111,124,87,104,114,120,90,104,106,100,103,105,127,112,107,96,106,93,87,103,100,103,118,98,87,104,108,112,90,85,106,102,106,122,120,111,106,105,
05,ANTIOQUIA,001,MEDELLIN,320,FIEBRE TIFOIDEA Y PARATIFOIDEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,330,HEPATITIS A,4,7,6,3,5,3,5,6,8,3,9,2,9,7,3,5,3,11,9,9,11,5,7,11,8,5,12,14,5,7,12,6,5,14,25,12,3,10,9,13,4,5,10,12,4,9,8,12,5,8,6,1,
05,ANTIOQUIA,001,MEDELLIN,340,HEPATITIS B,2,4,3,3,4,3,3,4,1,3,2,5,3,4,4,5,2,1,10,4,2,0,1,6,3,4,4,0,3,3,4,0,1,0,3,6,7,1,6,5,5,5,2,4,3,2,5,1,4,5,2,4,
05,ANTIOQUIA,001,MEDELLIN,341,HEPATITIS C,1,0,5,3,1,0,5,1,2,2,1,2,2,3,6,2,2,7,3,6,4,4,1,4,4,3,3,1,2,3,5,1,1,2,0,3,0,2,3,5,2,3,3,2,2,4,1,3,3,3,3,2,
05,ANTIOQUIA,001,MEDELLIN,343,HIPOTIROIDISMO CONGENITO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,1,
05,ANTIOQUIA,001,MEDELLIN,345,ESI - IRAG (VIGILANCIA CENTINELA),7,8,7,2,5,11,9,5,10,6,12,8,10,7,12,11,6,10,10,13,11,12,6,9,13,8,6,7,12,8,5,6,2,3,4,6,6,6,6,4,3,8,6,10,5,4,7,6,7,11,12,12,
05,ANTIOQUIA,001,MEDELLIN,348,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2,0,0,2,0,0,2,0,4,0,0,0,0,1,1,0,0,1,2,1,3,3,0,3,1,0,0,1,0,0,2,1,1,
05,ANTIOQUIA,001,MEDELLIN,356,INTENTO DE SUICIDIO,28,28,27,33,30,38,52,48,44,38,54,44,45,46,71,44,46,49,51,52,43,35,45,51,42,40,27,48,51,41,45,52,53,41,50,53,59,49,41,43,42,37,39,56,36,29,52,40,38,57,38,46,
05,ANTIOQUIA,001,MEDELLIN,360,INTOXICACION POR PLAGUICIDAS,0,0,3,3,1,5,3,0,1,4,2,0,1,0,2,2,2,2,5,0,1,2,0,0,3,0,2,2,2,1,1,2,1,2,0,3,2,0,0,2,1,2,4,2,3,3,0,1,1,2,1,2,
05,ANTIOQUIA,001,MEDELLIN,370,INTOXICACION POR FARMACOS,3,3,7,3,5,7,10,6,3,9,7,4,6,7,8,6,5,4,8,2,6,5,2,8,8,7,7,8,11,3,5,6,15,2,6,15,6,1,11,9,6,5,10,6,9,3,3,7,7,8,4,6,
05,ANTIOQUIA,001,MEDELLIN,380,INTOXICACION POR METANOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
05,ANTIOQUIA,001,MEDELLIN,390,INTOXICACION POR METALES PESADOS,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,400,INTOXICACION POR SOLVENTES,0,0,0,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,0,1,2,1,0,0,
05,ANTIOQUIA,001,MEDELLIN,410,INTOXICACION POR OTRAS SUSTANCIAS QUIMICAS,5,4,5,3,4,1,10,6,2,5,3,6,9,6,4,7,6,5,3,7,4,6,4,6,5,3,3,3,7,5,7,4,6,6,2,5,7,6,8,3,4,2,3,10,6,2,1,6,10,2,4,3,
05,ANTIOQUIA,001,MEDELLIN,412,INTOXICACION POR MONOXIDO DE CARBONO Y OTROS GASES,0,0,2,1,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,2,2,2,2,1,7,0,0,
05,ANTIOQUIA,001,MEDELLIN,414,INTOXICACION POR SUSTANCIAS PSICOACTIVAS,14,6,17,5,11,15,14,8,18,23,20,24,16,20,14,13,13,22,21,20,16,15,14,15,18,12,18,20,15,20,15,20,18,12,17,19,18,17,23,18,19,18,14,15,16,14,18,15,24,23,21,30,
05,ANTIOQUIA,001,MEDELLIN,420,LEISHMANIASIS CUTANEA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,
05,ANTIOQUIA,001,MEDELLIN,430,LEISHMANIASIS MUCOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,450,LEPRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,
05,ANTIOQUIA,001,MEDELLIN,452,LESIONES POR ARTEFACTOS EXPLOSIVOS (PÓLVORA Y MINAS ANTIPERSONAL),10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,9,1,2,3,
05,ANTIOQUIA,001,MEDELLIN,455,LEPTOSPIROSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,456,LEUCEMIA AGUDA PEDIATRICA LINFOIDE,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,1,0,0,0,1,2,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,
05,ANTIOQUIA,001,MEDELLIN,457,LEUCEMIA AGUDA PEDIATRICA MIELOIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,459,CANCER INFANTIL,2,1,2,1,0,2,1,1,1,0,4,4,2,4,1,2,1,1,2,1,2,1,0,1,1,2,2,0,3,1,2,1,0,1,0,1,1,2,0,1,0,0,1,2,1,1,0,0,0,2,0,2,
05,ANTIOQUIA,001,MEDELLIN,470,MALARIA FALCIPARUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,490,MALARIA VIVAX,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,
05,ANTIOQUIA,001,MEDELLIN,495,MALARIA COMPLICADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,500,MENINGITIS  MENINGOCOCCICA,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,510,MENINGITIS POR HAEMOPHILUS INFLUENZAE,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
05,ANTIOQUIA,001,MEDELLIN,520,MENINGITIS POR NEUMOCOCO,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,1,0,
05,ANTIOQUIA,001,MEDELLIN,530,MENINGITIS TUBERCULOSA,0,1,0,0,0,0,2,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,2,0,2,0,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,2,1,0,
05,ANTIOQUIA,001,MEDELLIN,549,MORBILIDAD MATERNA EXTREMA,11,11,5,14,13,21,11,13,22,10,10,9,15,6,9,6,13,16,13,15,14,13,9,13,12,10,15,5,8,13,20,8,15,11,18,14,15,17,14,15,18,13,9,11,14,5,24,12,5,42,32,13,
