LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2007
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171820 Porto Nacional";2;-;-;-;-;-;-;1;1;-;1;-;5
"171840 Presidente Kennedy";-;-;-;-;1;-;3;-;-;1;-;-;5
"171850 Recursolândia";-;-;-;-;-;-;-;1;-;-;-;-;1
"171855 Riachinho";-;-;-;-;-;-;1;-;-;1;-;-;2
"171865 Rio da Conceição";-;-;1;-;-;-;-;-;-;-;-;-;1
"171870 Rio dos Bois";-;-;-;-;-;-;-;-;1;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;-;-;-;-;-;1;1
"171884 Sandolândia";2;1;1;-;1;1;-;3;2;6;-;-;17
"171886 Santa Fé do Araguaia";-;-;-;1;1;-;-;1;1;-;1;-;5
"171888 Santa Maria do Tocantins";-;-;-;-;-;-;-;1;-;2;-;-;3
"171889 Santa Rita do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";1;-;-;1;-;-;1;-;-;-;-;-;3
"171900 Santa Tereza do Tocantins";-;-;-;1;-;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";-;-;-;-;-;1;2;1;1;-;-;-;5
"172020 São Miguel do Tocantins";-;1;-;-;-;-;-;-;-;1;-;-;2
"172025 São Salvador do Tocantins";1;-;-;-;-;1;-;1;-;-;-;-;3
"172065 Silvanópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"172080 Sítio Novo do Tocantins";1;2;-;-;-;2;2;1;1;-;-;-;9
"172090 Taguatinga";1;-;-;-;1;-;-;-;2;1;-;1;6
"172110 Tocantínia";2;1;1;1;3;1;1;-;-;-;5;2;17
"172120 Tocantinópolis";-;1;2;1;1;1;-;1;-;1;1;-;9
"172130 Tupiratins";-;-;-;-;-;2;-;-;1;-;-;-;3
"172208 Wanderlândia";-;-;-;-;-;1;-;1;1;-;-;-;3
"172210 Xambioá";-;-;1;-;-;1;1;2;1;-;1;-;7
"210005 Açailândia";2;3;6;10;1;6;3;6;7;11;4;3;62
"210010 Afonso Cunha";1;-;-;-;-;-;-;-;-;1;-;-;2
"210020 Alcântara";2;2;3;-;-;-;2;-;-;1;1;1;12
"210030 Aldeias Altas";-;-;-;-;-;-;-;-;-;1;-;1;2
"210040 Altamira do Maranhão";1;-;-;1;-;-;-;-;-;1;-;-;3
"210043 Alto Alegre do Maranhão";1;1;-;2;2;-;2;-;1;4;2;2;17
"210047 Alto Alegre do Pindaré";3;3;3;-;-;3;-;3;2;3;5;2;27
"210050 Alto Parnaíba";-;2;-;-;1;-;1;-;-;-;-;-;4
"210055 Amapá do Maranhão";3;1;1;-;-;-;-;-;-;-;-;1;6
"210060 Amarante do Maranhão";2;4;-;6;2;7;5;7;6;10;3;2;54
"210070 Anajatuba";1;-;-;-;-;-;-;-;2;-;-;-;3
"210080 Anapurus";6;1;-;3;9;7;7;5;6;2;5;4;55
"210087 Araguanã";2;-;-;-;-;-;-;-;-;-;4;-;6
"210095 Arame";2;1;2;1;1;-;3;4;8;9;7;3;41
"210110 Axixá";5;1;-;1;6;-;1;-;1;7;5;2;29
"210120 Bacabal";-;1;-;-;-;-;-;-;-;-;-;-;1
"210125 Bacabeira";-;-;-;-;-;1;-;1;-;-;-;-;2
"210140 Balsas";5;2;7;4;1;4;2;3;3;-;2;2;35
"210160 Barra do Corda";1;1;1;1;1;1;1;2;4;5;1;3;22
"210170 Barreirinhas";12;-;3;2;3;2;1;-;1;7;13;3;47
"210173 Belágua";1;-;-;-;1;-;-;2;-;1;-;1;6
"210190 Bequimão";1;-;-;2;-;-;-;-;-;-;1;-;4
"210193 Bernardo do Mearim";-;-;-;1;-;-;-;-;1;1;-;-;3
"210197 Boa Vista do Gurupi";-;1;-;-;-;-;-;-;-;-;-;-;1
"210200 Bom Jardim";-;1;-;-;1;3;2;5;1;2;3;2;20
"210203 Bom Jesus das Selvas";2;6;4;4;2;-;2;3;2;7;6;2;40
"210210 Brejo";4;1;2;1;-;1;-;1;-;4;1;-;15
"210215 Brejo de Areia";-;-;2;-;3;2;2;2;5;2;4;-;22
"210220 Buriti";2;4;-;-;-;6;1;2;3;2;2;2;24
"210230 Buriti Bravo";-;1;-;-;-;-;-;1;1;-;-;1;4
"210232 Buriticupu";7;3;6;7;5;2;10;14;8;17;8;4;91
"210235 Buritirana";1;-;-;1;-;-;2;-;1;1;-;-;6
"210237 Cachoeira Grande";1;-;-;-;1;1;-;-;1;-;-;-;4
"210255 Campestre do Maranhão";-;-;-;-;-;-;-;1;-;1;-;-;2
"210260 Cândido Mendes";4;3;2;5;-;2;-;-;-;1;1;-;18
"210270 Cantanhede";-;1;-;2;1;-;-;-;-;-;1;1;6
"210275 Capinzal do Norte";-;-;-;1;-;-;-;-;-;1;-;-;2
"210280 Carolina";3;2;1;1;1;-;-;-;-;2;1;-;11
"210290 Carutapera";-;3;3;2;1;-;1;-;3;-;-;-;13
"210300 Caxias";2;2;3;3;7;2;5;3;-;3;1;2;33
"210310 Cedral";1;2;-;3;1;-;-;1;-;-;-;2;10
"210315 Centro do Guilherme";5;1;2;1;2;1;-;-;-;-;-;1;13
"210317 Centro Novo do Maranhão";2;2;4;-;1;1;-;-;4;4;3;2;23
"210320 Chapadinha";9;4;9;5;5;3;1;6;1;3;5;4;55
"210325 Cidelândia";-;-;3;1;-;-;-;-;-;-;1;-;5
"210330 Codó";1;2;1;-;-;-;5;-;5;1;1;2;18
"210340 Coelho Neto";2;-;-;1;1;-;-;1;4;1;1;1;12
"210350 Colinas";6;2;3;-;2;1;2;5;6;2;1;2;32
"210360 Coroatá";1;-;1;2;3;-;-;-;-;1;-;-;8
"210370 Cururupu";-;-;-;-;-;-;1;-;-;-;-;-;1
"210375 Davinópolis";-;-;-;-;-;1;-;-;1;-;1;-;3
"210380 Dom Pedro";1;-;1;-;-;-;1;-;-;-;2;2;7
"210400 Esperantinópolis";-;1;-;-;1;-;-;1;-;2;-;2;7
"210407 Feira Nova do Maranhão";-;-;-;-;2;-;-;-;-;-;-;-;2
"210408 Fernando Falcão";-;-;-;1;1;-;-;2;-;-;1;-;5
"210409 Formosa da Serra Negra";2;-;1;1;1;1;1;-;1;1;2;2;13
"210410 Fortaleza dos Nogueiras";-;-;-;1;-;-;-;1;2;-;-;-;4
"210420 Fortuna";1;-;-;3;-;-;3;2;1;-;-;1;11
"210430 Godofredo Viana";1;3;-;1;-;-;-;1;-;-;-;-;6
"210440 Gonçalves Dias";3;2;-;-;-;-;-;1;-;1;1;-;8
"210455 Governador Edison Lobão";-;-;-;-;-;1;-;-;1;-;1;-;3
"210460 Governador Eugênio Barros";1;1;2;1;1;2;1;-;-;-;-;-;9
"210462 Governador Luiz Rocha";-;-;-;1;2;1;-;-;-;-;-;-;4
"210465 Governador Newton Bello";1;-;2;-;-;-;1;1;-;-;2;-;7
"210467 Governador Nunes Freire";20;10;9;5;8;3;-;3;1;4;1;7;71
"210470 Graça Aranha";-;-;-;-;-;1;-;-;-;-;-;-;1
"210480 Grajaú";4;1;4;1;1;2;2;1;2;7;-;2;27
"210490 Guimarães";2;1;-;-;-;-;-;1;1;-;2;1;8
"210500 Humberto de Campos";3;-;3;3;3;1;-;-;-;1;-;-;14
"210510 Icatu";3;1;2;1;-;-;-;-;1;-;2;2;12
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;-;-;1;-;1
"210530 Imperatriz";3;2;2;3;2;1;7;1;1;-;2;2;26
"210535 Itaipava do Grajaú";-;-;-;-;-;-;-;-;1;-;2;-;3
"210540 Itapecuru Mirim";2;1;-;1;3;-;1;3;2;1;1;-;15
"210542 Itinga do Maranhão";5;4;10;15;12;5;5;9;3;8;8;3;87
"210545 Jatobá";1;-;-;-;-;-;-;2;-;-;-;-;3
"210547 Jenipapo dos Vieiras";-;-;-;1;-;1;-;-;-;2;3;-;7
"210550 João Lisboa";2;-;1;1;-;2;3;-;1;1;3;1;15
"210560 Joselândia";-;-;-;-;-;-;-;1;-;1;2;-;4
"210565 Junco do Maranhão";1;-;-;-;1;-;-;-;-;-;-;-;2
"210570 Lago da Pedra";-;-;-;2;-;-;2;2;4;1;-;1;12
"210580 Lago do Junco";-;-;1;-;-;-;-;2;-;1;-;-;4
"210592 Lagoa do Mato";1;-;1;-;-;-;-;-;-;-;-;-;2
"210596 Lagoa Grande do Maranhão";-;-;1;-;-;1;-;-;-;4;3;1;10
"210598 Lajeado Novo";-;1;-;2;-;-;-;-;-;-;-;-;3
"210600 Lima Campos";-;-;-;-;-;1;-;-;-;-;-;-;1
"210610 Loreto";-;-;-;1;-;-;-;-;-;1;-;-;2
"210620 Luís Domingues";5;1;1;1;-;-;-;-;-;1;-;1;10
"210630 Magalhães de Almeida";-;-;-;-;1;-;-;-;-;-;-;-;1
"210632 Maracaçumé";-;-;4;1;-;1;-;-;-;-;1;-;7
"210635 Marajá do Sena";-;-;-;-;-;1;3;3;17;11;1;3;39
"210637 Maranhãozinho";2;2;-;-;2;-;-;-;-;-;-;-;6
"210640 Mata Roma";1;1;-;-;-;-;2;1;-;2;1;2;10
"210660 Matões";-;-;1;-;1;2;-;3;1;-;2;-;10
"210667 Milagres do Maranhão";-;2;1;-;-;-;2;-;-;1;-;-;6
"210670 Mirador";6;1;7;1;-;3;2;1;-;3;3;1;28
"210675 Miranda do Norte";-;-;-;-;-;-;1;-;-;-;-;-;1
"210680 Mirinzal";3;1;-;-;2;-;-;-;-;-;-;-;6
"210690 Monção";-;1;-;-;-;-;1;-;-;-;-;-;2
"210700 Montes Altos";6;-;-;-;-;1;1;-;3;3;1;-;15
"210710 Morros";1;1;1;1;2;4;-;-;1;-;2;-;13
"210720 Nina Rodrigues";2;-;-;-;-;-;-;-;-;-;-;-;2
"210725 Nova Colinas";-;-;-;-;-;-;-;-;-;-;1;-;1
"210735 Nova Olinda do Maranhão";-;4;1;-;1;-;-;-;-;-;1;1;8
"210740 Olho d'Água das Cunhãs";1;-;-;-;-;-;-;-;1;-;-;-;2
"210750 Paço do Lumiar";-;-;-;1;-;-;-;-;-;-;-;-;1
"210770 Paraibano";3;2;-;-;2;2;1;1;-;2;2;2;17
"210780 Parnarama";2;1;-;-;-;-;1;-;2;-;-;1;7
"210790 Passagem Franca";-;1;1;-;-;1;-;-;-;1;-;-;4
"210800 Pastos Bons";-;-;1;-;-;-;-;1;-;2;-;1;5
"210805 Paulino Neves";-;1;-;-;-;-;-;-;-;-;-;-;1
"210810 Paulo Ramos";1;-;2;3;2;3;2;15;14;4;5;8;59
"210820 Pedreiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"210825 Pedro do Rosário";-;1;1;-;-;-;-;-;2;-;1;4;9
"210830 Penalva";-;-;-;-;-;-;-;-;-;-;1;-;1
"210845 Peritoró";-;2;1;-;1;-;-;-;-;-;1;-;5
"210850 Pindaré-Mirim";-;1;-;-;-;-;2;-;1;1;2;-;7
"210860 Pinheiro";1;-;1;-;-;-;-;-;-;-;-;-;2
"210870 Pio XII";-;2;-;-;-;-;-;-;-;-;-;-;2
"210880 Pirapemas";-;-;1;-;-;-;-;-;-;-;1;-;2
"210890 Poção de Pedras";-;1;1;1;2;1;-;1;1;-;-;-;8
"210900 Porto Franco";-;-;-;-;1;1;1;3;1;-;-;-;7
"210905 Porto Rico do Maranhão";-;1;2;-;-;-;-;-;-;-;-;-;3
"210910 Presidente Dutra";1;1;2;1;2;-;-;-;-;-;-;-;7
"210920 Presidente Juscelino";1;2;-;2;1;-;-;-;-;-;-;2;8
"210923 Presidente Médici";-;2;-;-;-;-;-;-;-;-;-;-;2
"210927 Presidente Sarney";1;2;1;-;-;-;1;1;-;-;-;-;6
"210930 Presidente Vargas";1;-;-;1;1;-;-;-;-;-;-;-;3
"210940 Primeira Cruz";-;1;-;-;1;-;-;-;-;-;-;-;2
"210950 Riachão";-;-;3;1;3;1;-;-;-;1;-;-;9
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;-;-;-;2;-;2
"210960 Rosário";-;-;-;2;3;-;6;-;-;1;2;-;14
"210970 Sambaíba";-;-;-;-;-;-;-;-;1;-;-;-;1
"210975 Santa Filomena do Maranhão";-;1;-;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;-;-;-;-;-;1;1;-;-;-;-;2
"211000 Santa Luzia";10;1;4;2;1;2;-;14;32;31;25;6;128
"211003 Santa Luzia do Paruá";1;1;-;-;-;-;-;-;-;1;1;1;5
"211010 Santa Quitéria do Maranhão";2;4;5;4;-;1;6;2;4;-;1;-;29
"211020 Santa Rita";-;1;-;-;-;-;-;-;-;-;-;-;1
"211023 Santana do Maranhão";-;1;-;-;-;-;-;-;-;-;2;1;4
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;2;-;-;2
"211030 Santo Antônio dos Lopes";1;-;1;-;-;1;-;-;-;1;1;1;6
"211040 São Benedito do Rio Preto";6;3;3;2;3;3;2;1;4;2;3;2;34
"211060 São Bernardo";-;1;-;-;1;2;1;1;1;-;1;1;9
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-;-;-;-;2;1;3
"211070 São Domingos do Maranhão";5;1;2;1;5;2;2;4;1;2;1;-;26
"211080 São Félix de Balsas";3;-;1;-;-;-;-;-;-;-;1;-;5
"211085 São Francisco do Brejão";-;-;-;1;-;1;-;-;4;1;-;-;7
"211102 São João do Carú";-;1;-;-;-;-;1;1;2;6;4;2;17
"211105 São João do Paraíso";-;-;-;-;-;-;-;-;-;1;1;-;2
"211107 São João do Soter";1;-;-;-;-;-;2;-;-;1;-;-;4
"211110 São João dos Patos";3;1;-;-;-;-;3;-;2;1;-;-;10
"211120 São José de Ribamar";-;-;-;-;-;1;-;-;-;-;-;-;1
"211125 São José dos Basílios";-;-;-;-;-;-;-;-;1;-;-;-;1
"211130 São Luís";4;-;-;1;2;-;1;1;-;2;1;1;13
"211140 São Luís Gonzaga do Maranhão";-;2;1;-;-;-;-;-;-;-;-;-;3
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;1;-;-;1;-;2
"211157 São Pedro dos Crentes";-;-;-;-;1;2;-;-;-;-;1;-;4
"211160 São Raimundo das Mangabeiras";-;1;1;-;-;-;-;-;1;-;-;-;3
"211163 São Raimundo do Doca Bezerra";-;-;-;-;-;-;-;-;-;-;1;-;1
"211167 São Roberto";2;-;-;-;-;1;1;-;-;1;-;1;6
"211170 São Vicente Ferrer";1;-;-;-;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";2;-;1;-;-;-;-;-;-;-;-;-;3
"211176 Senador La Rocque";-;-;-;1;-;1;-;2;2;1;-;1;8
"211178 Serrano do Maranhão";-;1;1;-;-;-;-;-;-;-;-;-;2
"211180 Sítio Novo";1;1;-;-;2;1;-;1;-;3;2;1;12
"211190 Sucupira do Norte";-;1;1;-;1;-;2;3;-;4;-;-;12
"211195 Sucupira do Riachão";-;-;-;1;1;-;-;-;-;-;1;1;4
"211210 Timbiras";-;-;1;-;-;-;-;-;-;-;-;-;1
"211220 Timon";2;1;2;-;2;-;-;1;-;3;1;1;13
"211223 Trizidela do Vale";-;1;1;-;-;-;1;1;2;1;-;-;7
"211230 Tuntum";1;-;-;-;-;-;-;1;-;-;-;1;3
"211240 Turiaçu";9;5;4;2;1;1;-;-;-;-;-;1;23
"211245 Turilândia";4;2;-;-;-;-;-;-;-;-;-;2;8
"211250 Tutóia";5;2;4;-;4;-;2;2;2;1;2;2;26
"211260 Urbano Santos";6;10;4;1;1;-;2;6;3;1;3;4;41
"211270 Vargem Grande";1;-;-;1;3;2;-;-;-;-;1;-;8
"211280 Viana";-;-;-;1;-;-;-;-;-;2;-;-;3
"211285 Vila Nova dos Martírios";1;-;-;1;-;-;-;1;-;-;-;-;3
"211290 Vitória do Mearim";-;-;-;-;-;-;-;1;-;-;-;-;1
"211300 Vitorino Freire";3;2;1;-;-;1;2;1;3;2;4;2;21
"211400 Zé Doca";2;2;1;1;6;2;4;2;2;10;19;5;56
"220010 Agricolândia";-;-;-;-;-;-;1;-;-;-;-;-;1
"220040 Altos";1;1;3;4;2;-;1;-;2;1;-;4;19
"220045 Alvorada do Gurguéia";-;-;-;-;-;-;-;-;-;-;-;1;1
"220110 Avelino Lopes";-;-;1;-;-;1;-;-;-;-;-;-;2
"220115 Baixa Grande do Ribeiro";-;1;-;-;-;-;-;1;-;-;-;-;2
"220120 Barras";2;-;-;-;-;1;-;1;-;-;-;-;4
"220173 Betânia do Piauí";-;-;-;-;-;-;1;-;-;-;-;-;1
"220177 Boa Hora";1;-;-;-;-;-;-;-;-;-;1;1;3
"220194 Boqueirão do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220260 Castelo do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220275 Colônia do Gurguéia";-;-;-;-;1;-;-;-;-;-;-;-;1
"220360 Eliseu Martins";-;1;-;-;-;-;-;-;-;-;-;-;1
"220370 Esperantina";-;-;-;-;-;-;-;-;-;1;1;1;3
"220390 Floriano";-;-;-;-;-;-;-;-;-;-;-;1;1
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;2;1;-;3
"220540 Joaquim Pires";-;1;-;-;-;-;-;-;-;-;-;-;1
"220557 Lagoa de São Francisco";-;-;1;-;-;-;-;-;-;-;-;-;1
"220585 Madeiro";-;1;-;-;-;-;1;-;-;-;-;-;2
"220590 Manoel Emídio";1;-;-;-;-;-;-;-;-;-;-;-;1
"220610 Matias Olímpio";-;-;-;-;-;-;-;-;-;1;-;-;1
"220620 Miguel Alves";-;1;-;-;-;-;-;1;-;-;1;-;3
"220640 Monsenhor Gil";-;-;-;-;-;-;1;-;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";1;-;-;-;-;-;-;-;-;-;-;-;1
"220750 Palmeirais";-;-;-;-;-;-;-;-;1;1;-;-;2
"220770 Parnaíba";-;-;-;-;1;-;-;-;-;-;-;-;1
"220777 Patos do Piauí";-;-;-;-;-;-;-;-;-;-;1;-;1
"220779 Pau D'Arco do Piauí";-;3;-;-;-;-;-;-;-;-;-;-;3
"220790 Pedro II";-;1;-;-;1;1;-;-;-;1;-;-;4
"220800 Picos";-;-;-;-;-;-;1;-;-;-;-;-;1
"220850 Porto";1;-;-;-;-;-;-;-;-;-;-;-;1
"220890 Ribeiro Gonçalves";-;-;-;1;1;-;-;-;-;-;-;-;2
"220960 São Félix do Piauí";-;-;-;-;-;-;-;-;1;-;-;-;1
"221100 Teresina";-;2;4;6;4;2;2;4;-;2;4;-;30
"221110 União";-;-;1;-;-;-;-;-;-;-;-;-;1
"221120 Uruçuí";-;-;-;-;1;2;-;-;-;1;-;-;4
"221140 Várzea Grande";-;-;-;-;1;-;-;-;-;-;-;-;1
"230010 Abaiara";-;-;-;-;1;-;-;-;-;-;-;-;1
"230020 Acaraú";-;-;-;-;1;-;-;-;-;-;-;-;1
"230030 Acopiara";-;-;-;-;1;-;-;-;-;-;-;-;1
"230050 Alcântaras";-;-;1;-;1;-;-;1;-;-;-;-;3
"230100 Aquiraz";1;-;-;-;-;-;1;1;1;-;-;-;4
"230120 Aracoiaba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230140 Aratuba";4;-;-;1;1;1;3;-;4;5;9;3;31
"230170 Aurora";-;1;-;-;1;-;-;-;-;-;-;-;2
"230190 Barbalha";6;4;1;1;3;-;1;1;1;1;2;-;21
"230195 Barreira";-;-;-;-;-;-;-;-;-;1;-;-;1
"230210 Baturité";-;-;-;-;-;-;-;-;1;-;-;1;2
"230250 Brejo Santo";1;-;-;-;-;-;-;-;-;-;-;-;1
"230260 Camocim";-;-;-;-;-;-;-;-;-;-;1;-;1
"230270 Campos Sales";1;-;-;-;-;-;-;-;-;-;-;1;2
"230280 Canindé";-;1;-;1;-;2;1;-;2;-;1;-;8
"230290 Capistrano";-;-;1;-;-;-;-;-;-;-;-;-;1
"230310 Cariré";1;-;-;-;1;-;-;-;-;-;-;-;2
"230320 Caririaçu";-;-;-;-;-;-;1;-;-;-;-;-;1
"230330 Cariús";-;1;-;-;-;-;-;-;-;-;-;-;1
"230340 Carnaubal";-;-;1;-;-;-;-;-;-;-;2;-;3
"230370 Caucaia";-;-;-;-;-;-;1;-;1;-;-;1;3
"230400 Coreaú";-;-;-;-;-;1;-;-;-;-;-;-;1
"230420 Crato";6;3;2;4;7;-;1;4;6;4;4;4;45
"230423 Croatá";-;1;2;1;1;1;-;-;-;-;-;-;6
"230428 Eusébio";-;-;-;-;-;-;-;-;1;-;-;-;1
"230430 Farias Brito";-;-;-;-;-;-;1;1;-;1;-;2;5
"230440 Fortaleza";-;1;1;-;-;1;1;3;-;-;1;-;8
"230450 Frecheirinha";-;-;-;-;-;-;-;1;-;-;-;-;1
"230465 Graça";-;2;1;1;-;-;-;-;-;-;1;-;5
"230470 Granja";1;-;-;-;-;-;-;-;-;-;-;-;1
"230500 Guaraciaba do Norte";7;3;7;1;6;3;1;2;2;5;4;1;42
"230510 Guaramiranga";-;-;1;-;-;1;1;1;1;1;4;-;10
"230520 Hidrolândia";-;-;-;-;-;-;-;-;1;-;-;-;1
"230523 Horizonte";-;-;-;-;2;-;-;-;-;1;-;-;3
"230530 Ibiapina";-;4;8;4;2;6;3;3;3;2;3;1;39
"230540 Icó";-;-;-;-;-;-;1;-;-;-;1;-;2
"230550 Iguatu";-;-;-;-;1;-;-;-;-;-;-;-;1
"230565 Ipaporanga";-;1;-;-;-;-;-;-;-;-;-;-;1
"230580 Ipu";14;2;2;5;9;11;9;14;6;10;1;1;84
"230610 Irauçuba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230625 Itaitinga";-;1;-;-;-;-;-;-;-;-;-;-;1
"230630 Itapagé";1;-;3;3;3;1;2;5;21;19;13;8;79
"230640 Itapipoca";-;1;1;2;-;-;-;1;5;4;2;-;16
"230660 Itatira";-;-;-;-;-;1;1;-;-;-;-;-;2
"230710 Jardim";-;1;1;-;1;-;2;2;-;-;-;-;7
"230730 Juazeiro do Norte";4;4;4;-;-;1;1;2;1;1;-;-;18
"230770 Maranguape";-;1;1;-;1;-;1;1;-;-;-;-;5
"230800 Massapê";-;-;1;-;-;-;-;-;-;-;-;1;2
"230810 Mauriti";-;-;-;-;-;-;-;-;-;-;1;-;1
"230820 Meruoca";8;5;2;6;5;2;1;4;6;6;5;2;52
"230830 Milagres";-;-;-;-;-;-;-;-;1;-;-;-;1
"230840 Missão Velha";1;1;2;-;-;-;-;-;-;-;-;-;4
"230900 Mucambo";2;-;-;-;-;-;-;-;-;-;-;3;5
"230910 Mulungu";1;-;-;1;-;1;-;-;-;-;-;-;3
"230920 Nova Olinda";-;-;2;-;-;-;-;-;-;-;-;1;3
"230930 Nova Russas";-;-;-;-;-;-;-;-;-;1;-;-;1
"230950 Orós";-;-;-;-;-;-;-;-;1;-;-;-;1
"230970 Pacatuba";-;-;-;-;-;-;1;-;-;-;-;-;1
"230980 Pacoti";-;-;-;-;-;-;-;-;-;-;-;1;1
"230990 Pacujá";-;-;-;-;-;-;-;-;-;1;-;-;1
"231010 Palmácia";-;-;3;5;1;2;1;5;5;2;4;1;29
"231050 Pedra Branca";-;-;-;-;1;1;-;-;-;-;-;-;2
"231085 Pindoretama";2;1;-;-;-;-;2;-;-;-;-;-;5
"231095 Pires Ferreira";-;1;-;-;1;-;2;-;-;-;-;-;4
"231110 Porteiras";-;-;-;-;-;-;-;2;-;-;-;-;2
"231120 Potengi";-;-;-;-;1;-;-;-;-;-;-;-;1
"231160 Redenção";-;-;1;-;-;-;1;-;-;2;2;-;6
"231195 Salitre";-;-;-;-;-;1;-;-;-;-;-;-;1
"231210 Santana do Cariri";-;1;-;-;-;-;-;1;-;1;1;-;4
"231230 São Benedito";6;4;6;6;3;4;3;3;8;13;13;5;74
"231290 Sobral";-;-;-;1;-;2;-;-;-;2;2;2;9
"231340 Tianguá";3;3;8;1;3;1;-;2;4;4;4;4;37
"231360 Ubajara";7;3;6;3;1;1;-;2;2;2;3;2;32
"231370 Umari";-;-;-;-;-;-;-;-;1;-;-;-;1
"231375 Umirim";-;-;-;-;-;-;-;-;-;1;-;-;1
"231380 Uruburetama";1;1;1;-;5;2;13;17;40;42;15;3;140
"231400 Várzea Alegre";-;-;-;-;-;-;-;-;1;-;-;-;1
"231410 Viçosa do Ceará";-;2;3;2;2;-;-;-;-;2;7;4;22
"240230 Caraúbas";-;-;-;-;-;-;-;1;-;-;-;-;1
"240420 Goianinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"240700 Luís Gomes";-;-;-;-;-;-;-;-;-;1;1;-;2
"240810 Natal";-;-;-;1;-;-;-;-;-;-;-;-;1
"241250 São Miguel";-;-;-;-;2;-;-;-;-;-;-;-;2
"250030 Alagoa Grande";-;-;-;-;-;-;-;-;-;-;1;-;1
"250040 Alagoa Nova";2;1;2;3;1;-;-;-;-;-;-;-;9
"250110 Areia";1;-;-;-;1;1;-;-;1;2;-;-;6
"250150 Bananeiras";-;-;-;-;-;-;5;-;-;-;-;-;5
"250300 Caaporã";-;-;-;-;-;-;-;-;-;1;-;-;1
"250370 Cajazeiras";-;-;-;1;-;-;-;-;-;-;-;-;1
"250400 Campina Grande";-;-;-;-;-;-;1;-;-;-;-;-;1
"250830 Lagoa Seca";-;-;1;-;-;1;-;-;-;-;-;-;2
"251065 Parari";-;1;-;-;-;-;-;-;-;-;-;-;1
"251160 Pilões";-;-;2;2;-;-;-;-;1;1;1;-;7
"251180 Pirpirituba";2;1;1;1;-;-;-;-;-;-;-;-;5
"251230 Princesa Isabel";-;-;-;-;-;-;1;-;-;-;-;-;1
"251390 São Bento";-;-;-;-;-;1;-;-;-;-;-;-;1
"251440 São José de Espinharas";-;-;-;-;-;-;-;1;-;-;-;-;1
"251560 Serra da Raiz";-;-;-;-;-;1;-;-;-;-;-;-;1
"251590 Serraria";-;-;1;3;-;-;-;-;-;-;-;-;4
"251620 Sousa";-;-;-;1;-;-;-;-;-;-;-;-;1
"260030 Agrestina";-;-;1;-;-;-;-;-;-;-;-;-;1
"260040 Água Preta";-;-;-;1;-;1;1;-;2;-;-;-;5
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;-;-;1;1
"260080 Altinho";1;-;-;-;2;3;5;-;-;1;-;1;13
"260090 Amaraji";-;3;-;2;-;-;2;2;1;2;-;1;13
"260105 Araçoiaba";1;-;-;-;-;-;-;-;-;-;-;-;1
"260150 Belém de Maria";-;-;-;1;-;-;-;-;-;-;-;-;1
"260170 Belo Jardim";9;2;8;4;1;-;2;4;-;10;-;2;42
"260210 Bom Conselho";-;-;-;-;-;1;1;1;-;-;-;1;4
"260220 Bom Jardim";-;-;1;-;1;4;1;-;-;-;-;-;7
"260230 Bonito";3;2;1;5;3;3;7;3;7;2;3;1;40
"260260 Brejo da Madre de Deus";-;-;3;-;1;1;-;-;-;-;-;-;5
"260290 Cabo de Santo Agostinho";1;5;6;7;5;-;3;5;-;1;-;1;34
"260300 Cabrobó";-;-;-;-;1;-;-;-;-;-;-;-;1
"260420 Catende";3;1;3;-;-;4;-;1;1;-;-;1;14
"260450 Chã Grande";-;-;1;-;-;-;-;-;-;-;-;1;2
"260480 Cortês";4;5;4;1;-;3;1;-;-;-;1;-;19
"260490 Cumaru";-;-;-;-;-;-;-;-;-;-;-;1;1
"260500 Cupira";-;-;-;-;-;-;-;-;-;1;-;-;1
"260520 Escada";10;2;6;5;10;2;-;5;2;4;1;2;49
"260530 Exu";-;1;-;-;-;-;-;-;-;-;-;1;2
