LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2013
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171840 Presidente Kennedy";1;-;-;-;-;1;-;1;-;1;-;2;6
"171850 Recursolândia";-;-;-;-;1;-;-;1;-;1;2;-;5
"171855 Riachinho";-;-;-;-;-;-;1;-;-;2;1;1;5
"171870 Rio dos Bois";-;-;-;-;-;1;-;-;-;-;-;-;1
"171884 Sandolândia";1;-;-;-;1;-;-;-;-;-;-;-;2
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;-;-;1;-;-;1
"171888 Santa Maria do Tocantins";-;1;1;-;-;-;-;-;3;1;4;1;11
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;-;1;-;-;1
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;-;-;-;-;2;-;-;2
"172010 São Bento do Tocantins";-;-;1;-;-;-;3;2;5;1;-;-;12
"172020 São Miguel do Tocantins";1;-;-;-;1;-;1;-;-;1;-;-;4
"172025 São Salvador do Tocantins";-;-;-;1;-;-;-;-;-;1;-;-;2
"172030 São Sebastião do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"172065 Silvanópolis";-;-;-;-;-;-;-;2;-;-;-;-;2
"172080 Sítio Novo do Tocantins";-;-;-;-;1;-;-;-;-;-;-;-;1
"172090 Taguatinga";-;-;-;-;1;-;-;-;-;-;-;-;1
"172110 Tocantínia";2;-;-;2;2;5;2;4;6;2;2;2;29
"172120 Tocantinópolis";-;5;4;-;2;-;-;2;-;1;1;-;15
"172125 Tupirama";-;-;-;-;-;-;-;2;-;1;1;-;4
"172208 Wanderlândia";-;-;1;1;1;1;1;-;3;1;-;-;9
"172210 Xambioá";-;-;-;-;-;-;1;-;1;1;-;-;3
"210005 Açailândia";5;5;1;4;1;1;1;5;4;4;7;1;39
"210020 Alcântara";4;2;3;2;-;-;-;1;1;1;-;1;15
"210030 Aldeias Altas";-;-;1;-;-;1;-;-;-;-;-;-;2
"210040 Altamira do Maranhão";-;-;1;2;-;-;-;1;-;-;1;-;5
"210047 Alto Alegre do Pindaré";3;3;-;2;-;-;1;-;5;2;5;1;22
"210055 Amapá do Maranhão";3;3;1;-;-;-;3;1;-;-;-;1;12
"210060 Amarante do Maranhão";2;2;1;1;2;1;5;2;6;6;4;-;32
"210080 Anapurus";-;-;-;1;-;-;2;2;-;-;2;-;7
"210083 Apicum-Açu";-;1;1;-;-;-;-;-;-;-;-;-;2
"210087 Araguanã";3;1;1;1;1;-;1;1;4;3;6;4;26
"210095 Arame";2;6;6;2;2;4;3;3;1;1;3;1;34
"210110 Axixá";1;2;-;-;-;-;-;-;-;1;3;1;8
"210120 Bacabal";-;-;1;-;1;1;1;-;-;-;-;-;4
"210140 Balsas";-;-;1;1;2;2;1;1;-;1;2;-;11
"210160 Barra do Corda";2;2;3;1;2;-;-;1;-;-;3;1;15
"210170 Barreirinhas";15;4;5;2;2;-;1;3;2;4;8;10;56
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210173 Belágua";-;1;-;1;-;-;-;1;-;-;-;1;4
"210190 Bequimão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210197 Boa Vista do Gurupi";-;-;-;-;-;-;-;-;-;-;1;-;1
"210200 Bom Jardim";4;1;2;-;1;-;-;5;1;2;2;1;19
"210203 Bom Jesus das Selvas";1;-;-;1;-;-;1;4;3;2;4;2;18
"210207 Bom Lugar";-;-;-;1;-;-;-;-;-;-;-;-;1
"210210 Brejo";1;1;-;-;1;1;-;1;1;1;-;1;8
"210215 Brejo de Areia";1;1;-;-;1;1;-;2;-;1;-;1;8
"210220 Buriti";-;-;1;2;-;1;-;-;1;-;1;1;7
"210230 Buriti Bravo";-;-;1;-;1;1;1;-;-;-;-;-;4
"210232 Buriticupu";9;1;4;1;4;-;1;3;4;5;2;5;39
"210235 Buritirana";-;-;-;-;-;-;1;1;-;-;1;-;3
"210237 Cachoeira Grande";1;2;1;-;-;-;-;-;-;-;-;-;4
"210255 Campestre do Maranhão";-;-;-;-;-;-;-;-;-;2;-;1;3
"210260 Cândido Mendes";12;-;5;3;3;-;-;1;-;8;5;11;48
"210270 Cantanhede";-;-;1;-;-;1;1;-;-;1;1;1;6
"210280 Carolina";1;1;-;-;-;-;1;-;-;-;-;2;5
"210290 Carutapera";8;2;5;2;4;-;2;1;-;-;1;4;29
"210300 Caxias";2;2;2;-;1;1;-;-;1;1;1;1;12
"210310 Cedral";-;-;1;-;-;-;-;1;1;-;-;-;3
"210312 Central do Maranhão";2;-;-;-;1;-;-;1;-;-;-;1;5
"210315 Centro do Guilherme";4;3;1;3;1;-;1;1;-;1;-;3;18
"210317 Centro Novo do Maranhão";3;1;1;-;-;1;3;-;3;2;9;4;27
"210320 Chapadinha";5;5;2;1;6;4;3;5;4;2;-;1;38
"210325 Cidelândia";-;-;1;1;1;-;-;-;-;2;-;1;6
"210330 Codó";4;2;-;1;2;2;-;1;-;2;-;2;16
"210350 Colinas";4;2;2;-;1;-;2;-;1;-;5;3;20
"210370 Cururupu";1;4;-;1;-;1;-;-;1;1;2;2;13
"210375 Davinópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"210380 Dom Pedro";2;-;-;-;-;-;-;-;-;-;-;-;2
"210400 Esperantinópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"210405 Estreito";-;-;-;1;-;-;-;-;-;1;-;2;4
"210407 Feira Nova do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210408 Fernando Falcão";2;-;2;-;-;-;1;-;-;-;-;-;5
"210409 Formosa da Serra Negra";2;1;1;1;2;-;1;-;1;-;-;3;12
"210410 Fortaleza dos Nogueiras";-;-;-;1;-;-;-;-;1;-;1;-;3
"210420 Fortuna";-;1;-;-;-;-;-;-;-;-;1;-;2
"210430 Godofredo Viana";-;1;6;1;-;-;-;-;-;-;1;1;10
"210440 Gonçalves Dias";1;1;1;-;-;-;-;-;1;-;1;-;5
"210450 Governador Archer";-;1;-;-;-;-;-;-;-;-;-;-;1
"210455 Governador Edison Lobão";1;-;-;-;1;-;-;1;1;2;2;1;9
"210460 Governador Eugênio Barros";-;-;-;-;-;1;-;-;-;1;-;-;2
"210467 Governador Nunes Freire";10;5;2;2;1;-;1;-;2;2;3;6;34
"210480 Grajaú";2;3;1;2;4;2;-;4;4;4;2;2;30
"210490 Guimarães";8;2;1;-;-;-;-;-;-;-;2;1;14
"210500 Humberto de Campos";1;1;1;-;-;-;-;-;-;1;1;1;6
"210510 Icatu";2;-;-;-;-;-;-;-;-;-;-;1;3
"210515 Igarapé do Meio";-;-;-;-;2;-;-;-;-;-;-;-;2
"210520 Igarapé Grande";-;-;-;-;-;1;-;-;-;-;-;-;1
"210530 Imperatriz";1;1;-;1;1;-;1;1;-;1;1;1;9
"210535 Itaipava do Grajaú";1;-;-;3;-;-;1;-;-;-;1;2;8
"210540 Itapecuru Mirim";3;4;2;2;-;2;2;-;1;-;-;2;18
"210542 Itinga do Maranhão";4;3;1;1;1;3;-;6;5;12;5;8;49
"210545 Jatobá";-;-;-;-;1;-;-;-;-;-;-;-;1
"210547 Jenipapo dos Vieiras";1;1;-;-;-;2;1;-;-;1;-;-;6
"210550 João Lisboa";-;1;-;-;1;-;1;1;-;-;-;-;4
"210560 Joselândia";-;1;2;-;1;1;-;1;-;-;-;-;6
"210565 Junco do Maranhão";1;-;2;2;-;-;-;-;-;-;-;-;5
"210570 Lago da Pedra";1;1;-;1;-;1;1;1;2;1;2;2;13
"210580 Lago do Junco";-;-;-;-;-;1;-;-;-;-;-;2;3
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-;-;1;-;-;1;2
"210596 Lagoa Grande do Maranhão";2;-;-;-;-;-;-;-;-;-;-;-;2
"210598 Lajeado Novo";-;-;-;-;-;-;-;1;1;1;-;4;7
"210610 Loreto";-;-;-;-;1;-;-;-;-;-;-;-;1
"210620 Luís Domingues";-;1;-;-;-;-;-;-;1;-;-;2;4
"210632 Maracaçumé";8;1;-;1;-;-;3;-;2;1;4;2;22
"210635 Marajá do Sena";-;-;-;-;-;1;1;1;3;-;1;2;9
"210637 Maranhãozinho";6;-;3;2;1;2;2;-;1;1;1;2;21
"210640 Mata Roma";1;-;-;-;-;2;-;-;-;-;-;-;3
"210660 Matões";-;-;-;-;-;-;-;-;-;1;-;-;1
"210663 Matões do Norte";-;-;-;-;-;-;-;-;-;1;-;-;1
"210670 Mirador";3;1;1;2;-;-;1;-;1;-;1;1;11
"210680 Mirinzal";1;-;2;-;-;1;4;-;1;1;-;1;11
"210690 Monção";-;-;-;-;-;-;-;-;-;1;-;-;1
"210700 Montes Altos";2;-;1;-;2;1;-;2;-;1;3;-;12
"210710 Morros";1;1;1;1;2;2;2;-;-;4;-;1;15
"210720 Nina Rodrigues";1;1;-;-;-;-;-;-;-;2;-;1;5
"210735 Nova Olinda do Maranhão";-;1;-;-;1;-;-;1;-;-;2;-;5
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;1;-;-;-;-;1
"210745 Olinda Nova do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210760 Palmeirândia";-;1;-;-;-;-;1;-;-;-;-;-;2
"210770 Paraibano";1;-;1;-;-;2;-;-;-;-;-;-;4
"210780 Parnarama";-;-;1;-;-;-;1;-;-;-;-;-;2
"210790 Passagem Franca";-;-;-;-;-;-;-;2;-;1;-;-;3
"210800 Pastos Bons";-;-;-;-;-;1;1;-;-;1;-;-;3
"210810 Paulo Ramos";4;-;1;2;-;1;2;3;5;1;4;2;25
"210820 Pedreiras";1;-;-;2;1;-;-;-;-;-;-;-;4
"210825 Pedro do Rosário";2;2;-;1;4;-;-;-;-;-;-;-;9
"210845 Peritoró";1;-;-;-;-;-;-;-;-;-;-;-;1
"210850 Pindaré-Mirim";1;-;-;-;-;-;1;1;-;-;-;-;3
"210860 Pinheiro";2;5;3;5;-;2;1;3;-;-;3;3;27
"210870 Pio XII";-;1;-;-;-;1;-;-;-;-;2;1;5
"210880 Pirapemas";1;-;-;-;1;-;1;-;-;-;1;-;4
"210890 Poção de Pedras";1;-;-;-;-;-;1;-;1;3;1;-;7
"210900 Porto Franco";-;-;-;-;-;-;1;2;-;1;2;3;9
"210905 Porto Rico do Maranhão";1;1;1;-;-;-;-;-;-;-;-;-;3
"210910 Presidente Dutra";-;-;1;-;-;-;-;-;-;-;1;-;2
"210920 Presidente Juscelino";-;1;1;1;-;-;-;-;-;-;1;-;4
"210923 Presidente Médici";2;-;-;-;-;-;-;-;-;-;-;2;4
"210927 Presidente Sarney";2;-;1;-;-;-;1;-;-;-;-;-;4
"210930 Presidente Vargas";-;-;-;-;1;-;-;-;-;-;-;-;1
"210950 Riachão";4;-;-;-;-;-;-;-;1;-;-;-;5
"210960 Rosário";-;-;1;2;1;-;2;-;-;-;1;-;7
"210970 Sambaíba";-;-;-;-;1;-;-;-;-;1;-;-;2
"210980 Santa Helena";1;-;-;-;-;-;-;-;-;-;-;-;1
"210990 Santa Inês";-;1;1;1;-;2;-;1;2;1;-;1;10
"211000 Santa Luzia";2;1;-;6;3;1;1;-;3;11;8;4;40
"211003 Santa Luzia do Paruá";-;-;1;-;2;1;2;-;-;1;1;1;9
"211010 Santa Quitéria do Maranhão";1;1;-;-;-;-;-;-;1;-;2;1;6
"211027 Santo Amaro do Maranhão";-;1;-;2;-;-;1;-;-;-;-;-;4
"211040 São Benedito do Rio Preto";3;1;1;2;1;1;3;1;-;2;-;5;20
"211050 São Bento";-;2;-;-;-;-;-;-;-;-;-;-;2
"211060 São Bernardo";-;-;1;1;-;1;-;-;-;-;-;-;3
"211065 São Domingos do Azeitão";1;1;-;-;-;-;-;-;-;1;1;-;4
"211070 São Domingos do Maranhão";2;2;2;-;-;-;-;1;-;-;-;1;8
"211085 São Francisco do Brejão";-;-;-;-;-;1;1;1;2;3;-;1;9
"211090 São Francisco do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"211102 São João do Carú";1;-;-;2;-;1;-;-;2;2;1;1;10
"211105 São João do Paraíso";-;-;-;-;-;-;-;-;-;1;-;-;1
"211107 São João do Soter";-;-;-;-;-;-;-;-;1;-;-;-;1
"211110 São João dos Patos";1;-;1;-;2;-;-;-;-;-;-;-;4
"211120 São José de Ribamar";1;-;-;-;-;-;-;-;-;1;1;-;3
"211125 São José dos Basílios";-;-;-;-;-;-;1;-;-;-;-;-;1
"211130 São Luís";2;-;1;-;-;-;-;-;1;-;-;-;4
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;1;-;-;-;-;-;-;1
"211150 São Mateus do Maranhão";-;-;-;-;-;-;-;-;-;1;-;-;1
"211153 São Pedro da Água Branca";-;-;-;-;-;-;-;-;-;2;-;-;2
"211157 São Pedro dos Crentes";-;1;-;-;-;-;-;-;-;-;-;-;1
"211160 São Raimundo das Mangabeiras";-;-;-;-;-;-;1;-;-;-;1;1;3
"211167 São Roberto";1;-;-;-;-;-;-;-;-;-;-;-;1
"211174 Senador Alexandre Costa";-;1;-;-;-;-;-;-;2;-;2;-;5
"211176 Senador La Rocque";-;-;-;1;1;-;-;1;1;-;2;-;6
"211178 Serrano do Maranhão";-;-;-;2;1;-;-;-;-;-;-;-;3
"211180 Sítio Novo";3;3;-;1;1;-;-;3;-;4;-;4;19
"211190 Sucupira do Norte";-;-;-;-;-;-;-;-;-;-;-;1;1
"211195 Sucupira do Riachão";-;-;-;-;-;-;-;-;-;1;-;-;1
"211200 Tasso Fragoso";-;-;-;-;-;-;-;-;1;-;-;-;1
"211210 Timbiras";1;-;-;-;-;-;1;-;-;-;1;-;3
"211220 Timon";3;1;-;-;1;1;-;-;-;2;-;-;8
"211227 Tufilândia";1;-;2;-;4;1;-;-;-;-;-;2;10
"211230 Tuntum";-;-;2;1;-;-;1;1;-;-;-;-;5
"211240 Turiaçu";13;11;5;1;2;3;1;3;5;16;42;29;131
"211245 Turilândia";3;1;-;1;-;-;1;-;1;1;2;-;10
"211250 Tutóia";-;-;-;-;1;2;-;-;-;-;-;1;4
"211260 Urbano Santos";5;5;1;2;-;-;3;1;3;3;7;4;34
"211270 Vargem Grande";1;-;-;1;-;1;1;-;-;-;2;-;6
"211280 Viana";-;1;-;-;-;-;-;-;-;-;-;-;1
"211285 Vila Nova dos Martírios";-;2;-;-;-;-;1;4;-;-;-;-;7
"211300 Vitorino Freire";-;-;3;5;-;-;3;1;3;2;5;2;24
"211400 Zé Doca";6;3;4;4;7;5;3;6;3;6;7;5;59
"210000 Município ignorado - MA";-;-;-;-;1;-;-;-;-;-;-;-;1
"220040 Altos";-;1;-;-;-;2;1;-;-;1;-;-;5
"220115 Baixa Grande do Ribeiro";-;-;1;-;-;-;-;-;-;-;-;-;1
"220150 Batalha";-;1;-;-;-;-;-;-;-;-;-;-;1
"220177 Boa Hora";-;-;1;-;-;-;-;-;-;-;-;-;1
"220190 Bom Jesus";-;-;-;-;-;1;-;-;-;-;-;-;1
"220191 Bom Princípio do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220196 Brasileira";-;-;-;-;-;1;-;-;-;-;-;-;1
"220217 Campo Largo do Piauí";-;1;-;-;-;1;-;-;-;-;-;-;2
"220240 Capitão de Campos";-;-;-;-;-;-;-;-;-;-;1;-;1
"220380 Flores do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220430 Fronteiras";-;-;-;-;-;-;-;-;-;1;-;-;1
"220470 Inhuma";-;-;-;-;-;1;-;-;-;1;2;1;5
"220480 Ipiranga do Piauí";1;-;-;-;1;-;-;-;-;-;-;-;2
"220525 Jardim do Mulato";-;-;-;-;-;-;-;-;-;1;-;-;1
"220545 Joca Marques";-;-;-;-;-;-;-;-;-;-;1;-;1
"220550 José de Freitas";-;-;-;-;-;1;-;-;-;-;-;-;1
"220595 Marcolândia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220635 Milton Brandão";-;-;-;-;-;-;-;-;-;-;1;-;1
"220680 Nossa Senhora dos Remédios";-;-;1;-;-;-;-;-;-;-;-;1;2
"220740 Palmeira do Piauí";2;1;-;-;-;-;-;-;-;-;-;-;3
"220790 Pedro II";1;-;2;-;-;-;-;-;-;-;-;-;3
"220840 Piripiri";1;-;-;-;-;-;-;-;-;-;-;-;1
"220850 Porto";-;-;-;-;1;-;-;-;-;-;-;-;1
"220860 Prata do Piauí";-;-;-;1;-;-;-;-;-;-;-;-;1
"220987 São João da Fronteira";-;1;-;-;1;-;-;-;-;-;-;-;2
"221050 São Pedro do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"221100 Teresina";2;1;1;4;3;2;1;2;-;1;7;2;26
"221110 União";-;1;-;-;1;-;-;-;-;-;-;-;2
"221120 Uruçuí";-;-;-;-;-;-;-;-;-;-;1;-;1
"230010 Abaiara";-;-;-;-;-;-;-;-;-;1;-;-;1
"230040 Aiuaba";-;-;-;-;-;-;-;1;-;-;-;-;1
"230050 Alcântaras";-;-;-;-;-;1;-;-;-;-;-;-;1
"230100 Aquiraz";-;-;-;-;-;-;-;2;-;-;-;-;2
"230130 Araripe";-;-;-;1;-;-;-;-;-;-;-;-;1
"230140 Aratuba";3;3;1;4;6;1;3;2;-;1;2;1;27
"230170 Aurora";-;-;-;-;-;-;1;-;-;-;-;-;1
"230190 Barbalha";1;-;3;3;1;1;1;1;3;1;-;-;15
"230210 Baturité";3;1;-;1;1;1;3;-;-;1;1;-;12
"230230 Bela Cruz";-;-;-;-;-;-;-;-;1;-;-;-;1
"230240 Boa Viagem";-;-;-;-;-;-;1;-;-;-;-;-;1
"230280 Canindé";-;-;-;-;-;-;-;1;-;-;-;-;1
"230310 Cariré";-;-;1;-;-;-;-;-;-;-;-;-;1
"230320 Caririaçu";1;-;-;-;1;-;-;-;-;-;-;-;2
"230340 Carnaubal";-;-;-;-;-;-;-;-;-;-;1;-;1
"230350 Cascavel";1;-;-;-;-;-;-;-;-;-;-;-;1
"230370 Caucaia";-;-;-;1;-;-;1;-;-;-;-;-;2
"230420 Crato";2;2;2;-;3;1;3;1;1;3;1;-;19
"230423 Croatá";-;-;1;-;-;-;1;-;-;2;-;-;4
"230428 Eusébio";1;-;-;-;-;-;-;-;-;-;1;-;2
"230430 Farias Brito";1;-;-;-;-;3;-;-;1;-;-;-;5
"230440 Fortaleza";-;-;-;3;-;2;-;-;-;1;1;2;9
"230465 Graça";-;-;1;-;1;-;-;-;-;-;-;-;2
"230500 Guaraciaba do Norte";1;5;1;-;4;3;-;3;1;3;2;3;26
"230510 Guaramiranga";1;1;-;3;2;2;-;-;-;1;1;-;11
"230523 Horizonte";-;1;-;-;-;-;-;-;-;1;2;-;4
"230530 Ibiapina";1;2;1;5;-;1;2;-;-;-;1;1;14
"230580 Ipu";2;5;2;1;2;1;3;1;1;2;1;2;23
"230590 Ipueiras";2;1;-;-;1;2;-;1;-;1;1;-;9
"230630 Itapagé";3;3;3;2;4;1;1;1;-;3;3;-;24
"230640 Itapipoca";5;-;-;1;-;-;1;-;3;2;1;1;14
"230710 Jardim";-;-;-;-;-;-;-;-;-;-;1;-;1
"230725 Jijoca de Jericoacoara";-;-;-;-;-;-;-;1;-;-;-;-;1
"230730 Juazeiro do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"230770 Maranguape";1;-;-;-;-;-;-;-;-;1;-;1;3
"230800 Massapê";1;-;-;-;-;-;-;-;-;-;-;-;1
"230820 Meruoca";3;1;-;1;2;2;-;1;2;1;2;3;18
"230840 Missão Velha";1;-;-;-;-;-;-;-;-;-;-;1;2
"230900 Mucambo";-;-;-;-;1;-;-;-;-;-;-;-;1
"230910 Mulungu";3;1;2;8;-;2;-;1;1;-;-;-;18
"230960 Pacajus";-;-;-;2;-;-;-;-;-;-;-;-;2
"230970 Pacatuba";1;-;-;-;-;-;-;-;-;-;-;-;1
"230980 Pacoti";13;5;6;15;11;3;5;6;-;-;-;-;64
"231010 Palmácia";-;1;-;-;1;-;-;-;1;1;1;1;6
"231025 Paraipaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"231030 Parambu";-;-;-;-;-;-;-;-;-;1;-;-;1
"231050 Pedra Branca";-;-;-;1;-;-;-;-;-;-;-;-;1
"231080 Pereiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"231095 Pires Ferreira";1;-;-;-;-;-;-;1;-;-;1;-;3
"231110 Porteiras";-;-;-;-;-;1;-;-;-;1;-;-;2
"231195 Salitre";-;-;1;-;-;-;-;-;-;-;-;-;1
"231220 Santa Quitéria";-;-;-;-;-;-;-;-;-;1;-;-;1
"231210 Santana do Cariri";-;-;-;1;-;-;-;-;-;-;-;1;2
"231230 São Benedito";2;1;2;6;5;3;-;3;7;4;7;7;47
"231240 São Gonçalo do Amarante";-;1;-;-;-;-;-;-;-;-;-;-;1
"231290 Sobral";-;-;-;-;-;3;3;1;-;-;-;-;7
"231340 Tianguá";-;-;1;-;1;-;-;-;-;-;-;-;2
"231355 Tururu";-;-;1;-;-;-;-;-;-;-;-;-;1
"231360 Ubajara";2;1;1;-;-;1;-;-;-;1;-;-;6
"231380 Uruburetama";9;5;3;10;4;7;11;3;-;3;5;3;63
"231410 Viçosa do Ceará";-;-;-;2;1;1;-;-;4;-;1;1;10
"230000 Município ignorado - CE";-;-;-;1;-;-;-;-;-;-;-;-;1
"240310 Currais Novos";-;-;-;-;-;-;-;-;1;-;-;-;1
"240700 Luís Gomes";-;-;1;-;-;-;-;-;-;-;-;-;1
"250040 Alagoa Nova";-;3;2;-;-;-;-;-;-;1;-;-;6
"250090 Arara";-;-;-;-;-;1;-;-;-;-;-;-;1
"250110 Areia";1;1;-;-;-;1;1;-;2;1;-;-;7
"250400 Campina Grande";1;-;-;-;-;-;-;-;-;-;-;1;2
"250830 Lagoa Seca";1;-;-;-;-;-;-;1;-;-;-;-;2
"250990 Natuba";-;-;-;-;-;-;-;1;-;-;-;-;1
"251130 Piancó";-;-;-;1;-;-;-;-;-;-;-;-;1
"251370 Santa Rita";-;-;-;-;-;-;-;-;2;1;-;-;3
"251620 Sousa";-;1;-;-;-;-;-;-;-;-;-;-;1
"251690 Uiraúna";-;-;-;-;-;-;-;-;-;1;-;-;1
"260005 Abreu e Lima";-;-;-;-;-;-;-;-;-;-;-;3;3
"260040 Água Preta";-;-;1;1;1;-;-;1;-;-;-;-;4
"260050 Águas Belas";-;1;-;-;-;1;-;-;-;-;-;-;2
"260090 Amaraji";1;-;1;-;-;1;-;-;-;-;-;-;3
"260105 Araçoiaba";-;-;-;-;-;-;-;-;-;-;1;-;1
"260170 Belo Jardim";2;-;-;-;-;-;-;2;1;-;-;1;6
"260190 Bezerros";-;-;-;-;-;-;1;-;-;-;-;-;1
"260210 Bom Conselho";-;-;-;-;-;-;-;-;-;1;-;-;1
"260230 Bonito";-;-;-;-;1;1;-;-;-;1;-;-;3
"260270 Buenos Aires";-;-;1;-;-;-;-;-;-;-;-;-;1
"260420 Catende";1;-;-;-;1;-;-;-;-;-;-;-;2
"260480 Cortês";1;-;-;-;-;-;-;1;-;-;1;-;3
"260490 Cumaru";-;-;-;1;-;-;-;-;-;-;-;-;1
"260520 Escada";2;-;-;3;1;2;4;-;-;-;-;-;12
"260530 Exu";1;-;-;-;-;-;-;1;1;1;-;-;4
"260590 Gameleira";-;-;-;-;-;-;-;1;-;-;-;-;1
"260610 Glória do Goitá";-;-;1;1;-;-;-;-;-;1;1;-;4
"260680 Igarassu";-;-;-;-;-;-;-;-;1;-;-;-;1
"260720 Ipojuca";-;-;1;-;-;-;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;-;-;1;-;-;-;-;-;-;-;1
"260795 Jaqueira";-;-;1;-;-;-;-;-;-;-;2;-;3
"260900 Macaparana";-;2;1;-;-;-;2;1;2;3;2;2;15
"260910 Machados";-;1;-;-;-;-;-;-;-;3;-;-;4
"260920 Maraial";1;-;-;-;-;-;-;-;-;-;-;-;1
"260940 Moreno";3;-;5;2;-;-;3;-;-;-;-;-;13
"260980 Orocó";-;-;-;-;-;-;1;-;-;-;-;-;1
"261000 Palmares";2;-;2;1;1;1;1;-;-;-;-;-;8
"261060 Paudalho";-;-;-;-;-;-;1;-;-;1;5;-;7
"261090 Pesqueira";1;1;-;2;-;-;-;-;2;-;-;2;8
"261130 Pombos";-;-;-;-;-;-;1;-;1;-;1;-;3
"261150 Quipapá";1;1;-;-;-;-;1;-;-;-;-;-;3
"261160 Recife";1;-;-;1;-;-;-;-;-;-;-;-;2
"261180 Ribeirão";1;1;-;1;2;-;-;-;3;-;-;-;8
"261190 Rio Formoso";-;-;-;-;-;1;-;-;-;-;-;-;1
"261290 São Benedito do Sul";1;-;3;-;2;3;-;-;-;-;-;-;9
"261300 São Bento do Una";-;-;-;-;1;-;-;-;-;-;-;-;1
"261350 São José do Belmonte";-;-;-;-;-;-;-;1;-;-;-;-;1
"261380 São Vicente Ferrer";-;-;-;-;-;1;1;-;-;1;1;1;5
"261420 Sirinhaém";-;1;3;3;2;-;1;2;-;-;-;1;13
"261485 Tamandaré";-;1;-;-;-;-;1;-;-;-;-;-;2
"261530 Timbaúba";-;1;-;1;-;1;-;1;1;-;2;-;7
"261570 Triunfo";-;-;-;-;-;1;-;1;-;-;1;-;3
"261630 Vicência";-;-;-;1;1;-;-;1;-;-;-;1;4
"261640 Vitória de Santo Antão";2;1;-;1;-;-;-;-;-;-;1;-;5
"261650 Xexéu";-;1;1;-;1;-;-;-;2;-;-;-;5
"270130 Cajueiro";-;-;-;-;-;-;1;-;-;-;-;1;2
"270190 Chã Preta";-;-;1;-;-;-;1;-;-;-;-;-;2
"270210 Colônia Leopoldina";-;-;-;-;-;-;1;1;-;-;-;-;2
"270350 Jacuípe";-;1;1;2;1;-;-;-;-;-;-;-;5
"270380 Joaquim Gomes";1;1;-;2;1;-;-;1;-;-;-;-;6
"270430 Maceió";-;-;1;-;-;-;-;-;-;-;-;-;1
"270450 Maragogi";-;-;-;-;-;-;-;-;1;-;-;-;1
"270560 Novo Lino";1;2;-;1;-;-;2;-;1;-;-;-;7
"270630 Palmeira dos Índios";-;1;1;-;-;-;-;-;-;-;1;-;3
"270730 Porto Calvo";-;-;-;-;-;-;-;-;-;-;1;-;1
"270760 Quebrangulo";1;1;-;-;-;-;1;1;-;-;-;-;4
"270810 Santana do Mundaú";-;-;-;-;-;-;-;-;-;-;1;1;2
"270830 São José da Laje";-;1;-;-;1;-;-;-;-;-;-;-;2
"270850 São Luís do Quitunde";-;-;-;-;-;-;-;1;-;-;-;-;1
"270900 Tanque d'Arca";-;1;-;-;-;-;-;1;1;-;-;-;3
"270915 Teotônio Vilela";-;-;-;-;-;-;-;1;-;-;-;-;1
"270930 União dos Palmares";2;-;1;-;-;-;-;1;-;-;2;2;8
"270940 Viçosa";-;-;-;-;-;-;-;1;-;-;-;-;1
"280030 Aracaju";-;-;-;-;-;-;-;-;-;1;-;-;1
"280310 Itabi";1;-;-;-;-;-;-;-;-;-;-;-;1
"280360 Laranjeiras";-;-;-;-;-;-;1;-;-;-;-;-;1
"280510 Pedrinhas";-;1;-;-;-;-;-;-;-;-;-;-;1
"290010 Abaíra";-;-;-;-;-;-;-;-;1;-;-;-;1
"290060 Aiquara";-;-;-;1;-;-;-;-;-;1;-;-;2
"290100 Amargosa";4;-;2;1;-;-;1;-;1;-;3;2;14
"290130 Andaraí";1;-;1;1;-;-;-;1;-;-;1;-;5
"290140 Angical";-;1;-;-;-;-;-;-;-;-;-;-;1
