LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2008
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110146 Pimenteiras do Oeste";-;-;1;-;-;-;-;-;-;-;-;1;2
"110020 Porto Velho";4;7;10;6;8;10;8;8;14;11;6;4;96
"110025 Presidente Médici";1;-;-;-;-;-;1;-;2;2;-;-;6
"110147 Primavera de Rondônia";-;-;-;-;1;-;-;1;-;-;-;-;2
"110026 Rio Crespo";-;-;1;-;2;3;-;1;1;3;1;-;12
"110028 Rolim de Moura";5;4;5;2;3;3;1;2;2;2;2;-;31
"110029 Santa Luzia D'Oeste";-;-;-;-;-;-;1;-;-;-;-;1;2
"110148 São Felipe D'Oeste";-;-;-;-;-;-;-;-;1;1;-;1;3
"110149 São Francisco do Guaporé";2;-;1;-;-;-;3;2;-;1;1;1;11
"110032 São Miguel do Guaporé";-;1;-;1;-;-;-;1;1;2;1;-;7
"110150 Seringueiras";2;2;-;2;-;1;1;2;1;1;-;1;13
"110160 Theobroma";-;1;2;-;-;-;1;-;-;-;-;-;4
"110170 Urupá";-;1;-;1;-;-;-;2;1;-;1;-;6
"110175 Vale do Anari";1;1;-;1;1;-;-;2;1;2;1;-;10
"110180 Vale do Paraíso";2;-;1;1;-;1;1;-;1;3;1;-;11
"110030 Vilhena";3;1;4;3;5;6;4;5;13;1;6;1;52
"110000 Município ignorado - RO";1;-;-;-;-;-;-;-;-;-;-;-;1
"120001 Acrelândia";-;2;3;1;3;2;1;9;5;3;1;1;31
"120005 Assis Brasil";1;4;8;3;3;2;4;5;6;7;2;6;51
"120010 Brasiléia";10;9;10;4;12;8;3;6;6;9;4;2;83
"120013 Bujari";6;1;4;3;4;1;2;2;4;3;3;6;39
"120017 Capixaba";-;1;2;1;3;4;-;5;1;3;2;5;27
"120020 Cruzeiro do Sul";2;1;4;2;1;2;2;2;4;2;1;1;24
"120025 Epitaciolândia";1;2;-;3;-;-;1;-;1;2;2;-;12
"120030 Feijó";10;1;1;-;7;7;8;3;11;10;5;1;64
"120032 Jordão";2;2;-;2;1;-;2;1;-;-;-;-;10
"120033 Mâncio Lima";1;3;3;2;-;1;-;1;2;6;-;-;19
"120034 Manoel Urbano";2;2;-;-;1;2;3;3;2;2;3;-;20
"120035 Marechal Thaumaturgo";4;7;3;-;2;-;-;1;-;-;1;2;20
"120038 Plácido de Castro";7;-;1;1;-;1;-;2;2;2;1;2;19
"120080 Porto Acre";3;3;2;2;1;1;4;2;1;6;5;-;30
"120039 Porto Walter";-;2;3;1;3;-;-;-;-;-;-;-;9
"120040 Rio Branco";26;30;11;7;12;14;23;15;28;20;14;7;207
"120042 Rodrigues Alves";-;1;-;3;-;-;2;-;1;-;-;-;7
"120043 Santa Rosa do Purus";2;1;-;-;1;-;1;3;-;2;1;3;14
"120050 Sena Madureira";11;7;16;3;6;5;17;6;7;14;12;11;115
"120045 Senador Guiomard";1;3;-;1;1;-;-;3;-;2;1;-;12
"120060 Tarauacá";1;1;1;1;2;3;1;3;3;2;3;2;23
"120070 Xapuri";10;11;17;24;20;10;14;19;5;3;5;5;143
"130008 Anamã";-;-;-;-;-;1;-;-;-;-;2;-;3
"130014 Apuí";1;1;-;-;3;2;1;1;2;5;1;1;18
"130020 Atalaia do Norte";1;2;-;3;-;-;-;-;2;-;-;-;8
"130030 Autazes";1;-;-;2;-;2;-;3;1;-;-;-;9
"130040 Barcelos";-;1;-;2;-;3;2;-;5;2;1;-;16
"130050 Barreirinha";1;-;-;-;-;-;1;-;-;-;-;-;2
"130060 Benjamin Constant";-;1;-;1;1;-;-;-;-;1;-;-;4
"130068 Boa Vista do Ramos";-;1;-;-;-;-;-;-;-;-;-;1;2
"130070 Boca do Acre";2;2;-;-;3;16;7;4;8;3;2;3;50
"130080 Borba";-;-;-;1;-;5;2;3;4;1;1;-;17
"130083 Caapiranga";3;-;-;-;1;1;-;-;2;1;-;-;8
"130090 Canutama";-;-;2;1;-;-;4;3;2;-;1;-;13
"130100 Carauari";2;2;-;-;-;1;-;-;2;-;-;-;7
"130110 Careiro";1;3;1;1;1;-;2;-;-;-;-;-;9
"130115 Careiro da Várzea";-;1;-;-;-;1;-;1;-;-;-;-;3
"130120 Coari";6;7;-;-;1;5;3;5;4;1;3;3;38
"130130 Codajás";-;-;-;-;-;1;-;2;2;-;1;-;6
"130140 Eirunepé";1;2;2;2;2;4;3;1;-;1;2;1;21
"130150 Envira";3;3;2;1;4;2;5;4;-;7;3;-;34
"130160 Fonte Boa";-;-;-;-;-;-;-;-;-;-;1;-;1
"130165 Guajará";-;-;-;-;1;-;1;1;1;2;1;-;7
"130170 Humaitá";5;4;1;5;7;10;19;14;6;6;3;-;80
"130180 Ipixuna";1;1;2;3;1;8;-;2;1;3;2;2;26
"130185 Iranduba";-;-;-;-;-;-;-;-;-;-;-;1;1
"130190 Itacoatiara";13;7;12;21;28;12;6;2;5;4;4;12;126
"130195 Itamarati";-;-;-;1;-;1;-;-;-;-;-;-;2
"130200 Itapiranga";2;-;-;-;1;1;1;-;-;-;-;-;5
"130210 Japurá";-;-;-;-;-;-;-;1;-;-;-;-;1
"130220 Juruá";-;-;-;-;-;-;-;-;1;1;2;-;4
"130230 Jutaí";-;-;-;-;1;-;-;-;-;-;-;-;1
"130240 Lábrea";1;2;-;5;10;7;10;9;2;3;-;2;51
"130250 Manacapuru";2;3;-;1;-;1;4;2;2;2;2;1;20
"130255 Manaquiri";1;-;-;-;1;-;-;-;-;-;-;-;2
"130260 Manaus";119;61;3;1;12;25;12;4;9;20;48;56;370
"130270 Manicoré";1;5;2;1;5;5;4;4;3;6;-;1;37
"130280 Maraã";-;-;-;-;-;1;-;1;-;-;-;-;2
"130290 Maués";2;2;-;6;2;4;2;3;6;3;4;-;34
"130300 Nhamundá";1;3;1;-;-;-;-;-;-;1;-;1;7
"130310 Nova Olinda do Norte";2;-;-;-;-;-;-;-;-;-;-;-;2
"130320 Novo Airão";1;2;-;1;-;2;2;-;-;-;1;1;10
"130330 Novo Aripuanã";3;1;8;5;5;2;3;2;3;3;4;-;39
"130340 Parintins";2;1;-;2;-;1;-;2;2;3;-;-;13
"130350 Pauini";-;1;2;2;2;3;1;1;-;1;1;-;14
"130353 Presidente Figueiredo";40;27;11;11;16;10;25;5;12;25;34;28;244
"130356 Rio Preto da Eva";74;57;21;15;20;18;10;3;20;31;42;77;388
"130360 Santa Isabel do Rio Negro";1;1;-;-;1;2;1;4;2;5;2;2;21
"130370 Santo Antônio do Içá";-;-;-;-;2;-;-;-;-;-;-;-;2
"130380 São Gabriel da Cachoeira";2;2;1;-;1;5;5;1;2;2;1;3;25
"130390 São Paulo de Olivença";-;-;-;-;-;-;-;-;-;-;-;1;1
"130395 São Sebastião do Uatumã";2;-;-;-;-;-;1;-;-;-;-;-;3
"130400 Silves";1;2;-;-;-;-;-;-;-;2;-;3;8
"130406 Tabatinga";-;1;-;-;1;-;-;1;-;1;1;1;6
"130410 Tapauá";-;-;-;1;2;1;-;-;2;-;1;-;7
"130420 Tefé";3;2;1;-;6;2;1;1;-;2;2;1;21
"130426 Uarini";-;1;-;1;-;1;2;-;-;-;-;-;5
"130430 Urucará";-;2;-;-;-;1;-;-;1;-;-;-;4
"130440 Urucurituba";-;-;-;-;-;1;-;-;-;-;-;-;1
"140005 Alto Alegre";3;2;1;1;3;1;2;2;1;1;-;2;19
"140002 Amajari";1;1;1;1;1;-;1;1;-;2;2;-;11
"140010 Boa Vista";-;2;-;-;2;-;-;-;1;1;-;-;6
"140015 Bonfim";1;-;1;-;1;-;1;-;-;-;-;-;4
"140017 Cantá";1;-;4;3;3;-;6;-;2;1;-;-;20
"140020 Caracaraí";-;1;1;4;3;3;2;2;2;4;-;-;22
"140023 Caroebe";1;3;17;20;11;21;3;5;1;1;1;1;85
"140028 Iracema";-;-;-;1;1;-;-;4;-;-;2;2;10
"140030 Mucajaí";-;1;-;1;3;8;-;1;2;1;1;1;19
"140040 Normandia";-;-;-;-;-;-;-;-;1;-;-;-;1
"140045 Pacaraima";2;2;1;2;2;1;3;-;1;7;3;4;28
"140047 Rorainópolis";2;9;8;13;12;6;11;5;6;-;3;1;76
"140050 São João da Baliza";2;1;-;1;5;3;1;-;1;1;-;1;16
"140060 São Luiz";-;-;2;5;5;2;1;-;1;2;-;-;18
"140070 Uiramutã";-;-;-;-;1;1;1;1;-;-;-;2;6
"150010 Abaetetuba";1;2;-;1;1;1;-;-;1;-;-;-;7
"150013 Abel Figueiredo";-;1;-;-;1;-;1;2;-;1;2;-;8
"150020 Acará";-;-;-;1;-;3;-;-;1;2;-;1;8
"150030 Afuá";1;-;-;-;-;-;-;1;-;-;-;-;2
"150034 Água Azul do Norte";2;-;-;4;1;1;-;3;-;2;-;-;13
"150040 Alenquer";19;12;13;10;2;7;4;4;3;8;6;4;92
"150050 Almeirim";36;16;25;29;12;24;10;17;14;7;7;4;201
"150060 Altamira";16;12;6;10;10;3;12;6;4;8;6;2;95
"150070 Anajás";-;1;4;-;-;1;-;-;-;-;3;-;9
"150080 Ananindeua";-;-;1;-;-;-;-;-;-;-;-;1;2
"150085 Anapu";15;11;12;5;8;3;7;5;11;4;7;2;90
"150090 Augusto Corrêa";3;1;-;5;4;4;1;-;2;-;2;-;22
"150095 Aurora do Pará";1;2;-;-;1;1;1;-;1;-;3;1;11
"150100 Aveiro";2;2;1;6;2;2;1;1;2;-;2;2;23
"150110 Bagre";2;2;5;3;1;3;2;4;1;1;1;-;25
"150120 Baião";3;3;3;2;2;2;1;2;1;3;-;4;26
"150125 Bannach";1;-;-;1;-;-;-;-;-;-;-;-;2
"150130 Barcarena";-;-;-;-;-;-;1;-;-;-;-;-;1
"150140 Belém";2;-;-;1;-;1;-;-;1;1;-;-;6
"150145 Belterra";10;1;-;5;3;5;-;1;-;6;6;1;38
"150150 Benevides";-;-;-;1;-;-;-;-;-;-;-;-;1
"150157 Bom Jesus do Tocantins";1;-;-;-;-;-;-;-;-;1;-;-;2
"150160 Bonito";-;1;-;-;-;-;-;1;-;-;-;-;2
"150170 Bragança";1;3;1;-;1;3;2;1;2;1;1;1;17
"150172 Brasil Novo";6;7;1;3;1;2;2;2;5;3;2;3;37
"150178 Breu Branco";7;1;1;4;5;4;5;9;7;5;3;8;59
"150180 Breves";-;-;1;1;-;-;-;-;-;-;-;-;2
"150190 Bujaru";-;1;-;-;-;-;-;-;-;-;-;-;1
"150200 Cachoeira do Arari";-;1;-;1;-;-;1;-;1;-;1;-;5
"150195 Cachoeira do Piriá";6;6;1;1;2;1;1;2;1;2;-;1;24
"150210 Cametá";5;3;1;2;2;1;-;1;3;1;3;2;24
"150215 Canaã dos Carajás";1;-;1;1;1;-;-;1;1;-;-;1;7
"150220 Capanema";-;-;-;-;-;-;-;-;1;-;-;-;1
"150230 Capitão Poço";4;2;1;-;2;1;2;-;1;-;-;1;14
"150240 Castanhal";1;-;-;2;2;1;-;-;1;1;2;-;10
"150250 Chaves";-;-;-;1;-;-;-;-;-;-;-;-;1
"150270 Conceição do Araguaia";1;-;-;1;-;-;-;-;-;1;1;-;4
"150275 Concórdia do Pará";-;-;-;-;1;-;1;-;-;-;-;-;2
"150276 Cumaru do Norte";2;2;-;-;-;-;-;2;2;2;1;2;13
"150277 Curionópolis";2;1;-;2;4;1;1;1;3;-;1;-;16
"150280 Curralinho";3;-;1;-;1;1;1;-;-;-;-;3;10
"150285 Curuá";-;-;-;-;-;-;-;1;1;-;-;-;2
"150290 Curuçá";-;-;1;-;2;-;-;-;-;-;-;-;3
"150293 Dom Eliseu";8;1;-;2;5;4;8;7;6;6;7;-;54
"150295 Eldorado do Carajás";3;-;3;2;1;1;-;1;2;-;-;2;15
"150300 Faro";-;1;-;-;2;-;-;-;1;-;-;1;5
"150304 Floresta do Araguaia";4;-;-;-;-;-;-;-;-;-;-;-;4
"150307 Garrafão do Norte";6;2;-;-;-;-;-;-;-;1;-;-;9
"150309 Goianésia do Pará";14;3;-;3;4;2;5;5;14;5;2;7;64
"150310 Gurupá";-;-;-;-;1;1;-;-;1;1;-;-;4
"150320 Igarapé-Açu";-;-;-;1;-;-;-;-;-;-;1;-;2
"150330 Igarapé-Miri";1;7;1;4;-;2;1;-;-;1;3;1;21
"150340 Inhangapi";-;-;-;-;-;1;-;-;-;-;-;-;1
"150345 Ipixuna do Pará";2;3;-;2;2;3;2;1;2;9;10;4;40
"150350 Irituia";-;-;-;-;-;-;-;1;-;-;-;-;1
"150360 Itaituba";14;10;3;3;5;12;11;7;9;5;6;4;89
"150370 Itupiranga";3;1;4;2;3;-;-;2;-;-;-;1;16
"150375 Jacareacanga";1;1;1;1;3;2;1;1;1;-;-;1;13
"150380 Jacundá";1;-;-;-;1;1;1;-;-;3;1;1;9
"150390 Juruti";2;2;3;-;5;1;5;-;1;-;-;1;20
"150400 Limoeiro do Ajuru";-;1;-;-;2;1;1;-;-;-;-;-;5
"150405 Mãe do Rio";-;-;-;-;-;1;-;-;-;-;1;-;2
"150410 Magalhães Barata";1;-;-;-;-;-;-;-;1;-;-;-;2
"150420 Marabá";19;10;6;3;7;9;6;9;5;3;5;6;88
"150440 Marapanim";-;1;-;-;-;-;-;-;1;-;-;-;2
"150445 Medicilândia";55;39;26;23;11;8;17;4;6;5;11;12;217
"150450 Melgaço";-;-;-;1;-;-;1;-;-;1;-;-;3
"150460 Mocajuba";-;3;4;3;-;1;2;2;1;-;-;2;18
"150470 Moju";11;8;6;5;8;4;3;3;8;3;4;9;72
"150480 Monte Alegre";20;13;-;-;11;2;4;4;8;20;20;15;117
"150490 Muaná";-;1;1;-;-;-;-;-;-;1;-;-;3
"150495 Nova Esperança do Piriá";3;4;6;4;2;-;1;1;2;-;1;3;27
"150497 Nova Ipixuna";-;-;-;-;1;-;-;1;-;-;2;1;5
"150500 Nova Timboteua";-;-;1;-;-;-;-;-;-;1;-;1;3
"150503 Novo Progresso";15;14;9;7;7;8;-;2;5;8;4;5;84
"150506 Novo Repartimento";14;8;14;5;5;1;2;4;4;1;3;3;64
"150510 Óbidos";21;16;6;12;6;-;-;5;2;2;3;13;86
"150520 Oeiras do Pará";2;5;3;3;4;2;-;-;1;1;3;3;27
"150530 Oriximiná";16;26;13;7;4;7;1;1;2;6;4;10;97
"150540 Ourém";-;-;-;-;1;-;-;-;-;-;-;1;2
"150543 Ourilândia do Norte";2;4;2;-;2;-;-;-;-;1;-;-;11
"150548 Pacajá";21;12;15;8;19;12;26;16;17;12;15;11;184
"150550 Paragominas";21;9;13;9;16;15;19;5;10;19;24;17;177
"150553 Parauapebas";2;4;3;3;5;7;5;3;4;5;3;4;48
"150563 Piçarra";-;-;1;-;-;1;-;1;-;-;-;-;3
"150565 Placas";7;7;2;1;2;1;1;1;4;3;2;-;31
"150580 Portel";7;4;6;11;10;14;6;6;8;9;10;11;102
"150590 Porto de Moz";1;2;-;2;1;2;-;1;3;-;3;1;16
"150600 Prainha";3;12;11;5;11;1;5;-;2;5;1;4;60
"150613 Redenção";-;1;-;-;1;-;1;1;1;-;-;1;6
"150616 Rio Maria";1;-;-;-;-;1;-;1;-;1;-;-;4
"150618 Rondon do Pará";5;4;-;5;2;8;5;4;9;6;9;5;62
"150619 Rurópolis";5;5;3;3;1;1;4;1;3;5;-;2;33
"150620 Salinópolis";-;-;1;3;-;-;-;-;-;-;-;-;4
"150630 Salvaterra";-;1;-;-;-;-;-;-;-;-;-;-;1
"150650 Santa Izabel do Pará";-;-;-;-;1;-;-;-;1;-;-;-;2
"150655 Santa Luzia do Pará";4;1;-;-;2;-;-;-;-;-;1;-;8
"150658 Santa Maria das Barreiras";1;-;3;1;-;-;-;-;-;1;-;-;6
"150660 Santa Maria do Pará";-;-;3;1;-;-;-;1;1;-;-;-;6
"150670 Santana do Araguaia";7;6;6;3;2;2;1;1;2;3;1;2;36
"150680 Santarém";41;11;11;12;7;3;10;6;6;14;16;8;145
"150715 São Domingos do Araguaia";1;1;-;5;4;1;-;1;-;2;4;3;22
"150720 São Domingos do Capim";-;1;-;-;-;-;-;-;-;-;-;-;1
"150730 São Félix do Xingu";8;12;10;5;3;3;2;3;3;6;-;5;60
"150740 São Francisco do Pará";-;1;-;-;1;-;-;-;-;-;-;-;2
"150745 São Geraldo do Araguaia";1;2;-;-;-;1;1;1;1;1;2;2;12
"150746 São João da Ponta";1;-;-;-;-;-;-;-;-;-;-;-;1
"150747 São João de Pirabas";-;-;-;-;-;1;-;-;-;1;-;-;2
"150750 São João do Araguaia";-;-;-;-;1;1;-;-;-;-;-;-;2
"150760 São Miguel do Guamá";-;1;1;-;-;-;1;1;-;-;-;-;4
"150780 Senador José Porfírio";5;2;1;3;2;2;-;1;1;2;3;1;23
"150795 Tailândia";27;18;18;5;5;4;4;8;6;4;9;9;117
"150796 Terra Alta";-;-;-;-;2;-;-;-;-;-;-;-;2
"150797 Terra Santa";3;1;1;-;-;-;-;-;1;-;-;-;6
"150800 Tomé-Açu";7;17;19;36;16;10;5;5;7;5;4;7;138
"150803 Tracuateua";-;1;-;1;-;-;-;-;-;-;-;-;2
"150805 Trairão";8;5;6;6;1;2;1;2;3;4;2;-;40
"150808 Tucumã";-;4;8;2;-;-;2;2;-;-;-;1;19
"150810 Tucuruí";1;4;-;3;3;-;2;4;3;1;3;-;24
"150812 Ulianópolis";4;1;1;3;3;1;3;6;8;7;8;3;48
"150815 Uruará";30;8;21;24;14;6;11;9;3;21;16;11;174
"150830 Viseu";2;4;4;2;1;1;2;1;1;-;-;2;20
"150835 Vitória do Xingu";-;-;1;-;-;-;-;-;1;-;-;2;4
"150840 Xinguara";-;1;1;-;2;-;1;4;-;2;-;2;13
"150000 Município ignorado - PA";-;-;-;-;1;-;-;-;1;-;-;-;2
"160010 Amapá";2;-;1;-;-;-;-;-;-;-;1;2;6
"160020 Calçoene";10;10;5;2;-;-;-;3;2;-;1;-;33
"160021 Cutias";-;-;-;1;-;-;-;-;-;-;-;-;1
"160023 Ferreira Gomes";1;-;-;-;1;-;-;-;1;-;1;-;4
"160025 Itaubal";-;-;-;-;-;1;-;-;-;-;-;-;1
"160027 Laranjal do Jari";11;16;28;29;12;11;14;21;4;10;12;3;171
"160030 Macapá";2;1;-;-;-;-;2;1;2;-;-;1;9
"160040 Mazagão";6;3;1;2;2;4;1;3;-;-;2;-;24
"160050 Oiapoque";6;3;4;3;2;4;3;3;2;2;2;1;35
"160015 Pedra Branca do Amapari";7;4;1;2;-;3;2;-;1;-;-;-;20
"160053 Porto Grande";24;12;12;8;1;5;1;2;1;-;4;1;71
"160055 Pracuúba";1;-;1;-;-;-;-;-;-;-;-;-;2
"160060 Santana";-;1;-;1;-;-;-;1;-;-;-;-;3
"160005 Serra do Navio";14;6;6;5;1;1;1;2;-;2;1;2;41
"160070 Tartarugalzinho";8;4;4;2;3;4;1;-;1;-;1;2;30
"160080 Vitória do Jari";9;2;5;3;3;3;1;2;-;1;1;2;32
"170025 Abreulândia";1;1;-;-;1;-;-;-;1;2;1;1;8
"170070 Alvorada";-;-;-;-;-;-;-;-;-;1;-;-;1
"170100 Ananás";-;1;1;1;-;1;-;-;-;-;-;2;6
"170110 Aparecida do Rio Negro";1;1;2;1;-;1;-;-;-;-;1;-;7
"170130 Aragominas";-;1;-;-;-;-;-;-;-;-;-;-;1
"170190 Araguacema";-;1;-;2;-;1;-;1;-;-;2;1;8
"170200 Araguaçu";1;1;-;-;1;1;-;-;2;1;-;-;7
"170210 Araguaína";3;1;-;1;-;1;4;1;1;1;1;-;14
"170215 Araguanã";-;-;-;-;-;-;-;-;-;-;1;-;1
"170220 Araguatins";1;-;-;-;-;1;-;-;1;-;-;-;3
"170240 Arraias";-;1;-;-;-;-;-;-;-;-;-;1;2
"170255 Augustinópolis";1;-;-;-;-;-;-;-;-;-;-;-;1
"170270 Aurora do Tocantins";1;-;-;-;-;-;-;1;-;-;-;-;2
"170300 Babaçulândia";1;-;1;-;-;-;-;-;-;1;-;-;3
"170310 Barrolândia";1;-;1;-;-;-;-;-;-;-;-;-;2
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;1;-;-;-;1;-;2
"170384 Campos Lindos";1;-;-;-;-;-;-;1;-;-;-;-;2
"170388 Carmolândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"170390 Caseara";-;1;-;2;2;-;1;-;1;1;-;-;8
"170410 Centenário";-;1;-;-;-;-;-;1;-;-;1;2;5
"170550 Colinas do Tocantins";-;1;-;1;-;-;-;-;1;-;1;-;4
"171670 Colméia";-;1;1;-;-;-;-;-;-;-;-;-;2
"170600 Couto Magalhães";-;1;-;1;2;-;-;1;1;2;-;-;8
"170610 Cristalândia";-;-;-;-;-;1;1;3;2;-;1;1;9
"170625 Crixás do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"170650 Darcinópolis";-;-;-;-;-;-;1;-;-;-;-;-;1
"170700 Dianópolis";1;1;-;-;-;-;1;-;-;1;-;-;4
"170710 Divinópolis do Tocantins";-;1;1;-;-;-;-;-;-;1;-;1;4
"170740 Esperantina";-;-;-;-;-;-;-;-;-;2;-;-;2
"170765 Figueirópolis";-;-;-;-;-;1;-;-;-;-;-;-;1
"170770 Filadélfia";-;1;1;-;-;-;-;-;-;-;-;-;2
"170820 Formoso do Araguaia";-;-;-;1;2;-;-;-;-;-;-;-;3
"170825 Fortaleza do Tabocão";-;-;-;-;1;-;1;-;-;-;-;1;3
"170830 Goianorte";-;-;-;-;-;-;-;-;2;2;-;-;4
"170900 Goiatins";2;-;1;-;-;1;-;-;-;-;-;-;4
"170930 Guaraí";1;4;2;-;3;1;-;5;1;1;3;1;22
"170950 Gurupi";-;-;-;-;-;-;1;-;-;-;-;-;1
"170980 Ipueiras";1;-;-;-;-;-;-;-;1;1;-;-;3
"171050 Itacajá";2;1;-;-;-;3;-;-;1;2;-;-;9
"171070 Itaguatins";-;-;-;1;-;-;-;-;-;-;-;-;1
"171090 Itapiratins";1;-;-;-;-;-;2;-;-;-;-;-;3
"171150 Jaú do Tocantins";2;1;1;3;-;-;-;1;-;1;-;-;9
"171180 Juarina";-;-;-;-;-;-;-;-;1;-;-;-;1
"171190 Lagoa da Confusão";-;-;1;-;1;-;2;2;1;-;-;-;7
"171200 Lajeado";-;-;-;-;-;-;-;-;-;-;1;1;2
"171215 Lavandeira";-;2;1;1;-;-;-;-;-;-;-;-;4
"171240 Lizarda";-;1;-;-;1;-;-;1;1;-;-;-;4
"171245 Luzinópolis";-;-;1;-;-;-;-;-;-;1;-;-;2
"171320 Miracema do Tocantins";1;1;-;-;1;-;-;3;-;-;-;-;6
"171330 Miranorte";-;-;-;-;1;-;-;-;-;-;1;-;2
"171360 Monte do Carmo";-;-;-;-;2;-;1;2;2;1;2;2;12
"171430 Nazaré";1;-;-;-;-;-;-;-;-;-;-;-;1
"171488 Nova Olinda";1;1;-;-;2;-;-;-;-;1;-;1;6
"171500 Nova Rosalândia";-;-;-;-;-;-;-;-;-;7;-;-;7
"171515 Novo Alegre";2;1;-;-;-;1;-;-;-;-;-;1;5
"171525 Novo Jardim";-;-;-;-;-;-;1;-;-;1;-;-;2
"172100 Palmas";2;-;-;-;-;2;2;-;-;-;1;-;7
"171575 Palmeirópolis";-;-;-;-;-;-;-;1;-;3;-;-;4
"171610 Paraíso do Tocantins";-;1;1;-;1;-;1;-;-;-;-;-;4
"171620 Paranã";1;-;-;-;-;-;-;-;-;-;-;-;1
"171650 Pedro Afonso";1;-;-;-;-;-;-;-;1;-;1;3;6
"171660 Peixe";-;-;1;-;-;-;-;-;1;-;-;-;2
"171720 Piraquê";-;-;-;1;-;1;-;2;3;2;-;-;9
"171750 Pium";-;-;-;-;-;-;-;-;-;-;1;-;1
"171780 Ponte Alta do Bom Jesus";-;-;-;-;-;-;-;-;1;-;-;1;2
"171790 Ponte Alta do Tocantins";2;-;-;1;2;2;2;1;1;2;2;1;16
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-;-;-;-;1;-;1
"171820 Porto Nacional";-;1;-;1;-;1;2;-;-;-;-;-;5
"171830 Praia Norte";2;-;-;-;-;-;-;-;-;-;-;-;2
"171840 Presidente Kennedy";1;-;-;-;-;-;-;-;-;1;-;-;2
"171850 Recursolândia";1;1;-;-;-;-;-;2;-;-;1;1;6
"171855 Riachinho";1;-;-;-;1;-;-;1;1;-;-;-;4
"171870 Rio dos Bois";1;-;-;-;-;-;-;-;-;1;-;-;2
"171875 Rio Sono";-;-;-;-;-;-;-;-;2;-;-;-;2
