LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2012
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"110120 Ministro Andreazza";-;-;-;-;1;-;-;-;-;-;-;1;2
"110130 Mirante da Serra";-;-;-;-;-;1;1;3;1;2;1;1;10
"110140 Monte Negro";2;-;-;2;-;-;-;3;1;-;1;3;12
"110014 Nova Brasilândia D'Oeste";2;1;2;1;-;-;1;-;-;1;1;1;10
"110033 Nova Mamoré";-;2;1;4;5;3;3;6;1;3;3;4;35
"110143 Nova União";1;-;-;-;-;1;-;-;1;-;-;1;4
"110050 Novo Horizonte do Oeste";1;-;-;-;-;-;-;-;1;2;2;1;7
"110015 Ouro Preto do Oeste";-;-;-;2;-;-;-;-;3;1;-;1;7
"110145 Parecis";3;-;-;-;1;-;-;1;1;1;-;1;8
"110018 Pimenta Bueno";-;1;1;2;6;3;9;7;4;2;-;1;36
"110146 Pimenteiras do Oeste";-;1;-;-;-;-;-;1;1;-;1;-;4
"110020 Porto Velho";5;7;10;13;17;13;16;11;15;18;11;5;141
"110025 Presidente Médici";2;1;5;1;2;1;1;-;1;2;3;-;19
"110147 Primavera de Rondônia";-;-;-;-;1;-;-;-;-;-;-;-;1
"110026 Rio Crespo";-;-;-;-;1;2;2;-;-;1;1;1;8
"110028 Rolim de Moura";4;2;2;3;1;5;1;-;-;3;4;-;25
"110029 Santa Luzia D'Oeste";-;-;-;-;2;1;1;-;-;1;-;-;5
"110148 São Felipe D'Oeste";-;-;-;-;-;-;-;1;-;1;-;-;2
"110149 São Francisco do Guaporé";-;3;-;1;3;-;3;2;2;7;1;1;23
"110032 São Miguel do Guaporé";-;-;1;1;1;5;4;1;1;-;1;1;16
"110150 Seringueiras";1;-;1;2;-;2;-;-;1;-;1;-;8
"110160 Theobroma";-;-;1;1;1;1;2;-;1;1;-;1;9
"110170 Urupá";1;-;-;-;-;-;-;-;4;-;3;-;8
"110175 Vale do Anari";-;-;1;1;-;-;1;-;1;-;3;1;8
"110180 Vale do Paraíso";-;-;-;-;-;-;-;-;-;2;-;-;2
"110030 Vilhena";2;3;6;12;17;21;33;30;10;11;4;4;153
"110000 Município ignorado - RO";-;-;1;-;-;-;-;-;-;-;-;-;1
"120001 Acrelândia";2;-;4;1;2;1;3;2;1;-;1;-;17
"120005 Assis Brasil";7;8;2;4;9;4;3;1;5;2;-;6;51
"120010 Brasiléia";14;7;8;3;2;2;7;13;5;6;4;3;74
"120013 Bujari";2;3;2;2;3;5;3;5;2;2;2;1;32
"120017 Capixaba";2;2;4;-;-;3;1;-;1;1;1;2;17
"120020 Cruzeiro do Sul";2;5;1;5;4;10;10;3;2;2;5;3;52
"120025 Epitaciolândia";3;3;4;1;2;-;1;2;-;2;1;2;21
"120030 Feijó";4;9;7;2;7;10;8;1;3;8;3;7;69
"120032 Jordão";1;-;1;1;3;3;1;4;-;2;1;3;20
"120033 Mâncio Lima";4;3;6;3;1;1;2;2;5;3;3;3;36
"120034 Manoel Urbano";8;2;6;3;2;2;2;-;2;3;5;1;36
"120035 Marechal Thaumaturgo";6;2;6;5;3;2;1;3;2;4;4;3;41
"120038 Plácido de Castro";1;-;3;2;-;-;1;2;-;3;-;-;12
"120080 Porto Acre";4;-;2;-;1;-;1;1;-;2;2;-;13
"120039 Porto Walter";-;-;1;1;-;-;1;-;-;-;-;-;3
"120040 Rio Branco";15;16;23;20;15;22;9;16;18;36;22;14;226
"120042 Rodrigues Alves";2;-;5;2;5;3;2;1;1;2;1;-;24
"120043 Santa Rosa do Purus";2;-;1;1;2;3;2;-;-;2;-;1;14
"120050 Sena Madureira";15;14;12;11;21;12;9;9;10;27;21;21;182
"120045 Senador Guiomard";2;1;-;2;-;-;-;1;2;1;-;2;11
"120060 Tarauacá";7;5;7;4;7;2;2;6;3;3;1;4;51
"120070 Xapuri";11;19;20;15;21;25;12;8;12;3;5;3;154
"120000 Município ignorado - AC";-;-;-;-;-;-;-;-;-;1;-;-;1
"130002 Alvarães";1;-;2;-;-;-;-;-;-;-;-;-;3
"130006 Amaturá";1;-;-;1;-;-;-;-;1;-;-;1;4
"130008 Anamã";-;1;-;-;-;-;1;-;-;-;-;-;2
"130010 Anori";-;-;1;-;-;2;-;1;-;-;-;-;4
"130014 Apuí";4;-;2;1;4;-;5;1;-;1;1;-;19
"130020 Atalaia do Norte";1;-;3;2;-;1;1;1;1;1;-;-;11
"130030 Autazes";7;6;2;5;4;2;-;4;1;5;3;1;40
"130040 Barcelos";1;1;3;2;2;1;5;3;1;3;6;2;30
"130050 Barreirinha";-;-;1;1;-;1;1;-;-;-;1;-;5
"130060 Benjamin Constant";-;-;-;-;-;-;-;1;-;-;1;-;2
"130063 Beruri";-;-;-;-;1;1;-;-;-;-;-;-;2
"130068 Boa Vista do Ramos";-;-;1;-;-;-;-;-;-;-;-;-;1
"130070 Boca do Acre";7;2;9;4;15;10;8;8;2;3;1;4;73
"130080 Borba";-;-;-;2;3;2;3;1;2;3;1;1;18
"130083 Caapiranga";3;-;-;-;-;-;-;1;2;-;-;-;6
"130090 Canutama";-;-;1;1;2;-;3;-;-;-;1;-;8
"130100 Carauari";5;6;4;5;-;4;4;8;-;-;-;4;40
"130110 Careiro";3;1;-;1;-;1;1;-;3;-;3;-;13
"130115 Careiro da Várzea";-;-;-;-;-;-;-;-;-;-;1;-;1
"130120 Coari";12;11;10;5;5;-;1;1;3;1;2;5;56
"130130 Codajás";-;-;-;-;-;1;-;-;-;-;1;1;3
"130140 Eirunepé";2;3;6;4;2;2;-;1;-;2;3;1;26
"130150 Envira";3;3;5;4;1;2;3;-;-;5;-;-;26
"130160 Fonte Boa";-;1;-;-;-;-;-;-;-;-;-;-;1
"130165 Guajará";-;1;-;1;5;1;-;-;3;2;-;-;13
"130170 Humaitá";-;6;11;13;12;14;14;11;6;5;5;3;100
"130180 Ipixuna";1;2;-;2;7;3;-;-;1;-;-;-;16
"130185 Iranduba";-;-;1;1;-;1;-;1;-;1;-;-;5
"130190 Itacoatiara";30;24;17;17;7;4;6;2;9;7;22;16;161
"130195 Itamarati";-;-;1;-;-;-;-;1;-;2;-;-;4
"130200 Itapiranga";-;1;-;-;-;-;2;-;-;-;4;4;11
"130210 Japurá";1;-;2;-;-;-;-;1;1;-;-;-;5
"130220 Juruá";-;-;-;-;-;-;1;-;1;-;-;-;2
"130230 Jutaí";-;-;-;-;-;1;-;-;-;-;-;-;1
"130240 Lábrea";-;-;2;7;11;8;8;11;5;1;6;1;60
"130250 Manacapuru";1;3;-;4;1;1;2;-;1;-;3;4;20
"130260 Manaus";82;58;46;27;13;12;11;3;6;15;20;36;329
"130270 Manicoré";1;3;-;4;13;3;3;3;2;1;-;-;33
"130280 Maraã";-;2;1;-;1;-;-;1;-;-;-;-;5
"130290 Maués";3;4;9;3;3;12;7;3;7;4;5;-;60
"130300 Nhamundá";-;1;2;3;-;2;3;-;1;4;2;-;18
"130310 Nova Olinda do Norte";1;-;-;-;2;2;3;3;2;1;1;-;15
"130320 Novo Airão";3;2;2;-;1;2;-;-;1;4;-;2;17
"130330 Novo Aripuanã";-;2;10;12;9;-;2;2;-;-;1;-;38
"130340 Parintins";-;-;1;1;1;-;1;1;-;1;2;1;9
"130350 Pauini";-;2;1;1;-;-;-;-;-;2;-;-;6
"130353 Presidente Figueiredo";62;79;42;29;22;18;7;3;6;11;17;25;321
"130356 Rio Preto da Eva";80;90;81;35;22;15;7;3;10;12;34;29;418
"130360 Santa Isabel do Rio Negro";-;-;3;1;2;5;2;-;-;-;1;-;14
"130380 São Gabriel da Cachoeira";-;1;4;1;-;4;6;1;-;3;-;3;23
"130395 São Sebastião do Uatumã";3;1;-;-;-;-;-;-;-;-;-;-;4
"130400 Silves";-;1;3;-;1;1;3;1;1;1;-;4;16
"130406 Tabatinga";1;-;-;-;-;1;-;1;-;1;-;-;4
"130410 Tapauá";1;1;-;3;1;1;2;3;1;1;2;-;16
"130420 Tefé";11;7;8;11;13;1;1;3;5;3;-;-;63
"130426 Uarini";-;-;-;-;-;-;1;-;-;-;-;-;1
"130430 Urucará";1;1;4;3;3;-;-;-;1;-;-;2;15
"130440 Urucurituba";-;-;-;-;-;-;-;-;-;-;1;-;1
"130000 Município ignorado - AM";-;-;1;-;-;-;-;-;-;-;-;-;1
"140005 Alto Alegre";1;1;3;4;5;3;4;3;2;-;1;1;28
"140002 Amajari";-;3;4;1;1;-;2;-;3;1;2;1;18
"140010 Boa Vista";1;5;-;4;1;2;1;2;2;3;-;1;22
"140015 Bonfim";-;-;-;-;3;2;1;-;-;-;1;-;7
"140017 Cantá";5;6;4;7;3;6;6;8;6;3;-;4;58
"140020 Caracaraí";6;2;2;2;4;4;4;6;4;3;5;1;43
"140023 Caroebe";7;5;4;3;9;7;8;4;2;1;5;2;57
"140028 Iracema";1;1;3;4;2;2;1;1;1;-;1;-;17
"140030 Mucajaí";5;3;4;1;1;1;5;4;-;-;1;3;28
"140040 Normandia";-;-;-;-;-;-;1;-;-;-;-;-;1
"140045 Pacaraima";2;1;1;1;4;2;3;2;1;1;-;-;18
"140047 Rorainópolis";1;9;12;10;14;9;15;5;3;1;3;1;83
"140050 São João da Baliza";-;2;5;-;7;1;6;-;1;-;-;-;22
"140060 São Luiz";1;-;1;1;1;-;-;2;-;-;1;-;7
"140070 Uiramutã";-;-;2;6;1;-;1;2;-;1;1;1;15
"140000 Município ignorado - RR";-;-;-;-;1;-;-;-;-;-;-;-;1
"150010 Abaetetuba";-;1;1;-;-;-;-;-;-;-;2;-;4
"150013 Abel Figueiredo";2;1;-;1;-;-;2;1;-;3;1;-;11
"150020 Acará";-;1;6;4;8;-;-;-;-;1;1;1;22
"150030 Afuá";2;1;-;-;1;-;-;-;-;-;1;-;5
"150034 Água Azul do Norte";-;-;1;-;-;-;-;-;1;-;2;-;4
"150040 Alenquer";10;9;12;6;6;3;4;6;4;9;4;12;85
"150050 Almeirim";8;16;11;6;8;7;10;13;8;-;4;9;100
"150060 Altamira";8;13;12;5;10;4;4;14;8;11;7;7;103
"150070 Anajás";-;1;-;1;-;-;-;-;-;-;-;1;3
"150080 Ananindeua";-;-;-;-;-;-;-;-;1;-;-;-;1
"150085 Anapu";9;8;5;3;5;3;7;3;1;3;7;3;57
"150090 Augusto Corrêa";2;1;2;-;1;-;-;-;-;1;1;1;9
"150095 Aurora do Pará";3;-;1;5;3;3;2;2;-;1;2;-;22
"150100 Aveiro";-;2;1;-;-;-;-;-;-;1;-;-;4
"150110 Bagre";4;2;2;3;5;2;-;2;2;2;1;3;28
"150120 Baião";3;2;3;2;5;2;2;1;1;1;3;2;27
"150140 Belém";-;-;1;-;-;-;-;2;-;1;-;-;4
"150145 Belterra";5;4;5;2;1;2;3;1;6;2;2;1;34
"150150 Benevides";-;-;-;-;-;-;-;-;-;-;-;1;1
"150157 Bom Jesus do Tocantins";1;-;1;-;3;-;2;1;-;1;-;-;9
"150160 Bonito";-;-;-;-;-;-;-;-;1;-;-;-;1
"150170 Bragança";1;2;4;5;2;4;4;1;1;4;2;-;30
"150172 Brasil Novo";7;10;3;5;2;1;1;2;2;4;3;-;40
"150175 Brejo Grande do Araguaia";-;2;-;-;-;-;-;-;1;3;-;-;6
"150178 Breu Branco";8;5;-;5;19;4;2;1;4;11;15;4;78
"150180 Breves";1;-;3;1;-;1;-;1;1;-;-;-;8
"150190 Bujaru";-;1;1;-;-;-;-;-;-;-;-;-;2
"150200 Cachoeira do Arari";-;1;1;-;-;-;-;-;-;-;-;-;2
"150195 Cachoeira do Piriá";9;5;4;8;9;2;4;-;-;2;2;4;49
"150210 Cametá";2;-;1;-;-;-;-;1;2;-;-;-;6
"150215 Canaã dos Carajás";2;-;3;-;-;-;-;-;-;-;-;1;6
"150220 Capanema";-;-;1;-;-;-;-;-;-;-;1;-;2
"150230 Capitão Poço";-;-;1;-;1;-;-;-;-;-;2;-;4
"150240 Castanhal";1;-;-;1;-;-;-;-;-;-;-;1;3
"150250 Chaves";-;1;-;-;-;-;-;-;-;-;-;-;1
"150260 Colares";3;2;-;-;-;1;-;-;1;-;-;-;7
"150270 Conceição do Araguaia";-;1;1;1;1;-;4;4;5;1;-;2;20
"150275 Concórdia do Pará";-;-;2;-;-;-;-;-;-;-;-;-;2
"150276 Cumaru do Norte";3;1;1;-;1;-;-;2;1;5;1;-;15
"150277 Curionópolis";-;1;1;-;-;-;-;2;2;1;-;-;7
"150280 Curralinho";2;3;2;3;1;1;-;-;-;1;3;3;19
"150285 Curuá";-;-;-;-;-;1;-;-;-;1;-;-;2
"150293 Dom Eliseu";4;3;13;11;6;8;9;15;13;13;6;4;105
"150295 Eldorado do Carajás";1;1;-;1;-;-;-;2;1;2;2;2;12
"150300 Faro";-;-;-;-;1;-;-;-;-;-;1;-;2
"150307 Garrafão do Norte";1;1;1;-;1;-;-;1;1;2;-;-;8
"150309 Goianésia do Pará";9;16;17;7;14;12;7;19;30;14;22;10;177
"150310 Gurupá";-;1;-;-;-;-;-;1;-;-;-;2;4
"150320 Igarapé-Açu";-;1;-;-;1;-;-;-;-;1;-;-;3
"150330 Igarapé-Miri";3;5;3;3;3;4;3;5;3;-;5;2;39
"150340 Inhangapi";-;-;1;-;-;-;-;-;-;-;-;-;1
"150345 Ipixuna do Pará";9;10;14;30;17;6;5;4;5;8;5;5;118
"150350 Irituia";-;2;2;-;-;-;1;2;-;-;-;-;7
"150360 Itaituba";21;12;17;13;13;9;8;9;2;7;6;1;118
"150370 Itupiranga";3;3;4;4;4;1;-;1;-;3;1;1;25
"150375 Jacareacanga";2;2;2;-;3;3;-;4;-;2;-;-;18
"150380 Jacundá";1;1;1;-;-;3;-;-;-;3;-;-;9
"150390 Juruti";-;-;2;1;5;4;-;4;1;2;2;3;24
"150400 Limoeiro do Ajuru";-;-;-;-;-;-;-;-;-;-;-;1;1
"150405 Mãe do Rio";-;-;1;1;-;-;-;-;-;-;-;-;2
"150420 Marabá";10;6;12;2;13;7;7;8;8;9;13;2;97
"150442 Marituba";-;-;-;-;1;-;-;-;-;-;-;-;1
"150445 Medicilândia";42;57;50;21;9;7;11;8;1;13;9;12;240
"150450 Melgaço";-;-;-;-;-;-;-;-;-;1;-;-;1
"150460 Mocajuba";3;-;-;-;-;-;-;-;-;-;1;-;4
"150470 Moju";12;15;15;9;6;9;6;4;8;8;4;4;100
"150480 Monte Alegre";18;17;7;6;4;3;3;4;5;5;8;9;89
"150490 Muaná";-;-;1;-;-;-;2;-;-;-;1;-;4
"150495 Nova Esperança do Piriá";5;1;1;-;4;1;-;1;-;-;2;4;19
"150497 Nova Ipixuna";1;-;-;1;-;-;-;-;1;1;1;1;6
"150503 Novo Progresso";10;7;2;7;4;8;2;3;4;8;9;4;68
"150506 Novo Repartimento";21;36;33;20;12;3;-;7;3;9;9;8;161
"150510 Óbidos";8;19;19;18;8;1;6;5;8;13;9;10;124
"150520 Oeiras do Pará";1;2;1;-;-;-;1;1;-;1;5;2;14
"150530 Oriximiná";19;19;8;7;8;6;4;3;10;7;17;15;123
"150540 Ourém";-;-;-;-;1;-;-;-;1;-;-;-;2
"150543 Ourilândia do Norte";-;-;-;-;2;-;2;3;1;1;2;-;11
"150548 Pacajá";7;10;9;6;12;6;9;5;6;5;8;7;90
"150549 Palestina do Pará";-;-;-;-;-;-;-;-;1;-;-;-;1
"150550 Paragominas";24;15;10;9;8;3;6;5;4;16;14;8;122
"150553 Parauapebas";2;3;6;2;6;11;6;6;6;10;8;8;74
"150555 Pau D'Arco";-;-;-;-;1;-;-;2;-;-;-;-;3
"150563 Piçarra";1;-;-;-;-;-;-;-;-;-;-;-;1
"150565 Placas";4;2;7;1;4;-;1;1;4;2;3;2;31
"150580 Portel";28;15;25;12;18;2;4;11;7;9;5;6;142
"150590 Porto de Moz";-;2;-;1;-;-;1;-;2;-;2;-;8
"150600 Prainha";6;2;2;3;2;1;9;5;6;10;3;7;56
"150610 Primavera";-;-;-;-;1;-;2;-;-;-;-;-;3
"150611 Quatipuru";-;-;-;1;-;-;-;-;1;-;-;-;2
"150613 Redenção";1;1;2;-;-;1;2;1;-;1;1;-;10
"150616 Rio Maria";-;-;-;2;-;-;-;1;1;-;2;-;6
"150618 Rondon do Pará";7;4;8;11;12;14;8;11;10;15;3;4;107
"150619 Rurópolis";6;6;5;2;1;2;-;2;-;6;8;-;38
"150620 Salinópolis";-;-;1;-;-;-;-;-;-;-;-;-;1
"150655 Santa Luzia do Pará";1;2;1;2;-;-;-;1;-;1;2;-;10
"150658 Santa Maria das Barreiras";2;-;-;-;1;1;1;3;-;-;1;1;10
"150660 Santa Maria do Pará";-;-;-;-;1;-;-;-;-;-;-;-;1
"150670 Santana do Araguaia";1;1;-;1;1;-;1;6;1;2;4;1;19
"150680 Santarém";19;14;13;5;4;9;10;7;12;10;16;10;129
"150690 Santarém Novo";-;-;1;1;-;-;-;-;-;-;-;-;2
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;-;-;-;-;1;1;2
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;-;-;-;-;1;1
"150715 São Domingos do Araguaia";-;1;-;-;-;-;1;1;-;-;1;-;4
"150720 São Domingos do Capim";1;-;1;1;1;3;1;2;-;-;2;1;13
"150730 São Félix do Xingu";2;6;1;1;1;1;1;4;2;2;7;3;31
"150740 São Francisco do Pará";-;-;1;-;-;-;-;-;-;1;-;-;2
"150745 São Geraldo do Araguaia";1;-;-;-;-;-;1;-;-;3;2;1;8
"150746 São João da Ponta";-;-;-;-;-;1;-;-;-;-;-;-;1
"150750 São João do Araguaia";1;1;-;2;-;-;-;-;-;3;3;1;11
"150760 São Miguel do Guamá";1;-;1;-;-;1;-;-;-;1;-;-;4
"150770 São Sebastião da Boa Vista";-;-;-;-;-;-;-;-;-;1;-;-;1
"150780 Senador José Porfírio";4;2;1;2;1;-;2;-;-;1;-;2;15
"150795 Tailândia";24;17;34;18;10;8;12;11;10;18;17;4;183
"150797 Terra Santa";-;2;-;-;-;-;-;2;-;2;1;-;7
"150800 Tomé-Açu";6;10;34;46;46;23;12;3;3;10;5;5;203
"150803 Tracuateua";-;-;-;-;-;-;2;-;-;-;-;-;2
"150805 Trairão";2;3;5;1;1;1;2;-;-;3;3;4;25
"150808 Tucumã";3;1;2;-;-;-;-;1;-;1;4;2;14
"150810 Tucuruí";2;1;1;-;4;5;-;4;1;1;3;-;22
"150812 Ulianópolis";5;2;4;2;11;2;4;6;12;15;5;6;74
"150815 Uruará";26;18;21;11;11;9;6;4;5;21;8;9;149
"150830 Viseu";10;5;11;6;4;4;-;1;-;-;3;2;46
"150835 Vitória do Xingu";3;3;2;2;1;3;4;1;1;2;1;-;23
"150840 Xinguara";1;-;3;-;1;1;1;-;-;-;2;1;10
"150000 Município ignorado - PA";-;-;-;1;-;-;-;-;-;1;-;-;2
"160010 Amapá";1;1;1;3;-;-;-;-;-;-;2;4;12
"160020 Calçoene";11;27;15;3;5;2;3;6;2;2;10;3;89
"160023 Ferreira Gomes";-;2;1;-;2;-;-;-;1;1;3;-;10
"160025 Itaubal";1;-;-;-;-;-;-;-;-;-;-;1;2
"160027 Laranjal do Jari";16;12;1;12;6;2;4;5;3;5;3;2;71
"160030 Macapá";2;1;2;2;1;2;-;3;1;-;1;3;18
"160040 Mazagão";10;1;3;-;5;4;2;2;2;3;1;5;38
"160050 Oiapoque";7;10;22;9;8;4;6;2;2;3;9;5;87
"160015 Pedra Branca do Amapari";15;14;23;4;3;5;1;4;1;7;17;9;103
"160053 Porto Grande";16;14;5;3;3;-;2;2;2;6;9;7;69
"160055 Pracuúba";1;-;-;-;-;1;1;-;-;-;1;-;4
"160060 Santana";-;4;3;1;4;-;-;-;-;-;1;-;13
"160005 Serra do Navio";24;20;8;4;8;2;1;3;3;8;9;8;98
"160070 Tartarugalzinho";2;2;1;1;2;-;1;-;1;2;14;2;28
"160080 Vitória do Jari";1;1;2;1;3;1;1;1;1;1;-;2;15
"170025 Abreulândia";-;-;-;-;-;1;2;-;4;-;-;-;7
"170030 Aguiarnópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"170040 Almas";-;-;-;-;-;-;-;-;1;2;-;-;3
"170070 Alvorada";-;-;1;-;-;1;-;-;-;-;-;-;2
"170100 Ananás";1;-;-;-;-;1;1;1;-;-;1;-;5
"170110 Aparecida do Rio Negro";-;-;-;-;-;-;1;-;-;1;-;-;2
"170190 Araguacema";2;1;2;1;3;4;5;7;2;-;1;-;28
"170200 Araguaçu";-;-;-;-;2;1;-;-;2;-;1;1;7
"170210 Araguaína";1;1;-;2;3;2;-;2;4;5;4;2;26
"170220 Araguatins";-;-;-;-;-;-;2;1;-;-;1;1;5
"170255 Augustinópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"170270 Aurora do Tocantins";2;-;1;-;1;-;2;3;-;1;-;-;10
"170290 Axixá do Tocantins";-;1;-;-;-;1;2;-;1;-;-;-;5
"170300 Babaçulândia";1;-;-;-;1;-;-;-;-;-;-;1;3
"170307 Barra do Ouro";1;-;-;-;-;-;-;-;-;1;-;-;2
"170310 Barrolândia";-;-;-;-;1;-;-;-;-;-;-;-;1
"170320 Bernardo Sayão";-;-;-;-;-;-;-;-;-;1;-;-;1
"170330 Bom Jesus do Tocantins";-;-;-;-;-;-;-;1;1;1;-;-;3
"170360 Brasilândia do Tocantins";1;-;-;-;-;-;-;-;-;1;1;-;3
"170370 Brejinho de Nazaré";1;-;-;-;-;-;-;-;-;-;-;-;1
"170380 Buriti do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170382 Cachoeirinha";-;-;-;-;1;-;-;1;-;1;-;-;3
"170384 Campos Lindos";-;-;-;-;-;-;-;-;-;-;-;1;1
"170390 Caseara";-;-;-;-;-;-;1;2;1;1;-;-;5
"170410 Centenário";-;-;-;-;-;-;1;-;-;-;2;-;3
"170510 Chapada da Natividade";-;-;-;-;-;-;-;1;-;1;-;-;2
"170460 Chapada de Areia";-;-;-;-;-;-;-;-;-;1;-;-;1
"170550 Colinas do Tocantins";-;-;-;1;-;-;1;-;-;1;-;-;3
"170555 Combinado";-;2;-;-;-;1;-;-;-;-;1;-;4
"170560 Conceição do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"170600 Couto Magalhães";-;-;-;-;-;1;-;-;-;-;-;-;1
"170610 Cristalândia";-;-;1;-;-;-;1;-;-;1;-;-;3
"170625 Crixás do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"170650 Darcinópolis";-;-;-;-;-;-;1;-;1;-;3;-;5
"170700 Dianópolis";-;-;-;-;-;1;1;1;1;-;-;-;4
"170710 Divinópolis do Tocantins";-;-;-;-;1;-;-;1;2;1;-;-;5
"170720 Dois Irmãos do Tocantins";1;1;-;-;1;7;3;1;2;-;-;-;16
"170730 Dueré";-;-;-;-;-;-;1;-;-;-;-;-;1
"170740 Esperantina";1;2;-;1;-;-;-;-;-;-;-;-;4
"170755 Fátima";-;-;-;-;-;-;1;-;-;-;-;-;1
"170765 Figueirópolis";-;-;-;1;-;-;-;-;-;-;-;-;1
"170770 Filadélfia";-;-;-;-;-;-;-;-;1;-;-;-;1
"170820 Formoso do Araguaia";-;-;-;2;-;1;1;-;-;-;-;-;4
"170825 Fortaleza do Tabocão";-;-;-;-;-;-;-;-;1;-;-;-;1
"170830 Goianorte";-;-;-;-;1;-;-;-;-;-;-;-;1
"170900 Goiatins";-;-;-;1;-;-;-;1;1;-;1;-;4
"170930 Guaraí";1;-;1;-;-;1;1;1;1;2;2;2;12
"170950 Gurupi";-;-;3;1;4;-;3;2;-;-;2;1;16
"170980 Ipueiras";-;-;-;-;-;-;-;-;-;-;-;1;1
"171050 Itacajá";-;3;2;1;2;-;-;3;-;1;3;2;17
"171110 Itaporã do Tocantins";-;-;-;-;-;1;-;-;-;-;-;-;1
"171150 Jaú do Tocantins";-;-;-;-;-;-;-;-;-;-;1;1;2
"171190 Lagoa da Confusão";-;-;-;-;2;3;2;1;-;-;1;-;9
"171200 Lajeado";-;-;-;-;-;-;-;1;-;-;-;-;1
"171215 Lavandeira";-;-;-;-;1;-;-;-;-;1;1;-;3
"171250 Marianópolis do Tocantins";-;1;3;6;2;2;-;-;-;-;-;-;14
"171280 Maurilândia do Tocantins";-;2;-;-;-;-;-;1;-;-;1;1;5
"171320 Miracema do Tocantins";-;-;2;1;2;-;1;-;-;3;1;-;10
"171360 Monte do Carmo";-;-;-;-;1;-;2;2;2;1;4;1;13
"171370 Monte Santo do Tocantins";-;-;1;-;-;1;-;-;-;-;-;-;2
"171395 Muricilândia";-;-;-;-;-;3;-;2;-;-;-;-;5
"171420 Natividade";1;-;-;-;-;-;-;-;-;-;-;2;3
"171430 Nazaré";-;-;-;-;-;-;-;-;-;-;-;1;1
"171488 Nova Olinda";-;-;-;1;-;2;-;1;1;-;-;-;5
"171500 Nova Rosalândia";-;-;1;-;-;-;1;-;-;-;-;-;2
"171515 Novo Alegre";1;-;1;-;-;-;-;-;-;-;2;-;4
"171525 Novo Jardim";1;-;1;-;2;-;-;-;-;-;1;1;6
"172100 Palmas";2;-;-;4;3;1;-;2;2;1;1;-;16
"171570 Palmeirante";-;-;2;-;-;-;-;-;-;-;-;-;2
"171575 Palmeirópolis";1;-;1;-;-;1;1;-;-;2;-;-;6
