LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2011
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171800 Porto Alegre do Tocantins";-;-;-;-;-;-;-;-;1;1;1;-;3
"171820 Porto Nacional";-;1;-;-;1;-;-;3;1;-;1;-;7
"171830 Praia Norte";-;-;-;-;-;-;-;-;-;1;1;-;2
"171850 Recursolândia";-;-;-;-;2;-;-;1;-;2;2;3;10
"171855 Riachinho";-;-;-;-;-;-;-;-;-;1;-;1;2
"171865 Rio da Conceição";-;-;-;-;-;-;-;-;-;-;2;-;2
"171870 Rio dos Bois";-;1;-;-;-;-;-;-;-;-;-;-;1
"171875 Rio Sono";-;-;-;-;-;-;1;-;-;-;-;-;1
"171884 Sandolândia";1;-;-;-;-;-;-;1;-;1;-;1;4
"171886 Santa Fé do Araguaia";-;1;-;-;-;-;-;-;-;-;-;-;1
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;1;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";-;-;-;-;-;2;-;-;-;-;-;1;3
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;1;-;-;-;1
"172020 São Miguel do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"172025 São Salvador do Tocantins";-;1;-;-;-;-;-;-;-;-;-;1;2
"172065 Silvanópolis";-;-;-;-;-;-;-;-;-;-;1;-;1
"172080 Sítio Novo do Tocantins";1;-;-;1;-;1;-;-;-;-;-;-;3
"172090 Taguatinga";1;2;1;-;2;-;-;-;-;-;-;3;9
"172110 Tocantínia";1;-;-;-;2;-;-;3;1;2;4;2;15
"172120 Tocantinópolis";-;-;1;-;-;-;-;-;1;-;-;-;2
"172125 Tupirama";-;-;-;-;-;-;1;-;-;-;-;-;1
"172208 Wanderlândia";-;2;1;-;-;-;-;2;1;1;-;-;7
"172210 Xambioá";1;1;-;-;-;-;1;1;-;-;-;-;4
"210005 Açailândia";5;2;1;6;4;2;1;5;3;7;4;5;45
"210010 Afonso Cunha";-;1;-;-;-;-;-;-;-;-;1;-;2
"210020 Alcântara";4;4;2;-;1;1;1;-;1;1;1;2;18
"210030 Aldeias Altas";-;1;-;-;-;1;-;2;4;4;1;1;14
"210040 Altamira do Maranhão";-;-;-;-;-;1;-;-;1;-;-;1;3
"210043 Alto Alegre do Maranhão";1;2;1;3;-;1;-;-;-;-;-;-;8
"210047 Alto Alegre do Pindaré";11;6;4;7;3;-;5;4;8;7;-;2;57
"210050 Alto Parnaíba";-;-;-;-;-;-;2;3;-;-;1;1;7
"210055 Amapá do Maranhão";1;1;2;2;1;-;-;-;-;-;1;-;8
"210060 Amarante do Maranhão";7;3;1;2;4;1;4;3;5;6;15;8;59
"210080 Anapurus";-;3;-;2;1;1;-;2;1;1;6;6;23
"210083 Apicum-Açu";-;-;1;1;-;-;-;-;-;-;-;-;2
"210087 Araguanã";1;1;-;-;-;-;1;1;-;4;2;2;12
"210095 Arame";8;2;7;3;-;-;1;1;3;11;13;8;57
"210110 Axixá";3;1;1;-;1;-;-;-;-;-;2;-;8
"210120 Bacabal";-;-;-;-;1;1;3;-;-;-;-;-;5
"210140 Balsas";2;1;-;1;1;1;1;1;-;-;1;-;9
"210150 Barão de Grajaú";-;-;2;-;-;-;-;-;-;-;-;-;2
"210160 Barra do Corda";-;-;-;2;-;-;-;3;2;1;4;1;13
"210170 Barreirinhas";8;7;4;3;2;2;-;5;6;14;11;13;75
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210173 Belágua";-;2;-;1;-;2;-;1;-;3;1;-;10
"210190 Bequimão";-;-;-;-;-;-;-;-;-;1;1;1;3
"210200 Bom Jardim";5;6;3;2;3;-;1;3;3;10;13;6;55
"210203 Bom Jesus das Selvas";3;3;3;1;2;2;1;5;2;9;7;8;46
"210207 Bom Lugar";-;-;-;1;-;-;-;-;-;-;-;-;1
"210210 Brejo";-;-;-;2;1;-;1;-;-;1;1;2;8
"210215 Brejo de Areia";-;2;4;-;-;1;-;6;12;9;6;-;40
"210220 Buriti";2;1;2;1;2;-;1;1;3;4;2;-;19
"210230 Buriti Bravo";2;2;2;-;-;-;-;2;-;1;1;1;11
"210232 Buriticupu";5;5;2;3;2;4;4;3;2;14;17;8;69
"210235 Buritirana";-;-;-;-;-;-;-;-;-;1;1;-;2
"210237 Cachoeira Grande";1;1;-;2;-;-;-;3;-;-;2;-;9
"210260 Cândido Mendes";1;3;-;-;-;1;-;-;-;-;4;2;11
"210270 Cantanhede";2;1;-;-;-;1;-;-;-;-;1;-;5
"210275 Capinzal do Norte";-;-;1;-;-;-;-;-;-;-;-;-;1
"210280 Carolina";-;1;-;-;1;-;1;-;-;1;-;3;7
"210290 Carutapera";4;2;6;2;1;2;1;2;-;-;1;1;22
"210300 Caxias";7;6;2;1;1;2;1;-;1;1;-;3;25
"210310 Cedral";-;1;1;-;-;-;-;-;1;1;-;2;6
"210312 Central do Maranhão";-;-;-;1;-;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";1;2;3;4;4;-;2;2;2;6;8;4;38
"210317 Centro Novo do Maranhão";-;1;1;2;2;2;-;-;1;3;6;7;25
"210320 Chapadinha";6;7;6;3;5;2;5;2;5;2;7;7;57
"210325 Cidelândia";2;2;3;-;-;-;-;2;-;-;-;-;9
"210330 Codó";8;3;3;4;3;-;1;2;3;6;3;3;39
"210340 Coelho Neto";1;-;-;1;-;-;-;-;-;-;1;-;3
"210350 Colinas";5;4;-;1;3;1;3;4;2;2;4;-;29
"210360 Coroatá";3;-;-;-;-;-;-;-;-;-;-;-;3
"210370 Cururupu";-;2;1;1;-;1;-;-;-;-;-;-;5
"210375 Davinópolis";-;-;-;-;-;-;-;-;-;1;-;-;1
"210380 Dom Pedro";-;1;-;-;-;-;-;-;-;-;-;-;1
"210400 Esperantinópolis";-;-;-;-;-;1;-;-;-;-;-;1;2
"210405 Estreito";-;1;-;-;2;2;-;-;-;-;-;-;5
"210407 Feira Nova do Maranhão";1;-;-;-;-;1;-;-;-;-;-;-;2
"210408 Fernando Falcão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210409 Formosa da Serra Negra";1;-;-;-;1;-;2;1;2;1;1;1;10
"210410 Fortaleza dos Nogueiras";1;-;-;1;1;-;-;-;-;-;-;-;3
"210420 Fortuna";2;-;1;1;-;-;1;-;-;1;-;1;7
"210430 Godofredo Viana";-;2;2;-;1;-;1;-;-;-;-;-;6
"210440 Gonçalves Dias";-;-;-;-;-;-;-;-;1;-;-;-;1
"210450 Governador Archer";-;1;-;-;-;-;-;1;-;-;-;-;2
"210455 Governador Edison Lobão";-;-;-;-;1;-;-;-;1;-;-;-;2
"210460 Governador Eugênio Barros";4;1;-;1;1;1;-;1;-;1;3;-;13
"210465 Governador Newton Bello";-;-;1;-;-;-;-;-;-;-;1;-;2
"210467 Governador Nunes Freire";-;1;12;3;5;-;-;-;1;-;-;-;22
"210470 Graça Aranha";1;-;-;-;-;-;-;-;-;1;-;-;2
"210480 Grajaú";3;3;3;3;-;2;3;3;-;5;5;5;35
"210490 Guimarães";4;2;1;-;2;-;1;1;-;-;1;2;14
"210500 Humberto de Campos";5;-;1;1;1;1;-;-;-;1;1;3;14
"210510 Icatu";-;-;-;1;1;1;-;-;-;-;-;-;3
"210520 Igarapé Grande";-;-;-;-;-;-;-;-;1;-;-;-;1
"210530 Imperatriz";-;-;1;1;3;2;1;1;3;2;-;-;14
"210535 Itaipava do Grajaú";3;3;2;-;-;-;-;-;-;-;-;-;8
"210540 Itapecuru Mirim";1;1;3;1;-;1;-;-;1;-;-;2;10
"210542 Itinga do Maranhão";4;3;2;2;1;5;2;3;7;12;16;5;62
"210545 Jatobá";-;-;1;-;-;1;-;3;1;2;1;-;9
"210547 Jenipapo dos Vieiras";-;1;-;-;-;-;-;1;1;2;-;-;5
"210550 João Lisboa";-;-;-;-;1;-;-;-;-;-;-;1;2
"210560 Joselândia";1;-;1;1;1;-;1;-;1;-;1;1;8
"210565 Junco do Maranhão";1;1;-;-;-;-;-;-;-;-;1;-;3
"210570 Lago da Pedra";4;1;1;-;-;2;5;5;10;6;7;-;41
"210580 Lago do Junco";1;1;1;1;1;-;-;2;3;6;2;-;18
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-;-;-;2;-;-;2
"210596 Lagoa Grande do Maranhão";2;-;-;-;-;2;-;-;-;2;1;1;8
"210598 Lajeado Novo";1;1;-;-;-;-;-;-;-;-;-;1;3
"210600 Lima Campos";-;-;-;-;-;-;-;-;-;-;-;1;1
"210610 Loreto";-;-;-;-;-;-;-;-;-;-;3;-;3
"210620 Luís Domingues";4;-;4;5;2;1;-;-;-;1;-;1;18
"210630 Magalhães de Almeida";-;-;-;-;-;-;-;-;1;-;-;-;1
"210632 Maracaçumé";1;1;-;1;2;-;-;-;-;1;-;-;6
"210635 Marajá do Sena";4;3;2;3;1;1;3;-;5;3;12;5;42
"210637 Maranhãozinho";1;2;1;1;2;2;2;1;1;5;4;6;28
"210640 Mata Roma";4;4;1;3;4;2;1;1;-;1;4;4;29
"210660 Matões";-;3;1;2;1;-;-;-;10;9;-;3;29
"210663 Matões do Norte";1;-;-;-;-;-;-;-;-;-;-;-;1
"210667 Milagres do Maranhão";1;-;1;-;2;1;-;-;-;2;1;-;8
"210670 Mirador";1;1;2;1;-;-;2;-;2;2;2;3;16
"210680 Mirinzal";3;8;-;-;5;1;1;-;-;3;2;-;23
"210690 Monção";-;-;-;-;-;1;-;-;1;1;-;1;4
"210700 Montes Altos";18;4;1;-;1;5;2;54;106;47;49;16;303
"210710 Morros";4;-;-;2;2;-;-;1;-;2;6;1;18
"210720 Nina Rodrigues";8;2;-;2;1;1;1;-;1;-;1;4;21
"210725 Nova Colinas";-;-;-;1;-;1;1;-;-;-;-;-;3
"210735 Nova Olinda do Maranhão";-;-;-;-;2;-;-;1;-;-;2;2;7
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;1;-;-;-;-;1
"210750 Paço do Lumiar";-;-;-;-;-;-;-;1;1;-;-;-;2
"210770 Paraibano";2;1;-;-;1;-;-;2;-;-;2;-;8
"210780 Parnarama";-;1;-;-;3;1;-;-;4;2;1;1;13
"210790 Passagem Franca";1;-;-;-;-;2;-;-;1;-;2;-;6
"210800 Pastos Bons";-;1;-;1;-;-;-;1;-;2;2;1;8
"210805 Paulino Neves";-;-;-;-;-;-;-;-;2;1;2;-;5
"210810 Paulo Ramos";8;6;1;3;1;5;3;5;12;5;11;8;68
"210820 Pedreiras";-;-;-;-;1;-;-;-;-;-;1;-;2
"210825 Pedro do Rosário";2;4;2;4;1;2;3;-;-;-;4;3;25
"210830 Penalva";-;-;-;-;-;-;-;-;-;-;3;1;4
"210845 Peritoró";-;-;-;-;-;1;-;1;2;1;-;1;6
"210850 Pindaré-Mirim";-;-;-;-;-;-;-;-;2;2;1;-;5
"210860 Pinheiro";-;-;-;1;1;2;-;1;-;1;-;2;8
"210870 Pio XII";1;1;-;-;-;-;-;-;-;-;1;-;3
"210880 Pirapemas";-;-;2;-;-;-;-;-;-;1;-;1;4
"210890 Poção de Pedras";-;1;-;-;-;1;-;-;2;-;1;-;5
"210900 Porto Franco";-;1;1;-;-;-;-;1;-;-;-;-;3
"210905 Porto Rico do Maranhão";2;1;-;-;-;-;-;-;-;-;-;-;3
"210910 Presidente Dutra";-;-;-;-;1;-;-;-;-;1;-;-;2
"210923 Presidente Médici";-;-;-;-;-;-;1;-;-;-;-;1;2
"210927 Presidente Sarney";-;-;-;1;-;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";2;6;2;-;2;1;1;2;-;2;6;1;25
"210945 Raposa";-;-;-;-;-;-;-;-;-;-;1;-;1
"210950 Riachão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210955 Ribamar Fiquene";-;-;-;-;-;-;-;1;-;1;-;1;3
"210960 Rosário";1;-;1;-;-;-;-;-;1;-;1;-;4
"210975 Santa Filomena do Maranhão";-;-;-;-;1;-;-;-;-;-;1;-;2
"210990 Santa Inês";1;2;1;-;-;-;-;-;1;-;-;-;5
"211000 Santa Luzia";13;9;13;10;9;5;6;22;30;34;11;7;169
"211003 Santa Luzia do Paruá";9;3;2;2;-;2;1;2;2;7;6;4;40
"211010 Santa Quitéria do Maranhão";1;1;1;4;1;-;1;1;2;2;2;2;18
"211023 Santana do Maranhão";-;-;-;-;-;-;-;-;1;-;-;1;2
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;-;1;1;2
"211030 Santo Antônio dos Lopes";2;-;1;-;1;-;-;-;-;-;1;-;5
"211040 São Benedito do Rio Preto";6;4;5;3;4;-;2;2;1;5;9;4;45
"211060 São Bernardo";2;1;-;1;3;1;-;2;-;1;-;-;11
"211065 São Domingos do Azeitão";-;1;1;1;-;-;-;2;-;8;4;3;20
"211070 São Domingos do Maranhão";1;-;2;1;-;-;1;-;1;-;1;-;7
"211085 São Francisco do Brejão";-;2;-;-;-;-;-;-;1;-;-;-;3
"211102 São João do Carú";3;-;-;-;2;-;2;3;2;6;9;2;29
"211107 São João do Soter";-;-;-;-;-;-;-;1;-;1;-;1;3
"211110 São João dos Patos";3;-;2;-;1;1;2;2;3;2;1;1;18
"211125 São José dos Basílios";-;1;-;-;-;-;-;-;1;-;-;-;2
"211130 São Luís";1;-;-;-;-;-;1;-;-;1;-;1;4
"211153 São Pedro da Água Branca";-;1;-;1;-;-;-;-;1;-;-;-;3
"211160 São Raimundo das Mangabeiras";-;-;-;-;-;1;-;-;-;-;-;-;1
"211167 São Roberto";-;1;1;-;-;-;-;-;-;-;2;1;5
"211170 São Vicente Ferrer";-;-;-;-;-;-;2;-;-;-;-;-;2
"211174 Senador Alexandre Costa";1;1;1;1;-;-;1;1;-;-;-;-;6
"211176 Senador La Rocque";1;-;1;-;1;-;-;-;1;1;-;1;6
"211178 Serrano do Maranhão";-;4;-;1;-;-;1;-;-;-;-;-;6
"211180 Sítio Novo";-;-;-;-;1;-;-;-;-;2;-;-;3
"211190 Sucupira do Norte";1;-;1;-;1;-;-;-;-;-;-;-;3
"211200 Tasso Fragoso";-;-;-;-;-;1;-;-;-;-;-;-;1
"211210 Timbiras";1;1;1;-;-;-;-;-;-;2;5;3;13
"211220 Timon";3;4;3;-;1;6;-;1;1;3;-;2;24
"211223 Trizidela do Vale";-;-;-;-;-;-;-;-;-;1;-;-;1
"211227 Tufilândia";-;1;-;-;-;2;2;1;2;1;-;1;10
"211230 Tuntum";1;1;1;1;-;3;-;-;-;-;1;-;8
"211240 Turiaçu";-;5;6;6;9;3;-;2;1;-;2;1;35
"211245 Turilândia";1;-;-;1;-;-;-;-;-;-;1;-;3
"211250 Tutóia";1;-;2;-;-;-;1;-;-;-;-;-;4
"211260 Urbano Santos";2;12;7;7;5;6;3;2;2;2;6;7;61
"211270 Vargem Grande";1;2;4;-;1;3;-;-;1;-;1;-;13
"211280 Viana";-;-;1;1;-;1;-;1;-;1;5;1;11
"211285 Vila Nova dos Martírios";-;-;-;-;1;-;-;-;-;-;1;-;2
"211300 Vitorino Freire";1;1;-;1;2;-;1;2;5;1;1;2;17
"211400 Zé Doca";13;5;2;4;2;1;-;-;5;9;12;7;60
"220040 Altos";2;4;5;3;3;-;1;2;3;-;2;2;27
"220045 Alvorada do Gurguéia";1;-;-;-;1;-;-;-;-;-;-;-;2
"220115 Baixa Grande do Ribeiro";-;-;-;1;1;-;-;-;-;-;-;-;2
"220120 Barras";-;-;-;-;-;-;-;-;1;-;-;-;1
"220140 Barro Duro";-;-;-;-;-;-;-;-;-;1;-;-;1
"220177 Boa Hora";-;-;1;-;-;-;-;-;-;-;-;-;1
"220205 Cabeceiras do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"220220 Campo Maior";-;-;-;-;1;-;-;-;-;-;-;-;1
"220230 Canto do Buriti";-;-;-;-;1;-;-;-;-;-;-;-;1
"220240 Capitão de Campos";1;3;1;-;1;-;-;-;-;-;-;2;8
"220290 Corrente";-;-;-;-;-;-;-;-;-;-;-;1;1
"220300 Cristalândia do Piauí";-;-;-;-;-;-;-;1;-;-;-;-;1
"220335 Dirceu Arcoverde";-;-;-;-;1;-;-;-;-;-;-;-;1
"220375 Fartura do Piauí";-;1;-;-;-;-;-;-;-;-;-;-;1
"220470 Inhuma";-;-;-;-;-;-;-;-;-;4;2;1;7
"220480 Ipiranga do Piauí";-;-;-;-;-;1;2;-;1;-;-;-;4
"220510 Itaueira";-;-;-;-;-;-;-;-;-;-;-;1;1
"220540 Joaquim Pires";-;-;-;-;1;-;-;-;-;-;-;-;1
"220552 Júlio Borges";-;-;-;-;-;-;1;-;-;-;-;-;1
"220570 Luís Correia";1;-;-;-;-;-;-;-;-;-;-;-;1
"220580 Luzilândia";-;1;1;-;-;-;-;-;-;-;-;-;2
"220635 Milton Brandão";-;-;-;-;-;-;-;-;1;-;-;-;1
"220640 Monsenhor Gil";1;-;-;-;1;-;-;-;-;-;-;-;2
"220660 Monte Alegre do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220680 Nossa Senhora dos Remédios";-;-;-;-;-;-;-;-;1;-;-;-;1
"220720 Padre Marcos";1;-;-;-;-;-;-;-;-;-;-;-;1
"220740 Palmeira do Piauí";-;-;-;-;-;-;-;-;1;-;-;2;3
"220750 Palmeirais";-;-;-;-;-;-;-;-;-;-;2;-;2
"220790 Pedro II";2;-;1;-;1;1;-;2;1;2;2;-;12
"220830 Piracuruca";-;-;-;-;-;-;-;-;1;-;-;-;1
"220850 Porto";1;-;-;-;-;-;-;-;-;-;-;-;1
"220880 Regeneração";-;1;-;-;-;-;-;-;-;-;-;-;1
"220890 Ribeiro Gonçalves";-;-;-;-;-;-;-;2;-;-;-;1;3
"220920 Santa Filomena";-;-;-;-;-;-;-;-;-;1;-;-;1
"221050 São Pedro do Piauí";-;-;-;-;1;-;-;-;-;-;-;-;1
"221060 São Raimundo Nonato";-;-;-;-;-;-;-;-;-;-;-;1;1
"221063 Sebastião Leal";-;-;1;-;-;1;-;-;1;1;-;-;4
"221100 Teresina";6;12;2;3;2;2;3;3;7;8;3;8;59
"221110 União";-;-;-;-;1;-;-;-;-;-;-;-;1
"221120 Uruçuí";-;-;-;-;-;-;-;-;2;-;-;1;3
"230060 Altaneira";-;-;-;-;-;1;-;-;-;-;-;-;1
"230100 Aquiraz";1;1;-;1;-;-;-;-;-;1;-;-;4
"230140 Aratuba";2;1;3;2;8;3;3;-;1;5;8;4;40
"230190 Barbalha";3;5;1;3;4;1;4;11;5;4;7;2;50
"230195 Barreira";1;-;-;-;-;-;-;-;-;-;-;-;1
"230200 Barro";1;-;-;-;-;-;-;-;-;-;-;-;1
"230210 Baturité";1;-;-;-;2;2;1;1;2;-;1;1;11
"230250 Brejo Santo";-;-;-;1;-;-;1;-;-;-;-;-;2
"230290 Capistrano";-;-;1;-;-;-;-;-;-;-;-;-;1
"230310 Cariré";-;-;-;-;-;-;1;-;-;-;1;-;2
"230320 Caririaçu";-;3;-;1;-;-;-;-;-;-;-;1;5
"230340 Carnaubal";-;-;-;-;-;1;-;-;-;-;-;-;1
"230350 Cascavel";-;-;3;-;-;-;-;-;-;-;-;1;4
"230380 Cedro";-;-;-;-;-;-;-;-;-;-;-;1;1
"230400 Coreaú";-;-;1;-;-;-;-;-;-;-;-;-;1
"230420 Crato";3;3;6;2;3;2;4;2;1;8;7;8;49
"230423 Croatá";-;1;1;1;-;-;1;-;1;3;3;3;14
"230428 Eusébio";1;-;-;-;-;-;-;1;-;-;-;1;3
"230430 Farias Brito";-;1;-;-;-;-;-;-;-;-;-;-;1
"230440 Fortaleza";1;-;1;3;1;1;2;2;3;4;4;-;22
"230450 Frecheirinha";1;-;-;1;1;2;-;-;-;1;-;-;6
"230465 Graça";2;-;1;-;-;2;-;-;-;-;1;2;8
"230470 Granja";-;-;-;-;-;1;-;-;-;-;-;-;1
"230490 Groaíras";-;-;-;-;2;-;-;-;-;-;-;-;2
"230495 Guaiúba";-;-;-;1;-;-;-;-;-;-;-;-;1
"230500 Guaraciaba do Norte";-;2;-;3;3;4;2;-;2;4;6;5;31
"230510 Guaramiranga";-;-;1;-;-;-;1;-;1;1;-;1;5
"230523 Horizonte";3;1;-;1;1;-;1;-;1;2;4;1;15
"230530 Ibiapina";4;4;4;1;2;2;1;1;2;4;1;8;34
"230540 Icó";-;-;-;-;-;-;-;-;-;1;1;-;2
"230580 Ipu";2;3;-;-;3;5;2;1;8;4;8;4;40
"230590 Ipueiras";3;-;-;-;-;-;-;2;2;1;2;1;11
"230625 Itaitinga";-;-;-;-;-;-;-;-;1;-;-;-;1
"230630 Itapagé";6;9;3;1;-;-;2;3;-;5;4;4;37
"230640 Itapipoca";1;3;-;2;2;-;1;1;-;-;-;-;10
"230660 Itatira";-;-;1;-;-;-;-;-;-;-;-;-;1
"230710 Jardim";-;-;1;1;-;-;-;1;-;-;2;1;6
"230725 Jijoca de Jericoacoara";-;-;1;-;-;-;-;-;-;-;-;-;1
"230730 Juazeiro do Norte";3;3;-;-;-;2;1;1;1;1;-;3;15
"230765 Maracanaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"230770 Maranguape";1;2;-;4;1;-;1;2;-;-;-;1;12
"230780 Marco";-;1;-;-;-;-;-;-;-;-;-;-;1
"230800 Massapê";-;-;1;2;-;-;-;1;-;-;-;2;6
"230810 Mauriti";-;-;-;-;-;-;1;-;-;-;-;-;1
"230820 Meruoca";5;2;1;-;2;-;-;1;5;5;-;4;25
"230840 Missão Velha";1;-;-;-;-;-;-;1;-;1;2;-;5
"230900 Mucambo";1;-;-;-;-;1;-;-;-;-;-;-;2
"230910 Mulungu";1;1;-;2;1;1;-;-;1;1;1;-;9
"230920 Nova Olinda";1;2;-;-;1;-;-;-;1;-;-;1;6
"230930 Nova Russas";-;-;-;-;-;-;-;-;-;-;-;1;1
"230960 Pacajus";-;1;-;-;-;-;-;-;-;-;-;-;1
"230980 Pacoti";3;10;8;3;2;3;5;3;1;2;2;-;42
"231010 Palmácia";-;-;-;-;2;-;1;1;-;1;-;-;5
"231020 Paracuru";-;-;-;-;-;-;-;-;1;-;-;-;1
"231050 Pedra Branca";-;-;-;-;-;-;-;-;1;-;-;1;2
"231070 Pentecoste";-;-;-;-;1;-;1;-;-;-;-;-;2
"231080 Pereiro";1;3;1;1;1;-;-;-;-;-;-;-;7
"231085 Pindoretama";-;1;1;-;-;-;-;-;-;-;1;-;3
"231095 Pires Ferreira";-;-;-;-;-;2;3;-;-;2;-;-;7
"231110 Porteiras";1;-;1;2;-;-;-;6;2;-;-;-;12
"231160 Redenção";1;-;-;-;-;-;-;-;-;-;-;-;1
"231170 Reriutaba";-;-;-;-;1;-;-;-;-;-;-;-;1
"231195 Salitre";-;1;-;-;-;-;-;-;-;-;-;-;1
"231230 São Benedito";6;6;6;7;3;3;4;3;1;9;4;12;64
"231240 São Gonçalo do Amarante";-;-;-;-;-;-;-;1;-;-;-;-;1
"231290 Sobral";1;2;-;1;-;1;-;-;1;-;-;-;6
"231330 Tauá";1;-;-;-;-;-;-;-;-;-;-;-;1
"231340 Tianguá";4;1;4;2;3;-;1;-;1;-;1;3;20
"231350 Trairi";-;-;-;-;-;-;-;1;-;-;-;-;1
"231360 Ubajara";2;-;1;-;2;-;1;1;-;2;9;3;21
"231375 Umirim";-;-;-;-;-;-;-;1;-;-;-;-;1
"231380 Uruburetama";14;5;3;1;2;1;2;1;1;-;3;6;39
"231400 Várzea Alegre";-;-;-;-;-;-;-;1;-;-;-;-;1
"231410 Viçosa do Ceará";5;6;7;2;4;-;1;3;-;11;18;24;81
"240700 Luís Gomes";-;-;-;-;2;-;-;-;-;-;-;-;2
"240800 Mossoró";-;-;-;-;-;-;-;-;1;-;-;-;1
"241080 Riacho de Santana";-;1;-;-;-;-;-;-;-;-;-;-;1
"241250 São Miguel";1;2;-;-;1;-;-;-;1;-;-;-;5
"250030 Alagoa Grande";-;1;1;-;-;-;-;-;-;-;-;-;2
"250040 Alagoa Nova";1;1;-;-;1;1;-;-;-;1;-;1;6
"250110 Areia";-;-;3;-;-;-;-;1;-;-;-;-;4
"250270 Borborema";-;-;-;-;-;-;-;-;-;-;1;-;1
"250460 Conde";-;-;-;-;-;-;-;-;1;-;-;-;1
"250510 Cuité";-;-;-;-;-;-;-;-;-;1;-;-;1
"250830 Lagoa Seca";-;-;-;-;-;-;1;-;-;-;-;-;1
"250933 Matinhas";-;-;2;-;-;-;-;-;-;-;-;-;2
"251160 Pilões";1;-;1;1;-;-;-;-;-;-;-;-;3
"251203 Poço Dantas";-;-;-;-;-;-;-;-;-;-;1;-;1
"260005 Abreu e Lima";-;-;1;1;-;-;-;-;-;-;-;1;3
"260030 Agrestina";-;-;-;-;-;-;-;-;-;-;1;-;1
"260040 Água Preta";-;-;-;1;1;2;-;-;-;1;-;1;6
"260070 Aliança";-;-;-;-;-;1;-;1;-;-;-;-;2
"260080 Altinho";-;-;1;-;1;1;-;1;1;-;-;-;5
"260090 Amaraji";-;1;2;1;1;1;1;-;1;-;-;-;8
"260105 Araçoiaba";1;-;-;-;-;1;1;3;-;-;-;1;7
"260110 Araripina";-;-;-;-;-;-;-;-;1;-;-;-;1
"260170 Belo Jardim";-;15;2;1;-;-;-;-;-;-;-;-;18
"260200 Bodocó";1;-;-;-;-;-;-;-;-;-;-;-;1
"260210 Bom Conselho";-;-;-;-;-;-;-;1;-;-;-;-;1
"260220 Bom Jardim";1;-;-;-;-;1;-;-;-;-;-;-;2
"260230 Bonito";-;-;2;-;-;-;1;1;-;2;-;-;6
"260260 Brejo da Madre de Deus";1;1;-;1;-;-;-;3;-;1;1;2;10
"260290 Cabo de Santo Agostinho";2;-;-;-;-;-;1;1;-;-;-;-;4
"260300 Cabrobó";-;-;-;-;-;-;1;-;-;-;-;-;1
"260392 Carnaubeira da Penha";1;-;-;-;-;-;-;-;-;-;-;-;1
"260420 Catende";-;1;1;-;4;2;-;-;1;2;-;1;12
"260480 Cortês";-;-;1;1;2;2;1;2;-;-;-;-;9
"260520 Escada";3;5;-;-;1;2;-;3;1;-;-;1;16
"260530 Exu";1;2;-;-;-;2;1;-;-;-;1;1;8
"260560 Flores";-;-;-;-;-;-;-;-;-;1;-;-;1
"260600 Garanhuns";-;-;-;-;-;-;-;1;-;-;-;-;1
"260610 Glória do Goitá";3;-;1;-;-;2;-;-;-;-;-;-;6
"260620 Goiana";-;-;-;-;-;-;-;-;-;-;-;1;1
"260680 Igarassu";2;1;-;2;1;-;-;-;1;-;1;-;8
"260720 Ipojuca";1;2;4;-;-;1;-;2;-;-;1;-;11
"260765 Itambé";-;-;-;-;-;-;-;-;1;-;-;1;2
"260795 Jaqueira";-;1;1;1;4;2;1;-;1;2;1;3;17
"260820 Joaquim Nabuco";-;-;-;-;1;1;-;2;-;-;-;-;4
"260890 Limoeiro";-;-;-;-;-;-;-;-;-;-;1;-;1
"260900 Macaparana";1;1;2;1;-;1;-;1;-;-;-;-;7
"260910 Machados";4;-;-;-;-;-;-;-;-;-;-;-;4
"260920 Maraial";-;-;-;-;-;-;1;-;1;-;-;-;2
"261430 Moreilândia";-;-;-;-;-;-;1;-;1;-;-;-;2
"260940 Moreno";4;8;1;-;2;6;7;2;-;2;4;-;36
"260960 Olinda";-;-;-;-;-;1;-;-;-;-;-;-;1
"260970 Orobó";-;-;-;-;-;-;-;-;1;-;-;-;1
"261000 Palmares";-;2;-;2;1;-;3;2;5;2;-;-;17
"261060 Paudalho";-;-;1;-;1;-;-;-;3;-;-;-;5
