LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2016
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"260280 Buíque";-;-;-;-;-;-;-;-;-;-;-;-;-
"260290 Cabo de Santo Agostinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260300 Cabrobó";-;-;-;-;-;-;-;1;-;-;-;-;1
"260310 Cachoeirinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"260320 Caetés";-;-;-;-;-;-;-;-;-;-;-;-;-
"260330 Calçado";-;-;-;-;-;-;-;-;-;-;-;-;-
"260340 Calumbi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260345 Camaragibe";-;-;-;-;-;-;-;-;16;-;-;-;16
"260350 Camocim de São Félix";-;-;-;-;-;-;-;-;-;-;-;-;-
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260370 Canhotinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260380 Capoeiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"260390 Carnaíba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260392 Carnaubeira da Penha";-;1;-;-;-;-;-;-;-;-;-;-;1
"260400 Carpina";-;-;-;-;-;-;-;-;-;-;-;-;-
"260410 Caruaru";-;-;-;-;-;-;-;-;-;1;-;-;1
"260415 Casinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"260420 Catende";-;-;-;-;-;-;-;-;-;-;-;-;-
"260430 Cedro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260440 Chã de Alegria";-;-;1;-;-;-;-;-;-;-;1;-;2
"260450 Chã Grande";-;-;-;-;-;-;-;-;-;-;-;1;1
"260460 Condado";-;-;-;-;-;-;-;-;-;-;-;-;-
"260470 Correntes";-;-;-;-;-;-;-;-;-;-;-;-;-
"260480 Cortês";1;-;-;1;-;-;-;-;-;-;-;-;2
"260490 Cumaru";-;-;-;-;-;-;-;-;-;-;-;-;-
"260500 Cupira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260510 Custódia";-;-;-;-;-;-;-;-;-;-;-;-;-
"260515 Dormentes";-;-;-;-;-;-;-;-;-;-;-;-;-
"260520 Escada";-;-;-;-;3;-;-;-;-;2;-;-;5
"260530 Exu";1;-;-;-;-;-;-;-;-;-;-;-;1
"260540 Feira Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"260545 Fernando de Noronha";-;-;-;-;-;-;-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"260560 Flores";-;-;-;-;-;-;-;-;-;-;-;-;-
"260570 Floresta";-;-;-;-;-;-;-;-;-;-;-;-;-
"260580 Frei Miguelinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260590 Gameleira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260600 Garanhuns";-;-;-;-;-;-;-;-;-;-;-;-;-
"260610 Glória do Goitá";-;1;-;-;-;-;-;-;-;-;-;-;1
"260620 Goiana";-;-;-;-;-;-;-;-;-;-;-;-;-
"260630 Granito";-;-;-;-;-;-;-;-;-;1;-;-;1
"260640 Gravatá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260650 Iati";-;-;-;-;-;-;-;-;-;-;-;-;-
"260660 Ibimirim";-;-;-;-;-;-;-;-;-;-;-;-;-
"260670 Ibirajuba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260680 Igarassu";-;-;-;-;-;-;-;-;-;-;-;-;-
"260690 Iguaracy";-;-;-;-;-;-;-;-;-;-;-;-;-
"260760 Ilha de Itamaracá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260700 Inajá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260710 Ingazeira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260720 Ipojuca";-;1;-;1;2;-;-;-;-;1;-;1;6
"260730 Ipubi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260740 Itacuruba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260750 Itaíba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260765 Itambé";-;-;-;-;-;-;-;-;-;-;-;-;-
"260770 Itapetim";-;-;-;-;-;-;-;-;-;-;-;-;-
"260775 Itapissuma";-;-;-;-;-;-;-;-;-;-;-;-;-
"260780 Itaquitinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260790 Jaboatão dos Guararapes";2;-;-;-;-;-;-;-;-;-;-;-;2
"260795 Jaqueira";1;-;-;-;-;2;-;-;-;-;-;-;3
"260800 Jataúba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260805 Jatobá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260810 João Alfredo";-;-;-;-;-;-;-;-;-;-;-;-;-
"260820 Joaquim Nabuco";-;1;-;-;-;-;-;-;1;-;-;-;2
"260825 Jucati";-;-;-;-;-;-;-;-;-;-;-;-;-
"260830 Jupi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260840 Jurema";-;-;-;-;-;-;-;-;-;-;-;-;-
"260850 Lagoa de Itaenga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260845 Lagoa do Carro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260860 Lagoa do Ouro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-;-;-;-;-;-;-
"260875 Lagoa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"260880 Lajedo";-;-;-;-;-;-;-;-;-;-;-;-;-
"260890 Limoeiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260900 Macaparana";-;-;-;-;-;-;-;1;-;1;-;2;4
"260910 Machados";-;-;-;-;-;-;-;-;-;-;-;-;-
"260915 Manari";-;-;-;-;-;-;-;-;-;-;-;-;-
"260920 Maraial";-;-;-;-;-;-;-;-;-;-;-;-;-
"260930 Mirandiba";-;-;-;-;-;-;-;-;-;-;-;-;-
"261430 Moreilândia";-;-;-;-;-;-;-;-;-;-;-;-;-
"260940 Moreno";-;1;-;-;-;-;2;2;-;1;-;5;11
"260950 Nazaré da Mata";-;-;-;-;-;-;-;-;-;-;-;-;-
"260960 Olinda";-;-;-;1;-;-;-;-;-;-;-;-;1
"260970 Orobó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260980 Orocó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 Ouricuri";-;-;-;-;-;-;-;-;-;-;-;-;-
"261000 Palmares";-;-;-;-;-;-;1;-;-;-;1;-;2
"261010 Palmeirina";-;-;-;-;-;-;-;-;-;-;-;-;-
"261020 Panelas";-;-;-;-;-;-;-;-;-;-;-;-;-
"261030 Paranatama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261040 Parnamirim";-;-;-;-;-;-;-;-;-;-;-;-;-
"261050 Passira";-;-;-;-;-;-;-;-;-;-;-;-;-
"261060 Paudalho";-;-;-;-;-;-;-;-;-;-;-;-;-
"261070 Paulista";-;-;-;-;-;-;-;-;-;-;-;1;1
"261080 Pedra";-;-;-;-;-;-;-;-;-;-;-;-;-
"261090 Pesqueira";-;-;-;-;-;-;1;-;-;-;-;-;1
"261100 Petrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-
"261110 Petrolina";-;-;-;-;-;-;-;-;-;-;-;-;-
"261120 Poção";-;-;-;-;-;-;-;-;-;-;-;-;-
"261130 Pombos";-;-;-;-;-;-;-;-;-;-;-;-;-
"261140 Primavera";-;-;-;-;-;-;-;-;-;-;-;-;-
"261150 Quipapá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261153 Quixaba";-;-;-;-;-;-;-;-;-;-;-;-;-
"261160 Recife";-;-;-;-;-;-;-;1;2;2;-;-;5
"261170 Riacho das Almas";-;-;-;-;-;-;-;-;-;-;-;-;-
"261180 Ribeirão";1;-;1;1;-;-;-;1;-;-;-;-;4
"261190 Rio Formoso";-;-;-;-;-;-;-;-;-;-;-;-;-
"261200 Sairé";-;-;-;-;-;-;-;-;-;-;-;-;-
"261210 Salgadinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"261220 Salgueiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"261230 Saloá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261240 Sanharó";-;-;-;-;-;-;-;-;-;-;-;-;-
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;-;-;-;-;-;-;-
"261250 Santa Cruz do Capibaribe";-;-;-;-;-;-;-;-;-;-;-;-;-
"261255 Santa Filomena";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 Santa Maria da Boa Vista";-;-;-;-;-;-;-;-;-;-;-;-;-
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261280 Santa Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"261290 São Benedito do Sul";1;-;-;-;1;-;1;-;-;-;-;-;3
"261300 São Bento do Una";-;-;-;-;-;-;-;-;-;-;-;-;-
"261310 São Caitano";-;-;-;-;-;-;-;-;-;-;-;-;-
"261320 São João";-;-;-;-;-;-;-;-;-;-;-;-;-
"261330 São Joaquim do Monte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261340 São José da Coroa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"261350 São José do Belmonte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261360 São José do Egito";-;-;-;-;-;-;-;-;-;-;-;-;-
"261370 São Lourenço da Mata";-;-;-;-;-;-;-;-;-;-;-;-;-
"261380 São Vicente Ferrer";1;-;-;1;1;1;-;1;-;1;-;-;6
"261390 Serra Talhada";-;-;-;-;-;-;-;-;-;-;-;-;-
"261400 Serrita";-;-;-;-;-;-;-;-;-;-;-;-;-
"261410 Sertânia";-;-;-;-;-;-;-;-;-;-;-;-;-
"261420 Sirinhaém";-;2;3;-;2;1;-;1;-;-;1;1;11
"261440 Solidão";-;-;-;-;-;-;-;-;-;-;-;-;-
"261450 Surubim";-;-;-;-;-;-;-;-;-;-;-;-;-
"261460 Tabira";-;-;-;-;-;-;-;-;-;-;-;-;-
"261470 Tacaimbó";-;-;-;-;-;-;-;-;-;-;-;-;-
"261480 Tacaratu";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 Tamandaré";-;-;-;-;-;-;-;-;-;-;-;-;-
"261500 Taquaritinga do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261510 Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"261520 Terra Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"261530 Timbaúba";1;5;-;1;-;-;1;3;4;3;18;1;37
"261540 Toritama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261550 Tracunhaém";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 Trindade";-;-;-;-;-;-;-;-;-;-;-;-;-
"261570 Triunfo";-;-;-;-;-;-;-;-;-;-;-;-;-
"261580 Tupanatinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"261590 Tuparetama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261600 Venturosa";-;-;-;-;-;-;-;-;-;-;-;-;-
"261610 Verdejante";-;-;-;-;-;-;-;-;-;-;-;-;-
"261618 Vertente do Lério";-;-;-;-;-;-;-;-;-;-;-;-;-
"261620 Vertentes";-;-;-;-;-;-;-;-;-;-;-;-;-
"261630 Vicência";2;1;1;-;1;-;-;-;-;2;5;1;13
"261640 Vitória de Santo Antão";-;-;-;1;2;-;-;-;-;-;1;1;5
"261650 Xexéu";2;1;-;1;2;1;-;1;1;-;-;-;9
"260000 Município ignorado - PE";-;-;-;-;-;-;-;-;-;-;-;-;-
"270010 Água Branca";-;-;-;-;-;-;-;-;-;-;-;-;-
"270020 Anadia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270030 Arapiraca";-;-;-;-;-;-;-;-;-;-;-;-;-
"270040 Atalaia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270050 Barra de Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;-;-
"270060 Barra de São Miguel";-;-;-;-;-;-;-;-;-;-;-;-;-
"270070 Batalha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270080 Belém";-;-;-;-;-;-;-;-;-;-;-;-;-
"270090 Belo Monte";-;-;-;-;-;-;-;-;-;-;-;-;-
"270100 Boca da Mata";-;-;-;-;-;-;-;-;-;-;-;-;-
"270110 Branquinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270120 Cacimbinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270130 Cajueiro";-;1;-;-;-;-;-;-;-;-;-;-;1
"270135 Campestre";-;-;-;-;-;-;-;-;-;-;-;-;-
"270140 Campo Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-
"270150 Campo Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270160 Canapi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270170 Capela";-;-;-;-;-;-;-;-;-;-;-;-;-
"270180 Carneiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"270190 Chã Preta";-;-;-;-;-;-;-;-;-;-;-;-;-
"270200 Coité do Nóia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270210 Colônia Leopoldina";-;-;-;-;-;-;-;-;-;3;1;1;5
"270220 Coqueiro Seco";-;-;-;-;-;-;-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270235 Craíbas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270240 Delmiro Gouveia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270250 Dois Riachos";-;-;-;-;-;-;-;-;-;-;-;-;-
"270255 Estrela de Alagoas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270260 Feira Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270270 Feliz Deserto";-;-;-;-;-;-;-;-;-;-;-;-;-
"270280 Flexeiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"270290 Girau do Ponciano";-;-;-;-;-;-;-;-;-;-;-;-;-
"270300 Ibateguara";-;-;-;-;-;-;-;-;-;-;-;-;-
"270310 Igaci";-;-;-;-;-;-;-;-;-;-;-;-;-
"270320 Igreja Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"270330 Inhapi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270340 Jacaré dos Homens";-;-;-;-;-;-;-;-;-;-;-;-;-
"270350 Jacuípe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"270370 Jaramataia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270375 Jequiá da Praia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270380 Joaquim Gomes";-;-;-;2;-;-;1;-;-;-;-;-;3
"270390 Jundiá";-;-;-;-;-;-;-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270410 Lagoa da Canoa";-;-;-;-;-;-;-;-;-;-;-;-;-
"270420 Limoeiro de Anadia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270430 Maceió";-;-;-;-;-;-;-;-;-;-;-;1;1
"270440 Major Isidoro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270490 Mar Vermelho";-;-;-;-;-;-;-;-;-;-;-;-;-
"270450 Maragogi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270460 Maravilha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270470 Marechal Deodoro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270480 Maribondo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270500 Mata Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270510 Matriz de Camaragibe";-;-;-;-;-;1;-;-;-;-;-;-;1
"270520 Messias";-;-;-;-;-;-;-;-;-;-;-;-;-
"270530 Minador do Negrão";-;-;-;-;-;-;-;-;-;-;-;-;-
"270540 Monteirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"270550 Murici";-;1;-;-;-;-;-;-;-;-;-;-;1
"270560 Novo Lino";-;-;-;-;1;-;-;-;2;-;1;-;4
"270570 Olho d'Água das Flores";-;-;-;-;-;-;-;-;-;-;-;-;-
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-;-;-;-;-;-;-
"270590 Olho d'Água Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;-;-;-;-;-;-;-;-;-;-
"270620 Palestina";-;-;-;-;-;-;-;-;-;-;-;-;-
"270630 Palmeira dos Índios";-;-;-;-;-;-;-;3;-;1;-;-;4
"270640 Pão de Açúcar";-;-;-;-;-;-;-;-;-;-;-;-;-
"270642 Pariconha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;-;-;-;-;-;-;-;-;-;-
"270650 Passo de Camaragibe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270660 Paulo Jacinto";-;-;-;-;-;-;-;-;-;-;-;-;-
"270670 Penedo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270680 Piaçabuçu";-;-;-;-;-;-;-;-;-;-;-;-;-
"270690 Pilar";-;-;-;-;-;-;-;-;-;-;-;-;-
"270700 Pindoba";-;-;-;-;-;-;-;-;-;-;-;-;-
"270710 Piranhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270720 Poço das Trincheiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270740 Porto de Pedras";-;-;-;-;-;-;-;-;-;-;-;-;-
"270750 Porto Real do Colégio";-;-;-;-;-;-;-;-;-;-;-;-;-
"270760 Quebrangulo";1;-;-;-;-;-;-;-;-;-;-;1;2
"270770 Rio Largo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270780 Roteiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-
"270800 Santana do Ipanema";-;-;-;-;-;-;-;-;-;-;-;-;-
"270810 Santana do Mundaú";1;-;-;-;-;-;-;-;-;-;-;-;1
"270820 São Brás";-;-;-;-;-;-;-;-;-;-;-;-;-
"270830 São José da Laje";-;-;-;-;-;-;-;-;-;-;-;-;-
"270840 São José da Tapera";-;-;-;-;-;-;-;-;-;-;-;-;-
"270850 São Luís do Quitunde";-;-;-;-;-;-;-;-;-;-;-;-;-
"270860 São Miguel dos Campos";-;-;-;-;-;-;-;-;-;-;-;-;-
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-;-;-;-;-;-;-
"270880 São Sebastião";-;-;-;-;-;-;-;-;-;-;-;-;-
"270890 Satuba";-;-;-;-;-;-;-;-;-;-;-;-;-
"270895 Senador Rui Palmeira";-;-;-;-;-;-;-;-;-;-;-;-;-
"270900 Tanque d'Arca";-;-;-;-;-;-;1;-;-;-;-;-;1
"270910 Taquarana";-;-;-;-;-;-;-;-;-;-;-;-;-
"270915 Teotônio Vilela";-;-;-;-;-;-;-;-;-;-;-;-;-
"270920 Traipu";-;-;-;-;-;-;-;-;-;-;-;-;-
"270930 União dos Palmares";4;2;-;-;1;1;-;-;5;1;1;1;16
"270940 Viçosa";-;1;2;-;1;-;-;-;-;-;-;-;4
"270000 Município ignorado - AL";-;-;-;-;-;-;-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"280020 Aquidabã";-;-;-;-;-;-;-;-;-;-;-;-;-
"280030 Aracaju";-;-;-;-;-;-;-;-;-;-;-;-;-
"280040 Arauá";-;-;-;-;-;-;-;-;-;-;-;-;-
"280050 Areia Branca";-;-;-;-;-;-;-;-;-;-;-;-;-
"280060 Barra dos Coqueiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"280067 Boquim";-;-;-;-;-;-;-;-;-;-;-;-;-
"280070 Brejo Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"280100 Campo do Brito";-;-;-;-;-;-;-;-;-;-;-;-;-
"280110 Canhoba";-;-;-;-;-;-;-;-;-;-;-;-;-
"280120 Canindé de São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"280130 Capela";-;-;-;-;-;-;-;-;-;-;-;-;-
"280140 Carira";-;-;-;-;-;-;-;-;-;-;-;-;-
"280150 Carmópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"280160 Cedro de São João";-;-;-;-;-;-;-;-;-;-;-;-;-
"280170 Cristinápolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"280190 Cumbe";-;-;-;-;-;-;-;-;-;-;-;-;-
"280200 Divina Pastora";-;1;-;-;-;-;-;-;-;-;-;-;1
"280210 Estância";-;-;-;-;-;-;-;-;-;-;-;-;-
"280220 Feira Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"280230 Frei Paulo";-;-;-;-;-;-;-;-;-;-;-;-;-
"280240 Gararu";-;-;-;-;-;-;-;-;-;-;-;-;-
"280250 General Maynard";-;-;-;-;-;-;-;-;-;-;-;-;-
"280260 Gracho Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-
"280270 Ilha das Flores";-;-;-;-;-;-;-;-;-;-;-;-;-
"280280 Indiaroba";-;-;-;-;-;-;-;-;-;-;-;-;-
"280290 Itabaiana";-;-;-;-;-;-;-;-;-;-;-;-;-
"280300 Itabaianinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"280310 Itabi";-;-;-;-;-;-;-;-;-;-;-;-;-
"280320 Itaporanga d'Ajuda";-;-;-;-;-;-;-;-;-;-;-;-;-
"280330 Japaratuba";-;-;-;-;-;-;-;-;-;-;-;-;-
"280340 Japoatã";-;-;-;-;-;-;-;-;-;-;-;-;-
"280350 Lagarto";-;-;-;-;-;-;-;-;-;-;-;-;-
"280360 Laranjeiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"280370 Macambira";-;-;-;-;-;-;-;-;-;-;-;-;-
"280380 Malhada dos Bois";-;-;-;-;-;-;-;-;-;-;-;-;-
"280390 Malhador";-;-;-;-;-;-;-;-;-;-;-;-;-
"280400 Maruim";-;-;-;-;-;-;-;-;-;-;-;-;-
"280410 Moita Bonita";-;-;-;-;-;-;-;-;-;-;-;-;-
"280420 Monte Alegre de Sergipe";-;-;-;-;-;-;-;-;-;-;-;-;-
"280430 Muribeca";-;-;-;-;-;-;-;-;-;-;-;-;-
"280440 Neópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-;-;-;-;-;-;-
"280450 Nossa Senhora da Glória";-;-;-;-;-;-;-;-;-;-;-;-;-
"280460 Nossa Senhora das Dores";-;-;-;-;-;-;-;-;-;-;-;-;-
"280470 Nossa Senhora de Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-
"280480 Nossa Senhora do Socorro";-;-;-;-;-;-;-;-;-;-;-;-;-
"280490 Pacatuba";-;-;-;-;-;-;-;-;-;-;-;-;-
"280500 Pedra Mole";-;-;-;-;-;-;-;-;-;-;-;-;-
"280510 Pedrinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"280520 Pinhão";-;-;-;-;-;-;-;-;-;-;-;-;-
"280530 Pirambu";-;-;-;-;-;-;-;-;-;-;-;-;-
"280540 Poço Redondo";-;-;-;-;-;-;-;-;-;-;-;-;-
"280550 Poço Verde";-;-;-;-;-;-;-;-;-;-;-;-;-
"280560 Porto da Folha";-;-;-;-;-;-;-;-;-;-;-;-;-
"280570 Propriá";-;-;-;-;-;-;-;-;-;-;-;-;-
"280580 Riachão do Dantas";-;-;-;-;-;-;-;-;-;-;-;-;-
"280590 Riachuelo";-;-;-;-;-;-;-;-;-;-;-;-;-
"280600 Ribeirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"280610 Rosário do Catete";-;-;-;-;-;-;-;-;-;-;-;-;-
"280620 Salgado";-;-;-;-;-;-;-;-;-;-;-;-;-
"280630 Santa Luzia do Itanhy";-;-;-;-;-;-;-;-;-;-;-;-;-
"280650 Santa Rosa de Lima";-;-;-;-;-;-;-;-;-;-;-;-;-
"280640 Santana do São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;-;-;-;-;-;-;-
"280670 São Cristóvão";-;-;-;-;-;-;-;-;-;-;-;-;-
"280680 São Domingos";-;-;-;-;-;-;-;-;-;-;-;-;-
"280690 São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";-;-;-;-;-;-;-;-;-;-;-;-;-
"280710 Simão Dias";-;-;-;-;-;-;-;-;-;-;-;-;-
"280720 Siriri";-;-;-;-;-;-;-;-;-;-;-;-;-
"280730 Telha";-;-;-;-;-;-;-;-;-;-;-;-;-
"280740 Tobias Barreto";-;-;-;-;-;-;-;-;-;-;-;-;-
"280750 Tomar do Geru";-;-;-;-;-;-;-;-;-;-;-;-;-
"280760 Umbaúba";-;-;-;-;-;-;-;-;-;-;-;-;-
"280000 Município ignorado - SE";-;-;-;-;-;-;-;-;-;-;-;-;-
"290010 Abaíra";-;-;-;-;-;-;-;-;-;-;-;-;-
"290020 Abaré";-;-;-;-;-;-;-;-;-;-;-;-;-
"290030 Acajutiba";-;-;-;-;-;-;-;-;-;-;-;-;-
"290035 Adustina";-;-;-;-;-;-;-;-;-;-;-;-;-
"290040 Água Fria";-;-;-;-;-;-;-;-;-;-;-;-;-
"290060 Aiquara";-;-;-;-;-;-;-;-;-;-;-;-;-
"290070 Alagoinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"290080 Alcobaça";-;-;-;-;-;-;-;-;-;-;-;-;-
"290090 Almadina";-;-;-;-;-;-;-;-;-;1;-;2;3
"290100 Amargosa";1;1;-;-;-;-;-;-;-;1;-;-;3
"290110 Amélia Rodrigues";-;-;-;-;-;-;-;-;-;-;-;-;-
"290115 América Dourada";-;-;-;-;-;-;-;-;1;-;-;-;1
"290120 Anagé";-;-;-;-;-;-;-;-;-;-;-;-;-
"290130 Andaraí";-;1;-;1;1;-;-;2;-;-;-;-;5
"290135 Andorinha";-;1;-;-;-;-;1;-;-;-;-;-;2
"290140 Angical";-;-;-;-;-;-;-;-;-;-;-;-;-
"290150 Anguera";-;-;-;-;-;-;-;-;-;-;-;-;-
"290160 Antas";-;-;-;-;-;-;-;-;-;-;-;-;-
"290170 Antônio Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-
"290180 Antônio Gonçalves";-;-;1;-;1;-;-;-;-;-;1;-;3
"290190 Aporá";-;-;-;-;-;-;-;-;-;-;-;-;-
"290195 Apuarema";1;1;-;-;-;-;-;-;2;-;-;-;4
"290205 Araças";-;-;-;-;-;-;-;1;-;-;-;-;1
"290200 Aracatu";-;-;-;-;-;-;-;-;-;-;-;-;-
"290210 Araci";-;-;-;-;-;-;-;-;-;-;-;-;-
"290220 Aramari";-;-;-;-;-;-;-;-;-;-;-;-;-
"290225 Arataca";-;1;1;-;1;-;-;-;-;-;-;-;3
"290230 Aratuípe";-;-;-;-;-;-;-;-;-;-;-;-;-
"290240 Aurelino Leal";-;-;-;-;-;1;-;-;-;-;-;-;1
"290250 Baianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"290260 Baixa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"290265 Banzaê";-;-;-;-;-;-;-;-;-;-;-;-;-
"290270 Barra";-;-;-;-;-;-;-;-;-;-;-;-;-
