LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2019
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"251070 Passagem";-;-;-;-;-;-;-;-;-;-;-;-;-
"251080 Patos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251090 Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-
"251100 Pedra Branca";-;-;-;-;-;-;-;-;-;-;-;-;-
"251110 Pedra Lavrada";-;-;-;-;-;-;-;-;-;-;-;-;-
"251120 Pedras de Fogo";-;-;-;-;-;-;-;-;-;-;-;-;-
"251272 Pedro Régis";-;-;-;-;-;-;-;-;-;-;-;-;-
"251130 Piancó";-;-;-;-;-;-;-;-;-;-;-;-;-
"251140 Picuí";-;-;-;-;-;-;-;-;-;-;-;-;-
"251150 Pilar";-;-;-;-;-;-;-;-;-;-;-;-;-
"251160 Pilões";-;1;-;1;-;-;4;1;1;2;3;-;13
"251170 Pilõezinhos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251180 Pirpirituba";-;-;-;-;-;-;-;-;-;-;-;-;-
"251190 Pitimbu";-;-;-;-;-;-;-;-;-;-;-;-;-
"251200 Pocinhos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251203 Poço Dantas";-;-;-;-;-;-;-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;-;-;-;-;-;-;-;-;-;-
"251210 Pombal";-;-;-;-;-;-;-;-;-;-;-;-;-
"251220 Prata";-;-;-;-;-;-;-;-;-;-;-;-;-
"251230 Princesa Isabel";-;-;-;-;-;-;-;-;-;-;-;-;-
"251240 Puxinanã";-;-;-;-;-;-;-;-;-;-;-;-;-
"251250 Queimadas";-;-;-;-;-;-;-;-;-;-;-;-;-
"251260 Quixabá";-;-;-;-;-;-;-;-;-;-;-;-;-
"251270 Remígio";-;-;-;-;-;-;-;-;-;-;-;-;-
"251274 Riachão";-;-;-;-;-;-;-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-;-;-;-;-;-;-
"251276 Riachão do Poço";-;-;-;-;-;-;-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251290 Rio Tinto";-;-;-;-;-;-;-;-;1;-;-;-;1
"251300 Salgadinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"251310 Salgado de São Félix";-;-;-;-;-;-;-;-;-;-;-;-;-
"251315 Santa Cecília";-;-;-;-;-;-;-;-;-;-;-;-;-
"251320 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;-;-;-;-;-;-;-
"251340 Santa Luzia";-;-;-;-;-;-;-;-;-;-;-;-;-
"251370 Santa Rita";-;-;-;-;-;-;-;-;-;-;1;-;1
"251380 Santa Teresinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"251350 Santana de Mangueira";1;-;-;-;-;-;-;-;-;-;-;-;1
"251360 Santana dos Garrotes";-;-;-;-;-;-;-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"251390 São Bento";-;-;-;-;-;-;-;-;-;-;-;-;-
"251396 São Domingos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251394 São Domingos do Cariri";-;-;-;-;-;-;-;-;-;-;-;-;-
"251398 São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"251400 São João do Cariri";-;-;-;-;-;-;-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";-;-;-;-;-;-;-;-;-;-;-;-;-
"251410 São João do Tigre";-;-;-;-;-;-;-;-;-;-;-;-;-
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;-;-;-;-;-;-;-
"251430 São José de Caiana";-;-;-;-;-;-;-;-;-;-;-;-;-
"251440 São José de Espinharas";-;-;-;-;-;-;-;-;-;-;-;-;-
"251450 São José de Piranhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"251455 São José de Princesa";-;-;-;-;-;-;-;-;-;-;-;-;-
"251460 São José do Bonfim";-;-;-;-;-;-;-;-;-;-;-;-;-
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;-;-;-;-;-;-;-;-;-;-;-
"251490 São Mamede";-;-;-;-;-;-;-;-;-;1;-;-;1
"251500 São Miguel de Taipu";-;-;-;-;-;-;-;-;-;-;-;-;-
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-;-;-;-;-;-;-
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"251540 São Vicente do Seridó";-;-;-;-;-;-;-;-;-;-;-;-;-
"251530 Sapé";4;1;-;3;1;-;-;1;-;2;1;1;14
"251550 Serra Branca";-;-;-;-;-;-;-;-;-;-;-;-;-
"251560 Serra da Raiz";-;-;-;-;-;-;-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-;-;-;-;-;-;-
"251590 Serraria";-;-;-;-;-;-;-;-;-;-;-;-;-
"251593 Sertãozinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"251597 Sobrado";-;-;-;-;-;-;-;-;-;-;-;-;-
"251600 Solânea";-;-;-;-;-;-;-;-;-;-;-;-;-
"251610 Soledade";-;-;-;-;-;-;-;-;-;-;-;-;-
"251615 Sossêgo";-;-;-;-;-;-;-;-;-;-;-;-;-
"251620 Sousa";-;-;-;-;-;-;-;-;-;-;-;-;-
"251630 Sumé";-;-;-;-;-;-;-;-;-;-;-;-;-
"251640 Tacima";-;-;-;-;-;-;-;-;-;-;-;-;-
"251650 Taperoá";-;-;-;-;-;-;-;-;-;-;-;-;-
"251660 Tavares";-;-;-;-;-;-;-;-;-;-;-;-;-
"251670 Teixeira";-;-;-;-;-;-;-;-;-;-;-;-;-
"251675 Tenório";-;-;-;-;-;-;-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;-;-;-;-;-;-;-;-;-;-
"251690 Uiraúna";-;-;-;-;-;-;-;-;-;-;-;-;-
"251700 Umbuzeiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"251710 Várzea";-;-;-;-;-;-;-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;-;-;-;-;-;-;-;-;-;-
"251740 Zabelê";-;-;-;-;-;-;-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;-;-;-;-;-;-;-;-;-;-
"260005 Abreu e Lima";-;-;-;-;-;-;-;1;-;-;-;-;1
"260010 Afogados da Ingazeira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260020 Afrânio";-;-;-;-;-;-;-;-;-;-;-;-;-
"260030 Agrestina";-;-;-;-;-;-;-;-;-;-;-;-;-
"260040 Água Preta";-;-;-;-;-;-;-;-;-;-;1;-;1
"260050 Águas Belas";-;-;-;-;-;-;-;-;-;-;-;-;-
"260060 Alagoinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"260070 Aliança";-;-;1;-;2;-;-;-;1;-;1;-;5
"260080 Altinho";-;-;-;-;-;-;1;-;-;-;-;-;1
"260090 Amaraji";-;3;-;-;-;-;-;-;-;-;1;-;4
"260100 Angelim";-;-;-;-;-;-;-;-;-;-;-;-;-
"260105 Araçoiaba";-;-;-;1;-;-;-;-;-;1;-;-;2
"260110 Araripina";-;-;-;-;-;-;-;-;-;-;-;-;-
"260120 Arcoverde";-;-;-;-;-;-;-;-;-;-;-;-;-
"260130 Barra de Guabiraba";-;-;-;2;-;-;-;-;-;-;-;-;2
"260140 Barreiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"260150 Belém de Maria";-;-;-;-;-;-;-;-;-;-;-;-;-
"260160 Belém do São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-
"260170 Belo Jardim";2;-;1;1;-;-;-;1;1;-;-;-;6
"260180 Betânia";-;-;-;-;-;-;-;-;-;-;-;-;-
"260190 Bezerros";-;-;-;-;-;-;-;-;-;-;-;-;-
"260200 Bodocó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260210 Bom Conselho";-;-;-;-;-;-;-;1;-;-;-;-;1
"260220 Bom Jardim";-;-;1;-;-;-;-;-;-;-;-;-;1
"260230 Bonito";1;3;-;1;2;-;-;-;-;-;-;-;7
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;-;-;-
"260250 Brejinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260260 Brejo da Madre de Deus";-;-;-;-;-;-;-;1;-;-;-;-;1
"260270 Buenos Aires";-;-;-;-;-;-;-;-;-;-;-;-;-
"260280 Buíque";-;-;-;-;-;-;-;-;-;-;-;-;-
"260290 Cabo de Santo Agostinho";1;-;2;2;3;1;-;-;-;-;-;1;10
"260300 Cabrobó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260310 Cachoeirinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"260320 Caetés";-;-;-;-;-;-;-;-;-;-;-;-;-
"260330 Calçado";-;-;-;-;-;-;-;-;-;-;-;-;-
"260340 Calumbi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260345 Camaragibe";-;-;-;1;-;-;-;1;-;-;1;-;3
"260350 Camocim de São Félix";-;-;-;-;-;-;-;-;-;-;-;-;-
"260360 Camutanga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260370 Canhotinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260380 Capoeiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"260390 Carnaíba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260392 Carnaubeira da Penha";1;-;-;-;-;-;-;-;-;-;-;-;1
"260400 Carpina";-;-;-;-;-;-;-;1;-;-;-;-;1
"260410 Caruaru";-;-;1;-;1;-;-;-;-;-;-;-;2
"260415 Casinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"260420 Catende";1;-;-;-;-;1;-;-;1;-;-;1;4
"260430 Cedro";-;-;-;-;-;1;-;-;-;-;-;-;1
"260440 Chã de Alegria";1;-;-;-;-;-;-;-;-;-;-;-;1
"260450 Chã Grande";1;-;-;-;-;-;-;-;-;-;-;-;1
"260460 Condado";-;-;-;-;-;-;-;-;-;-;-;-;-
"260470 Correntes";-;-;-;-;-;-;-;-;-;-;-;-;-
"260480 Cortês";-;-;-;-;-;-;-;-;-;-;-;-;-
"260490 Cumaru";-;-;-;-;-;-;-;-;-;-;-;-;-
"260500 Cupira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260510 Custódia";-;-;-;-;-;-;-;-;-;-;-;-;-
"260515 Dormentes";-;-;-;-;-;-;-;-;-;-;-;-;-
"260520 Escada";14;-;-;1;-;1;-;-;-;-;3;3;22
"260530 Exu";-;-;-;-;-;-;-;-;-;-;-;-;-
"260540 Feira Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"260545 Fernando de Noronha";-;-;-;-;-;-;-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"260560 Flores";-;-;-;-;-;-;-;-;-;-;-;-;-
"260570 Floresta";-;-;-;-;1;-;-;-;-;-;-;-;1
"260580 Frei Miguelinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"260590 Gameleira";-;-;-;-;-;-;-;-;-;-;-;-;-
"260600 Garanhuns";-;-;-;-;-;-;-;-;-;-;-;-;-
"260610 Glória do Goitá";-;1;2;-;-;-;-;-;-;-;-;-;3
"260620 Goiana";-;-;1;-;-;-;-;-;-;-;-;-;1
"260630 Granito";-;-;-;-;-;-;-;-;-;-;-;-;-
"260640 Gravatá";-;-;-;-;-;-;-;-;1;-;-;-;1
"260650 Iati";-;-;-;-;-;-;-;-;-;-;-;-;-
"260660 Ibimirim";-;-;-;-;-;-;-;-;-;-;-;-;-
"260670 Ibirajuba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260680 Igarassu";-;-;-;-;-;-;-;-;-;1;-;-;1
"260690 Iguaracy";-;-;-;-;-;-;-;-;-;-;-;-;-
"260760 Ilha de Itamaracá";1;-;-;-;-;-;-;-;-;-;-;-;1
"260700 Inajá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260710 Ingazeira";-;-;-;-;-;-;-;1;-;-;-;-;1
"260720 Ipojuca";9;2;2;1;2;-;1;-;-;-;-;1;18
"260730 Ipubi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260740 Itacuruba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260750 Itaíba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260765 Itambé";-;-;-;-;-;-;-;-;-;-;-;-;-
"260770 Itapetim";-;-;-;-;-;-;-;-;-;-;-;-;-
"260775 Itapissuma";-;-;1;-;-;-;-;-;-;1;-;-;2
"260780 Itaquitinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260790 Jaboatão dos Guararapes";-;-;-;-;-;-;-;1;-;-;-;-;1
"260795 Jaqueira";1;1;-;-;-;-;-;-;1;-;-;-;3
"260800 Jataúba";-;-;-;-;-;-;-;-;-;-;-;-;-
"260805 Jatobá";-;-;-;-;-;-;-;-;-;-;-;-;-
"260810 João Alfredo";-;-;-;1;-;1;-;-;-;-;-;-;2
"260820 Joaquim Nabuco";-;-;1;-;-;-;1;-;-;-;-;-;2
"260825 Jucati";-;-;-;-;-;-;-;-;-;-;-;-;-
"260830 Jupi";-;-;-;-;-;-;-;-;-;-;-;-;-
"260840 Jurema";-;-;-;-;-;-;-;-;-;-;-;-;-
"260850 Lagoa de Itaenga";-;-;-;-;-;-;-;-;-;-;-;-;-
"260845 Lagoa do Carro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260860 Lagoa do Ouro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260870 Lagoa dos Gatos";-;-;-;2;-;-;-;-;-;-;-;-;2
"260875 Lagoa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"260880 Lajedo";-;-;-;-;-;-;-;-;-;-;-;-;-
"260890 Limoeiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"260900 Macaparana";1;-;-;-;1;1;-;2;2;2;-;-;9
"260910 Machados";-;-;-;1;-;-;-;-;-;-;-;-;1
"260915 Manari";-;-;-;-;-;-;-;-;-;-;-;-;-
"260920 Maraial";-;-;-;-;-;-;-;-;-;-;-;-;-
"260930 Mirandiba";-;-;-;-;-;1;-;-;-;-;-;-;1
"261430 Moreilândia";-;-;-;-;-;-;-;-;-;-;-;-;-
"260940 Moreno";-;1;-;1;1;1;2;1;1;-;-;1;9
"260950 Nazaré da Mata";-;-;-;-;-;-;-;-;-;-;-;-;-
"260960 Olinda";-;-;-;-;-;-;-;-;-;-;-;-;-
"260970 Orobó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260980 Orocó";-;-;-;-;-;-;-;-;-;-;-;-;-
"260990 Ouricuri";-;-;-;-;-;-;-;-;-;-;-;-;-
"261000 Palmares";-;-;-;-;-;-;-;-;-;-;-;-;-
"261010 Palmeirina";-;-;-;-;1;-;1;-;-;-;1;-;3
"261020 Panelas";-;-;-;-;-;-;-;-;-;-;-;-;-
"261030 Paranatama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261040 Parnamirim";-;-;-;-;-;-;-;-;-;-;-;-;-
"261050 Passira";-;-;-;-;-;-;-;-;-;-;-;-;-
"261060 Paudalho";-;1;-;-;-;-;-;-;2;2;5;-;10
"261070 Paulista";-;-;1;-;-;-;-;-;-;-;-;-;1
"261080 Pedra";-;-;-;-;-;-;-;-;-;-;-;-;-
"261090 Pesqueira";-;-;-;-;-;-;-;-;-;-;-;-;-
"261100 Petrolândia";-;-;-;-;-;-;-;-;-;-;-;-;-
"261110 Petrolina";-;1;-;-;-;-;-;-;-;-;-;-;1
"261120 Poção";-;-;-;-;-;-;-;-;-;-;-;-;-
"261130 Pombos";-;-;-;-;-;-;-;-;-;-;-;-;-
"261140 Primavera";-;-;-;-;-;-;-;-;-;-;-;-;-
"261150 Quipapá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261153 Quixaba";-;-;-;-;-;-;-;-;-;-;-;-;-
"261160 Recife";2;-;-;-;1;2;-;-;1;-;1;1;8
"261170 Riacho das Almas";-;-;-;-;-;-;-;-;-;-;-;-;-
"261180 Ribeirão";-;-;-;-;-;-;-;-;-;-;-;-;-
"261190 Rio Formoso";-;-;-;-;-;-;-;-;-;-;-;-;-
"261200 Sairé";-;-;-;-;-;-;-;-;-;-;-;-;-
"261210 Salgadinho";-;-;-;-;-;-;-;-;-;-;-;-;-
"261220 Salgueiro";-;-;-;-;-;-;1;-;-;-;-;-;1
"261230 Saloá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261240 Sanharó";-;-;-;-;-;-;-;-;-;-;-;-;-
"261245 Santa Cruz";-;-;-;-;-;-;-;-;-;-;-;-;-
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;-;-;-;-;-;-;-
"261250 Santa Cruz do Capibaribe";-;-;-;-;-;-;-;-;-;-;-;-;-
"261255 Santa Filomena";-;-;-;-;-;-;-;-;-;-;-;-;-
"261260 Santa Maria da Boa Vista";-;1;-;-;-;-;-;-;1;-;-;-;2
"261270 Santa Maria do Cambucá";-;-;-;-;-;-;-;-;-;-;-;-;-
"261280 Santa Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"261290 São Benedito do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-
"261300 São Bento do Una";-;-;-;-;-;-;-;-;-;-;-;-;-
"261310 São Caitano";-;-;-;1;-;-;-;-;-;-;-;-;1
"261320 São João";-;-;-;-;-;-;-;-;-;-;-;-;-
"261330 São Joaquim do Monte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261340 São José da Coroa Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"261350 São José do Belmonte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261360 São José do Egito";-;-;-;-;-;-;-;-;-;-;-;-;-
"261370 São Lourenço da Mata";-;-;-;-;-;-;-;1;-;-;2;-;3
"261380 São Vicente Ferrer";-;-;-;-;-;-;-;-;-;-;-;2;2
"261390 Serra Talhada";-;-;-;-;-;-;-;2;-;-;-;-;2
"261400 Serrita";-;-;-;-;-;-;-;-;-;-;-;-;-
"261410 Sertânia";-;-;-;-;-;-;-;-;-;-;-;-;-
"261420 Sirinhaém";-;1;2;-;-;-;-;-;4;1;-;-;8
"261440 Solidão";-;-;-;-;-;-;-;-;-;-;-;-;-
"261450 Surubim";-;-;-;-;-;-;-;-;-;-;-;-;-
"261460 Tabira";-;-;-;-;-;-;-;-;-;-;-;-;-
"261470 Tacaimbó";-;-;-;-;-;-;-;-;-;-;-;-;-
"261480 Tacaratu";-;-;-;-;-;-;-;-;-;-;-;-;-
"261485 Tamandaré";-;-;-;-;-;-;-;-;1;-;-;-;1
"261500 Taquaritinga do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-
"261510 Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"261520 Terra Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"261530 Timbaúba";4;3;-;7;1;-;1;-;2;-;-;-;18
"261540 Toritama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261550 Tracunhaém";-;-;-;-;-;-;-;-;-;-;-;-;-
"261560 Trindade";-;-;-;-;-;-;-;-;-;-;-;-;-
"261570 Triunfo";2;-;-;-;-;-;-;-;-;-;-;-;2
"261580 Tupanatinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"261590 Tuparetama";-;-;-;-;-;-;-;-;-;-;-;-;-
"261600 Venturosa";-;-;-;-;-;-;-;-;-;-;-;-;-
"261610 Verdejante";-;-;-;-;-;-;-;-;-;-;-;-;-
"261618 Vertente do Lério";-;-;-;-;-;-;-;-;-;-;-;-;-
"261620 Vertentes";-;-;-;-;-;-;-;-;-;-;-;-;-
"261630 Vicência";-;1;-;-;-;1;-;-;-;1;-;-;3
"261640 Vitória de Santo Antão";-;-;5;1;4;1;2;2;-;-;2;-;17
"261650 Xexéu";-;1;2;1;1;-;2;-;2;-;1;-;10
"260000 Município ignorado - PE";-;-;-;-;-;-;-;-;-;-;-;-;-
"270010 Água Branca";-;-;-;-;-;-;-;-;-;-;-;-;-
"270020 Anadia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270030 Arapiraca";-;-;-;-;-;-;-;-;-;-;1;-;1
"270040 Atalaia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270050 Barra de Santo Antônio";-;-;-;-;-;-;-;-;-;-;-;-;-
"270060 Barra de São Miguel";-;-;-;-;-;-;-;-;-;-;-;1;1
"270070 Batalha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270080 Belém";-;-;-;-;-;-;-;-;-;-;-;-;-
"270090 Belo Monte";-;-;-;-;-;-;-;-;-;-;1;-;1
"270100 Boca da Mata";1;-;-;-;-;-;-;-;-;-;-;-;1
"270110 Branquinha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270120 Cacimbinhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270130 Cajueiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270135 Campestre";-;-;-;-;-;-;-;-;-;-;-;-;-
"270140 Campo Alegre";1;4;1;1;1;2;-;-;-;-;-;-;10
"270150 Campo Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270160 Canapi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270170 Capela";-;-;-;-;-;-;-;-;-;-;-;-;-
"270180 Carneiros";-;-;-;-;-;-;-;-;-;-;-;-;-
"270190 Chã Preta";-;-;-;-;-;-;-;-;-;-;-;-;-
"270200 Coité do Nóia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270210 Colônia Leopoldina";-;3;1;1;4;-;2;-;-;-;1;1;13
"270220 Coqueiro Seco";-;-;-;-;-;-;-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270235 Craíbas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270240 Delmiro Gouveia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270250 Dois Riachos";-;-;-;-;-;-;-;-;-;-;-;-;-
"270255 Estrela de Alagoas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270260 Feira Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270270 Feliz Deserto";-;-;-;-;-;-;-;-;-;-;-;-;-
"270280 Flexeiras";-;-;-;-;-;1;-;-;-;-;-;-;1
"270290 Girau do Ponciano";-;-;-;-;-;-;-;-;-;-;-;-;-
"270300 Ibateguara";-;-;-;-;-;-;-;-;-;-;-;-;-
"270310 Igaci";-;-;-;-;-;-;-;-;-;-;-;-;-
"270320 Igreja Nova";-;-;-;-;-;-;-;-;-;-;-;-;-
"270330 Inhapi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270340 Jacaré dos Homens";-;-;-;-;-;-;-;-;-;-;-;-;-
"270350 Jacuípe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;-;-;-;-;-;-;-;-;-;-
"270370 Jaramataia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270375 Jequiá da Praia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270380 Joaquim Gomes";1;2;2;1;-;-;-;-;-;-;4;1;11
"270390 Jundiá";-;-;-;-;-;-;-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270410 Lagoa da Canoa";-;-;-;-;-;-;-;-;-;-;-;-;-
"270420 Limoeiro de Anadia";-;-;-;-;-;-;-;-;-;-;-;-;-
"270430 Maceió";-;-;-;-;-;-;-;-;-;-;-;-;-
"270440 Major Isidoro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270490 Mar Vermelho";-;-;-;-;-;-;-;-;-;-;-;-;-
"270450 Maragogi";-;-;-;-;-;-;-;-;-;-;-;-;-
"270460 Maravilha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270470 Marechal Deodoro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270480 Maribondo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270500 Mata Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270510 Matriz de Camaragibe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270520 Messias";-;-;-;-;-;-;-;-;-;-;-;1;1
"270530 Minador do Negrão";-;-;-;-;-;-;-;-;-;-;-;-;-
"270540 Monteirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-
"270550 Murici";-;-;-;-;-;-;-;-;-;-;-;-;-
"270560 Novo Lino";1;-;-;-;3;-;-;-;-;-;2;-;6
"270570 Olho d'Água das Flores";-;-;-;-;-;-;-;-;-;-;-;-;-
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-;-;-;-;-;-;-
"270590 Olho d'Água Grande";-;-;-;-;-;-;-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;-;-;-;-;-;-;-;-;-;-
"270620 Palestina";-;-;-;-;-;-;-;-;-;-;-;-;-
"270630 Palmeira dos Índios";2;-;1;-;1;1;-;2;-;-;-;1;8
"270640 Pão de Açúcar";-;-;-;-;-;-;-;-;-;-;-;-;-
"270642 Pariconha";-;-;-;-;-;-;-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;-;-;-;-;-;-;-;-;-;-
"270650 Passo de Camaragibe";-;-;-;-;-;-;-;-;-;-;-;-;-
"270660 Paulo Jacinto";-;-;-;-;-;-;-;-;-;-;-;-;-
"270670 Penedo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270680 Piaçabuçu";-;-;-;-;-;-;-;-;-;-;-;-;-
"270690 Pilar";-;-;-;-;-;-;-;-;-;-;-;-;-
"270700 Pindoba";-;-;-;-;-;-;-;-;-;-;-;-;-
"270710 Piranhas";-;-;-;-;-;-;-;-;-;-;-;-;-
"270720 Poço das Trincheiras";-;-;-;-;-;-;-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270740 Porto de Pedras";-;-;-;-;-;-;-;-;-;-;-;-;-
"270750 Porto Real do Colégio";-;-;-;-;-;-;-;-;-;-;-;-;-
"270760 Quebrangulo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270770 Rio Largo";-;-;-;-;-;-;-;-;-;-;-;-;-
"270780 Roteiro";-;-;-;-;-;-;-;-;-;-;-;-;-
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-
"270800 Santana do Ipanema";-;-;-;-;-;-;-;-;-;-;-;-;-
"270810 Santana do Mundaú";-;-;-;-;-;-;-;-;-;-;-;-;-
"270820 São Brás";-;-;-;-;-;-;-;-;-;-;-;-;-
"270830 São José da Laje";1;-;1;3;1;-;2;-;-;-;-;-;8
"270840 São José da Tapera";-;-;-;-;-;-;-;-;-;-;-;-;-
"270850 São Luís do Quitunde";-;-;-;-;-;-;-;-;-;-;-;-;-
"270860 São Miguel dos Campos";-;-;-;-;-;-;-;-;-;-;-;-;-
