LEISHMANIOSE TEGUMENTAR AMERICANA - Casos confirmados Notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município Infecção  e Mês Diagnóstico
Período:2015
"Município Infecção ";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"171790 Ponte Alta do Tocantins";-;1;-;-;1;-;-;-;2;1;2;2;9
"171800 Porto Alegre do Tocantins";-;-;1;-;-;-;1;-;-;1;-;1;4
"171820 Porto Nacional";2;-;2;1;2;-;2;2;3;1;1;1;17
"171850 Recursolândia";-;-;1;-;-;-;-;2;-;2;-;-;5
"171855 Riachinho";-;2;-;-;-;-;-;2;-;-;-;1;5
"171865 Rio da Conceição";-;1;-;-;-;1;-;-;-;-;-;-;2
"171870 Rio dos Bois";-;1;1;-;1;-;-;-;-;-;-;-;3
"171875 Rio Sono";1;-;-;-;-;-;-;-;1;-;-;-;2
"171884 Sandolândia";-;1;-;-;-;1;-;1;2;2;3;1;11
"171888 Santa Maria do Tocantins";-;-;-;-;-;1;2;-;-;-;-;-;3
"171889 Santa Rita do Tocantins";1;-;-;-;-;-;-;-;-;-;-;-;1
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;1;-;-;1;-;2
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;-;1;-;-;1;2
"172000 Santa Terezinha do Tocantins";-;-;1;-;-;-;-;-;-;-;-;-;1
"172010 São Bento do Tocantins";-;-;1;1;1;1;1;3;-;1;1;3;13
"172020 São Miguel do Tocantins";-;1;-;-;1;-;1;-;3;1;2;1;10
"172030 São Sebastião do Tocantins";1;-;-;-;-;-;-;-;-;-;-;1;2
"172065 Silvanópolis";-;1;-;1;-;-;1;3;-;-;-;-;6
"172080 Sítio Novo do Tocantins";-;1;1;-;-;-;-;1;-;-;-;-;3
"172090 Taguatinga";2;-;2;-;-;2;1;-;1;-;2;-;10
"172093 Taipas do Tocantins";-;1;-;-;-;-;-;-;-;-;-;-;1
"172110 Tocantínia";1;1;-;4;3;5;4;2;1;3;-;-;24
"172120 Tocantinópolis";1;1;-;-;-;-;1;1;1;2;-;2;9
"172130 Tupiratins";1;-;-;-;1;-;-;-;-;-;-;-;2
"172208 Wanderlândia";-;-;-;2;-;-;1;-;1;1;1;-;6
"172210 Xambioá";-;-;1;2;1;1;-;-;-;1;-;-;6
"210005 Açailândia";2;4;5;3;8;2;1;5;5;5;14;6;60
"210010 Afonso Cunha";-;-;-;1;-;-;-;-;-;-;-;-;1
"210020 Alcântara";-;-;-;-;-;-;-;-;2;3;5;2;12
"210030 Aldeias Altas";-;-;1;2;-;-;1;1;1;3;8;1;18
"210040 Altamira do Maranhão";-;-;-;-;-;-;1;-;-;-;2;-;3
"210047 Alto Alegre do Pindaré";6;5;3;2;2;2;3;3;4;2;5;3;40
"210050 Alto Parnaíba";-;-;1;-;-;-;-;-;-;-;-;-;1
"210055 Amapá do Maranhão";-;1;2;-;1;-;-;-;-;-;-;-;4
"210060 Amarante do Maranhão";6;4;2;1;-;4;3;11;11;4;7;2;55
"210070 Anajatuba";-;-;1;-;-;-;-;-;-;-;-;-;1
"210080 Anapurus";2;1;1;-;-;1;-;-;3;-;1;-;9
"210087 Araguanã";1;1;-;1;2;-;1;-;2;1;3;-;12
"210095 Arame";-;1;1;-;1;1;2;1;7;2;2;3;21
"210110 Axixá";3;1;1;5;3;-;1;1;-;1;1;1;18
"210120 Bacabal";-;-;-;1;-;-;-;-;1;-;-;-;2
"210140 Balsas";2;3;-;-;2;1;-;1;1;1;-;2;13
"210160 Barra do Corda";5;3;6;3;-;-;1;-;-;3;-;5;26
"210170 Barreirinhas";11;3;2;5;2;3;4;1;5;6;9;2;53
"210177 Bela Vista do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"210173 Belágua";-;1;-;-;-;-;-;-;1;1;9;7;19
"210190 Bequimão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210197 Boa Vista do Gurupi";-;-;-;-;-;-;-;-;1;1;-;1;3
"210200 Bom Jardim";6;5;-;2;2;2;-;2;-;1;3;-;23
"210203 Bom Jesus das Selvas";3;2;1;-;-;1;-;1;-;2;-;3;13
"210207 Bom Lugar";-;-;-;-;-;-;-;-;-;1;-;-;1
"210210 Brejo";2;1;-;3;1;3;2;-;-;1;-;-;13
"210215 Brejo de Areia";-;-;-;-;1;-;-;-;-;5;4;2;12
"210220 Buriti";1;2;1;1;-;1;-;-;-;1;1;1;9
"210230 Buriti Bravo";2;-;-;1;1;-;-;-;3;-;-;-;7
"210232 Buriticupu";3;4;4;1;1;2;-;4;3;7;5;3;37
"210235 Buritirana";-;-;-;1;-;-;-;-;-;-;-;-;1
"210237 Cachoeira Grande";1;-;-;2;-;-;1;-;-;-;3;1;8
"210255 Campestre do Maranhão";-;1;-;-;1;-;-;-;-;-;-;-;2
"210260 Cândido Mendes";8;5;4;7;2;1;-;1;1;-;-;4;33
"210270 Cantanhede";3;2;1;3;-;1;-;-;-;1;1;-;12
"210275 Capinzal do Norte";-;1;-;1;1;-;-;-;-;-;-;-;3
"210280 Carolina";1;1;-;1;1;1;1;1;1;-;1;-;9
"210290 Carutapera";1;2;7;4;1;-;1;1;-;-;-;-;17
"210300 Caxias";-;1;5;3;4;6;1;3;2;2;-;2;29
"210310 Cedral";1;-;-;-;-;-;-;-;-;-;-;-;1
"210315 Centro do Guilherme";1;1;1;-;-;1;-;-;-;-;-;-;4
"210317 Centro Novo do Maranhão";1;3;3;2;1;-;1;3;-;1;2;1;18
"210320 Chapadinha";8;2;6;2;5;1;2;8;1;3;6;3;47
"210325 Cidelândia";1;-;3;-;-;1;1;-;1;1;1;-;9
"210330 Codó";3;3;3;1;1;2;2;3;4;3;4;4;33
"210340 Coelho Neto";-;1;-;-;-;-;1;2;-;-;-;-;4
"210350 Colinas";5;1;2;3;1;1;2;5;-;1;2;2;25
"210360 Coroatá";-;1;2;1;-;1;1;1;-;-;-;-;7
"210370 Cururupu";1;1;3;1;-;-;-;1;-;1;-;1;9
"210375 Davinópolis";-;-;-;1;1;-;-;1;-;-;1;-;4
"210380 Dom Pedro";-;-;-;-;-;-;-;-;-;-;1;-;1
"210390 Duque Bacelar";-;-;-;-;-;-;-;1;-;-;-;-;1
"210400 Esperantinópolis";-;1;-;-;-;-;-;1;-;-;1;-;3
"210405 Estreito";-;-;-;-;-;-;1;-;-;-;-;-;1
"210407 Feira Nova do Maranhão";1;1;1;1;-;-;-;-;-;-;-;2;6
"210408 Fernando Falcão";-;-;-;-;-;-;-;-;-;-;-;1;1
"210409 Formosa da Serra Negra";-;1;2;1;1;1;-;-;1;1;-;-;8
"210410 Fortaleza dos Nogueiras";-;-;-;-;-;1;1;-;1;-;-;-;3
"210420 Fortuna";1;-;-;-;-;-;-;-;-;-;-;-;1
"210430 Godofredo Viana";1;1;3;-;2;-;1;-;-;1;1;4;14
"210440 Gonçalves Dias";-;-;-;1;-;-;-;1;-;-;-;-;2
"210455 Governador Edison Lobão";1;-;-;-;-;-;-;-;-;-;-;-;1
"210460 Governador Eugênio Barros";1;-;-;-;-;2;-;-;-;-;-;-;3
"210465 Governador Newton Bello";1;-;-;-;-;-;-;-;-;1;-;-;2
"210467 Governador Nunes Freire";5;-;4;-;5;-;2;-;-;3;1;2;22
"210480 Grajaú";3;4;1;2;1;1;5;2;1;2;1;2;25
"210490 Guimarães";2;1;-;1;-;-;-;1;-;-;-;-;5
"210500 Humberto de Campos";7;-;-;-;-;-;1;1;-;-;1;1;11
"210510 Icatu";-;-;-;-;-;1;-;2;-;-;-;-;3
"210515 Igarapé do Meio";1;-;-;-;-;-;-;-;1;-;-;-;2
"210520 Igarapé Grande";-;-;-;-;-;-;-;1;-;-;-;-;1
"210530 Imperatriz";-;-;-;2;1;1;-;3;-;3;-;1;11
"210535 Itaipava do Grajaú";-;-;-;1;-;1;2;-;-;-;-;-;4
"210540 Itapecuru Mirim";4;1;2;1;1;-;1;-;-;1;3;5;19
"210542 Itinga do Maranhão";1;-;6;-;4;5;3;2;7;4;1;4;37
"210545 Jatobá";1;-;1;-;-;-;-;-;-;-;3;-;5
"210550 João Lisboa";-;-;-;1;-;1;-;1;2;1;1;1;8
"210560 Joselândia";-;-;-;-;-;-;-;-;-;-;-;1;1
"210565 Junco do Maranhão";-;-;-;-;-;-;1;-;-;-;-;-;1
"210570 Lago da Pedra";2;-;2;2;1;5;5;1;1;-;-;-;19
"210580 Lago do Junco";-;-;-;-;-;1;-;-;-;1;1;-;3
"210594 Lago dos Rodrigues";-;-;-;-;-;-;-;3;-;-;-;-;3
"210590 Lago Verde";-;-;1;-;-;-;-;-;-;-;-;-;1
"210592 Lagoa do Mato";-;1;-;-;-;-;1;1;-;-;-;-;3
"210596 Lagoa Grande do Maranhão";-;-;-;-;-;-;-;-;-;1;1;-;2
"210598 Lajeado Novo";-;-;1;-;1;1;-;1;3;1;-;-;8
"210600 Lima Campos";-;-;-;-;1;1;-;-;-;-;-;-;2
"210610 Loreto";-;-;-;-;-;-;1;-;-;-;-;-;1
"210620 Luís Domingues";1;1;2;-;-;-;1;-;-;-;-;-;5
"210632 Maracaçumé";2;1;2;-;1;1;-;-;-;-;-;-;7
"210635 Marajá do Sena";-;1;-;-;-;-;-;-;-;1;2;-;4
"210637 Maranhãozinho";3;-;1;-;-;-;1;-;-;-;-;-;5
"210640 Mata Roma";1;-;2;-;-;-;2;3;1;-;1;2;12
"210660 Matões";3;1;3;-;-;-;-;-;1;2;1;1;12
"210667 Milagres do Maranhão";-;-;-;1;-;1;-;-;-;-;-;-;2
"210670 Mirador";2;-;-;2;-;-;-;2;-;2;2;1;11
"210680 Mirinzal";4;1;1;-;-;-;-;-;-;-;-;-;6
"210690 Monção";-;-;-;-;-;-;-;-;-;1;-;-;1
"210700 Montes Altos";-;-;1;-;-;-;1;2;4;3;-;2;13
"210710 Morros";1;1;2;1;2;3;5;4;1;1;2;1;24
"210720 Nina Rodrigues";-;1;1;1;-;-;-;-;-;-;-;-;3
"210725 Nova Colinas";-;-;-;-;-;-;2;-;-;-;1;-;3
"210735 Nova Olinda do Maranhão";1;1;1;-;-;-;1;1;1;-;-;-;6
"210740 Olho d'Água das Cunhãs";-;-;-;-;-;-;-;1;-;-;-;-;1
"210750 Paço do Lumiar";-;1;-;-;-;1;-;-;-;-;-;-;2
"210760 Palmeirândia";-;-;-;-;-;1;-;-;-;-;-;-;1
"210770 Paraibano";1;-;-;-;-;-;-;-;1;1;-;-;3
"210780 Parnarama";5;1;-;-;1;-;-;-;1;-;-;-;8
"210790 Passagem Franca";-;-;-;2;-;-;1;-;1;-;-;1;5
"210800 Pastos Bons";-;1;1;-;-;-;-;-;-;-;-;-;2
"210805 Paulino Neves";-;-;-;-;-;1;-;-;-;-;-;-;1
"210810 Paulo Ramos";-;-;-;-;-;1;2;4;4;5;1;3;20
"210820 Pedreiras";2;-;-;-;-;-;-;1;-;-;-;-;3
"210825 Pedro do Rosário";2;-;4;1;2;1;-;-;1;-;-;-;11
"210845 Peritoró";-;-;1;2;-;-;2;1;-;2;-;-;8
"210850 Pindaré-Mirim";-;3;1;1;-;-;-;-;-;-;1;-;6
"210860 Pinheiro";3;-;-;2;1;-;-;-;1;-;1;1;9
"210870 Pio XII";-;-;-;-;-;-;-;-;-;-;1;1;2
"210880 Pirapemas";-;-;1;1;-;1;-;-;1;-;1;-;5
"210890 Poção de Pedras";1;2;2;-;-;1;1;-;1;-;-;-;8
"210900 Porto Franco";-;-;2;-;-;-;-;-;1;-;1;-;4
"210905 Porto Rico do Maranhão";-;1;-;1;-;-;-;-;-;-;1;-;3
"210910 Presidente Dutra";1;2;1;-;-;-;1;1;-;-;-;-;6
"210920 Presidente Juscelino";2;-;-;-;1;-;-;-;-;-;-;-;3
"210923 Presidente Médici";-;-;1;-;-;-;-;-;-;-;-;-;1
"210927 Presidente Sarney";1;-;-;-;-;-;-;-;-;-;-;-;1
"210930 Presidente Vargas";2;-;-;-;-;-;-;-;-;-;-;-;2
"210940 Primeira Cruz";-;-;-;1;-;-;-;-;-;-;-;-;1
"210945 Raposa";-;-;-;-;-;-;-;-;-;-;1;1;2
"210950 Riachão";1;1;1;-;1;-;-;-;1;1;-;-;6
"210955 Ribamar Fiquene";-;1;-;-;-;1;-;-;-;1;-;-;3
"210960 Rosário";1;-;-;-;-;-;-;3;-;2;-;2;8
"210970 Sambaíba";-;1;-;-;-;1;-;-;-;-;-;-;2
"210990 Santa Inês";2;-;-;-;-;-;-;1;-;1;2;-;6
"211000 Santa Luzia";5;2;4;1;1;-;3;3;11;9;13;5;57
"211003 Santa Luzia do Paruá";1;3;1;1;1;3;-;1;-;-;1;-;12
"211010 Santa Quitéria do Maranhão";1;2;-;-;-;-;1;2;3;3;-;1;13
"211020 Santa Rita";-;-;2;-;2;2;-;-;-;-;-;-;6
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;-;2;-;2
"211030 Santo Antônio dos Lopes";-;2;1;2;-;-;-;-;1;-;1;-;7
"211040 São Benedito do Rio Preto";4;2;4;2;1;1;2;1;3;2;4;2;28
"211060 São Bernardo";1;1;-;1;-;-;-;-;-;-;-;-;3
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-;1;-;1;-;-;2
"211070 São Domingos do Maranhão";2;2;-;-;2;3;-;2;-;1;-;1;13
"211085 São Francisco do Brejão";-;2;-;-;-;1;-;2;1;-;1;-;7
"211102 São João do Carú";1;1;-;-;-;-;-;-;3;1;-;1;7
"211105 São João do Paraíso";1;-;-;-;1;-;1;2;-;-;1;1;7
"211107 São João do Soter";1;-;10;-;-;-;-;1;-;-;-;-;12
"211110 São João dos Patos";-;2;1;2;1;1;2;-;-;-;2;-;11
"211120 São José de Ribamar";-;-;-;-;-;-;1;-;-;-;-;-;1
"211125 São José dos Basílios";-;-;-;-;-;-;-;1;-;-;-;-;1
"211130 São Luís";-;1;1;1;1;1;1;-;1;-;1;-;8
"211140 São Luís Gonzaga do Maranhão";-;-;-;-;-;-;-;-;-;-;1;-;1
"211153 São Pedro da Água Branca";-;-;-;-;2;-;-;-;1;-;1;-;4
"211167 São Roberto";-;-;-;-;1;-;-;-;1;-;-;-;2
"211174 Senador Alexandre Costa";-;1;-;-;-;-;-;-;-;-;-;-;1
"211176 Senador La Rocque";-;-;-;-;1;-;-;-;1;-;1;-;3
"211178 Serrano do Maranhão";1;-;-;-;-;-;-;-;-;-;-;-;1
"211180 Sítio Novo";1;-;3;-;-;1;2;1;-;3;-;-;11
"211190 Sucupira do Norte";1;-;-;-;-;-;-;1;-;-;-;-;2
"211195 Sucupira do Riachão";-;-;1;-;-;-;-;-;-;-;-;-;1
"211200 Tasso Fragoso";1;-;-;-;-;-;-;-;-;-;-;-;1
"211210 Timbiras";5;2;2;-;-;2;1;1;2;1;1;-;17
"211220 Timon";2;-;1;-;-;-;1;1;1;2;1;1;10
"211227 Tufilândia";-;1;-;-;-;-;-;-;-;-;-;-;1
"211230 Tuntum";-;-;-;-;-;-;-;-;-;-;1;-;1
"211240 Turiaçu";-;4;4;1;2;-;-;-;-;-;1;2;14
"211245 Turilândia";2;1;2;-;-;-;1;2;-;-;1;-;9
"211250 Tutóia";-;-;-;-;-;-;2;2;1;-;-;-;5
"211260 Urbano Santos";3;3;2;6;-;1;1;1;7;8;33;11;76
"211270 Vargem Grande";2;1;-;-;1;-;1;-;1;3;1;4;14
"211280 Viana";2;1;1;-;-;1;-;-;-;-;-;-;5
"211285 Vila Nova dos Martírios";-;-;-;-;-;1;-;-;-;-;-;-;1
"211300 Vitorino Freire";2;3;1;2;4;-;-;1;1;2;3;1;20
"211400 Zé Doca";5;-;2;2;4;2;1;-;3;2;-;1;22
"220020 Água Branca";-;-;-;-;-;1;1;-;-;-;-;-;2
"220040 Altos";-;-;1;2;-;-;1;1;1;-;-;-;6
"220080 Antônio Almeida";-;-;-;-;-;1;-;-;-;-;-;-;1
"220115 Baixa Grande do Ribeiro";1;-;-;-;-;-;-;-;-;-;-;-;1
"220120 Barras";-;2;-;-;-;-;-;-;-;-;-;-;2
"220160 Beneditinos";1;-;-;-;-;-;-;-;-;-;-;-;1
"220217 Campo Largo do Piauí";-;-;-;-;-;-;-;-;-;-;-;1;1
"220245 Capitão Gervásio Oliveira";-;-;-;-;-;1;-;-;-;-;-;-;1
"220260 Castelo do Piauí";-;-;1;-;-;-;-;-;-;-;-;-;1
"220275 Colônia do Gurguéia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220290 Corrente";-;-;1;-;-;-;-;-;-;-;1;-;2
"220360 Eliseu Martins";-;-;-;-;-;-;-;1;-;-;-;-;1
"220480 Ipiranga do Piauí";-;-;-;-;-;-;-;-;-;2;-;-;2
"220580 Luzilândia";-;-;-;1;-;1;-;1;-;-;-;-;3
"220600 Marcos Parente";-;-;-;-;-;-;-;-;-;-;1;-;1
"220610 Matias Olímpio";-;-;1;-;-;-;1;-;-;-;-;-;2
"220620 Miguel Alves";-;-;-;-;1;-;1;1;-;-;-;-;3
"220690 Novo Oriente do Piauí";-;-;-;-;-;1;-;-;-;-;-;-;1
"220700 Oeiras";-;-;-;-;-;2;-;-;-;-;-;-;2
"220750 Palmeirais";-;-;-;-;-;-;-;2;-;-;-;-;2
"220790 Pedro II";-;-;-;1;-;-;-;-;-;-;-;1;2
"220865 Queimada Nova";-;-;-;1;-;-;-;-;-;-;-;-;1
"220870 Redenção do Gurguéia";-;1;-;-;-;-;-;-;-;-;-;-;1
"220920 Santa Filomena";1;-;-;-;-;-;-;-;-;-;-;-;1
"220997 São João do Arraial";-;-;-;-;-;-;-;-;1;-;-;-;1
"221100 Teresina";-;1;3;2;-;4;4;2;2;5;2;1;26
"221110 União";-;-;-;-;-;1;-;-;-;-;-;-;1
"230050 Alcântaras";1;-;2;-;-;-;-;-;-;-;-;-;3
"230100 Aquiraz";-;-;-;-;-;-;-;-;-;1;-;-;1
"230140 Aratuba";-;-;2;-;-;-;-;-;-;-;1;1;4
"230170 Aurora";1;-;-;-;-;-;-;-;-;-;-;-;1
"230190 Barbalha";-;1;-;-;1;-;-;1;1;1;-;1;6
"230210 Baturité";1;1;-;1;-;-;1;-;2;-;2;-;8
"230230 Bela Cruz";-;-;-;-;-;-;-;-;-;-;-;1;1
"230250 Brejo Santo";-;-;-;-;-;-;-;-;-;-;-;1;1
"230270 Campos Sales";-;1;-;-;-;-;-;-;-;-;-;-;1
"230280 Canindé";-;-;-;-;-;-;-;-;-;-;1;-;1
"230290 Capistrano";-;-;1;-;-;-;-;-;-;-;1;1;3
"230320 Caririaçu";2;-;-;-;-;-;-;-;-;1;-;-;3
"230340 Carnaubal";-;-;-;-;-;-;-;1;-;-;-;-;1
"230370 Caucaia";-;-;-;-;-;-;-;-;-;1;-;-;1
"230400 Coreaú";-;-;-;-;-;-;-;-;-;-;1;-;1
"230420 Crato";7;2;7;9;10;11;6;5;2;4;2;11;76
"230423 Croatá";-;-;2;1;3;1;1;-;-;-;-;1;9
"230428 Eusébio";-;-;-;-;-;-;1;-;-;-;-;-;1
"230430 Farias Brito";1;-;-;-;1;-;-;-;-;-;-;2;4
"230440 Fortaleza";1;1;-;-;2;-;-;-;-;-;-;-;4
"230450 Frecheirinha";-;-;-;-;-;1;-;-;-;-;-;-;1
"230465 Graça";-;-;-;1;-;1;-;1;-;-;-;-;3
"230470 Granja";-;-;1;-;-;-;-;-;1;-;-;-;2
"230500 Guaraciaba do Norte";4;1;2;1;1;1;3;2;-;2;-;2;19
"230510 Guaramiranga";-;2;2;2;2;2;1;-;3;1;4;1;20
"230530 Ibiapina";6;3;1;3;-;-;-;-;-;3;2;2;20
"230550 Iguatu";-;-;-;1;-;-;-;-;-;-;-;-;1
"230580 Ipu";5;2;1;3;-;3;3;4;1;1;-;2;25
"230590 Ipueiras";-;1;1;-;-;2;2;1;-;-;-;-;7
"230625 Itaitinga";-;-;-;-;-;-;-;-;-;1;-;-;1
"230630 Itapagé";4;1;3;2;1;1;1;2;4;3;1;5;28
"230640 Itapipoca";-;-;-;1;2;1;1;-;1;-;1;-;7
"230710 Jardim";1;-;-;-;-;-;-;-;-;-;1;-;2
"230730 Juazeiro do Norte";-;-;-;-;-;-;1;-;1;3;1;-;6
"230765 Maracanaú";-;-;-;-;-;1;-;-;-;-;-;-;1
"230770 Maranguape";-;1;-;-;-;2;1;2;-;-;-;-;6
"230790 Martinópole";-;-;-;-;-;-;-;1;-;-;-;-;1
"230800 Massapê";-;-;1;-;1;1;-;-;-;-;-;-;3
"230810 Mauriti";-;1;-;-;-;-;-;-;-;-;-;-;1
"230820 Meruoca";3;1;1;-;-;1;-;-;-;-;-;-;6
"230830 Milagres";-;-;1;-;-;-;-;-;-;-;-;-;1
"230840 Missão Velha";1;-;1;1;1;2;-;1;5;2;2;-;16
"230850 Mombaça";-;-;-;-;-;-;-;-;-;-;1;-;1
"230880 Moraújo";-;-;-;-;-;-;-;-;1;-;-;-;1
"230900 Mucambo";1;1;-;-;-;-;-;-;1;-;1;-;4
"230910 Mulungu";4;-;-;1;2;1;1;1;-;-;-;1;11
"230920 Nova Olinda";-;-;-;-;-;-;-;-;-;1;-;-;1
"230980 Pacoti";6;4;8;9;12;8;2;15;5;9;8;11;97
"231010 Palmácia";1;-;-;-;-;-;-;-;-;-;1;-;2
"231095 Pires Ferreira";1;-;-;-;-;-;-;-;-;-;-;1;2
"231100 Poranga";-;-;-;1;-;-;-;-;-;-;-;-;1
"231110 Porteiras";-;1;-;-;-;-;-;-;-;1;1;1;4
"231230 São Benedito";8;5;5;4;3;3;4;2;3;1;6;3;47
"231240 São Gonçalo do Amarante";-;-;-;2;-;-;-;-;-;-;-;-;2
"231290 Sobral";1;-;-;-;-;-;-;-;-;-;-;-;1
"231310 Tabuleiro do Norte";-;-;-;-;-;-;-;1;-;-;-;-;1
"231325 Tarrafas";-;-;1;-;-;1;-;-;-;-;-;-;2
"231330 Tauá";-;-;-;1;-;-;-;-;-;-;-;-;1
"231340 Tianguá";-;1;1;1;2;2;1;-;-;2;-;1;11
"231360 Ubajara";4;-;-;-;-;-;-;1;-;2;1;1;9
"231380 Uruburetama";6;-;1;1;3;2;2;4;-;2;1;3;25
"231400 Várzea Alegre";1;1;1;-;1;-;1;-;-;1;-;-;6
"231410 Viçosa do Ceará";5;-;1;-;-;-;-;-;2;1;4;3;16
"240820 Nísia Floresta";-;-;-;-;-;-;-;-;-;-;-;1;1
"250030 Alagoa Grande";4;5;2;4;1;2;-;-;3;4;1;2;28
"250040 Alagoa Nova";1;-;1;-;-;-;-;-;-;-;-;-;2
"250050 Alagoinha";-;1;-;1;-;-;-;-;-;-;-;-;2
"250110 Areia";1;-;-;-;2;-;1;-;-;1;-;2;7
"250150 Bananeiras";-;-;1;-;-;-;-;-;-;-;-;-;1
"250270 Borborema";-;-;1;1;-;-;-;-;-;-;-;1;3
"250370 Cajazeiras";1;-;-;-;-;-;-;-;-;-;1;-;2
"250680 Ingá";-;-;-;-;1;-;-;-;-;-;-;-;1
"250750 João Pessoa";1;-;-;-;-;1;-;-;-;-;-;-;2
"250830 Lagoa Seca";-;-;-;-;1;-;-;-;-;3;2;-;6
"250890 Mamanguape";-;-;-;-;-;-;1;-;-;-;-;-;1
"250933 Matinhas";-;3;1;-;-;-;-;-;-;-;-;-;4
"251140 Picuí";-;-;-;-;-;-;-;-;-;-;-;1;1
"251150 Pilar";-;1;-;-;-;-;-;-;-;-;-;-;1
"251160 Pilões";-;-;-;-;1;-;-;-;1;-;-;-;2
"251180 Pirpirituba";-;-;-;-;-;-;-;-;-;-;-;1;1
"251370 Santa Rita";-;-;-;-;1;-;-;-;-;-;-;-;1
"251620 Sousa";-;-;-;-;-;-;-;-;1;-;-;-;1
"260005 Abreu e Lima";-;-;2;-;-;-;-;-;-;-;-;1;3
"260040 Água Preta";-;3;-;-;2;-;2;-;1;3;-;-;11
"260080 Altinho";-;-;-;-;-;-;1;1;1;-;-;-;3
"260090 Amaraji";-;-;-;-;-;1;-;-;1;-;1;-;3
"260170 Belo Jardim";-;1;-;1;1;-;-;-;1;1;-;1;6
"260190 Bezerros";-;-;-;-;-;-;-;1;-;-;-;-;1
"260200 Bodocó";-;-;-;-;-;-;-;1;-;-;-;-;1
"260210 Bom Conselho";-;-;-;-;-;3;1;1;-;1;1;-;7
"260230 Bonito";2;1;1;2;1;2;1;1;-;-;-;-;11
"260290 Cabo de Santo Agostinho";-;-;-;-;-;-;-;-;1;-;-;-;1
"260300 Cabrobó";-;-;-;-;-;-;-;-;-;1;-;-;1
"260345 Camaragibe";1;-;-;-;1;-;-;-;-;-;-;-;2
"260370 Canhotinho";-;4;-;-;-;-;2;-;-;-;-;-;6
"260392 Carnaubeira da Penha";-;-;-;-;-;-;-;-;-;2;-;3;5
"260400 Carpina";-;-;-;-;-;-;1;-;-;-;-;-;1
"260420 Catende";-;-;1;-;1;3;3;1;1;-;-;-;10
"260440 Chã de Alegria";-;-;-;-;-;-;-;-;-;1;-;-;1
"260480 Cortês";1;-;-;-;2;-;-;1;-;-;1;-;5
"260520 Escada";1;2;1;3;1;2;2;-;-;1;-;1;14
"260530 Exu";2;1;1;-;-;-;-;-;2;-;-;1;7
"260550 Ferreiros";-;-;-;-;-;-;-;-;-;-;1;-;1
"260560 Flores";-;-;1;-;-;-;-;-;-;-;-;-;1
"260590 Gameleira";-;-;-;-;-;-;-;-;-;1;-;-;1
"260610 Glória do Goitá";-;1;-;-;1;-;3;-;1;-;-;-;6
"260640 Gravatá";-;-;-;-;-;1;-;-;-;-;-;-;1
"260680 Igarassu";1;-;-;-;-;-;-;-;-;-;-;-;1
"260720 Ipojuca";-;-;-;-;-;1;-;2;1;-;1;-;5
"260730 Ipubi";-;-;1;-;-;-;-;-;-;-;-;-;1
"260790 Jaboatão dos Guararapes";-;-;3;4;-;2;-;-;-;-;-;2;11
"260795 Jaqueira";-;-;-;-;1;-;-;-;-;-;2;-;3
"260820 Joaquim Nabuco";-;-;-;-;-;-;1;2;1;1;-;-;5
"260850 Lagoa de Itaenga";-;-;1;-;-;-;-;-;-;-;-;-;1
"260860 Lagoa do Ouro";-;1;-;-;-;-;-;-;-;-;-;-;1
"260870 Lagoa dos Gatos";-;-;1;-;-;-;1;-;-;-;-;-;2
"260900 Macaparana";-;-;-;1;1;4;3;2;1;1;1;-;14
"260910 Machados";-;-;-;-;-;-;-;-;2;-;-;-;2
"260920 Maraial";-;3;1;-;-;2;-;-;1;-;-;-;7
"260940 Moreno";-;4;-;3;-;1;4;-;-;2;3;-;17
"260970 Orobó";-;-;-;-;-;-;-;-;-;1;-;-;1
"261000 Palmares";5;3;-;-;-;2;-;1;1;-;1;-;13
"261060 Paudalho";1;-;-;1;-;-;-;-;-;-;1;-;3
"261160 Recife";-;-;-;-;-;-;-;-;-;3;-;-;3
"261200 Sairé";-;-;-;-;-;-;-;-;-;2;-;-;2
"261247 Santa Cruz da Baixa Verde";1;-;-;-;-;-;-;-;-;-;-;-;1
"261290 São Benedito do Sul";-;-;-;2;-;-;1;1;-;-;-;-;4
"261360 São José do Egito";-;-;-;-;-;-;-;-;-;-;-;1;1
"261370 São Lourenço da Mata";-;1;-;-;1;-;-;-;-;-;-;-;2
"261380 São Vicente Ferrer";-;-;-;-;2;-;-;-;1;-;1;-;4
"261390 Serra Talhada";-;-;-;-;-;-;-;-;1;-;-;1;2
"261420 Sirinhaém";3;-;-;-;2;-;-;1;2;-;-;-;8
"261530 Timbaúba";-;-;5;6;1;2;5;-;-;1;-;-;20
"261570 Triunfo";-;-;-;-;-;-;-;-;-;-;-;1;1
"261630 Vicência";4;7;3;7;4;2;1;-;-;2;-;-;30
